standard,lemma,postag
THE,the,d
NOVELLA,Novella,n1-nn
A,a,d
comedy,comedy,n1
Acted,act,vvn
at,at,acp-p
the,the,d
Blackfriars,Blackfriar,n2-nn
by,by,acp-p
his,his,po
Majesty's,majesty,n1g
Servants,servant,n2
Anno,anno,fw-la
1632,1632,crd
WRITTEN,write,j_vn
By,by,acp-p
RICHARD,Richard,n1-nn
BROME,Brome,n1-nn
MART.,Mart.,n-ab
Hic,hic,fw-la
totus,totus,fw-la
volo,volo,fw-la
rideat,rideat,fw-la
Lîbellus,Lîbellus,fw-la
LONDON,London,n1-nn
Printed,print,j_vn
for,for,acp-p
RICHARD,Richard,n1-nn
MARRIOT,Marriot,n1-nn
and,and,cc
THO.,THO.,n-ab
DRING,DRING,n1-nn
and,and,cc
are,be,vvb
to,to,acp-cs
be,be,vvi
sold,sell,vvn
at,at,acp-p
their,their,po
Shops,shop,n2
in,in,acp-p
Fleetstreet,Fleetstreet,n1-nn
1653,1653,crd
The,the,d
Persons,person,n2
of,of,acp-p
the,the,d
Play,play,n1
Two,two,crd
Senators,senator,n2
PAntaloni,PAntaloni,n1-nn
Guadagni,Guadagni,n1-nn
Fabritio,Fabritio,n1-nn
Son,son,n1
to,to,acp-p
Pantaloni,Pantaloni,n1-nn
Piso,Piso,n1-nn
His,his,po
Friend,friend,n1
Francisco,Francisco,n1-nn
Lover,lover,n1
of,of,acp-p
Flavia,Flavia,n1-nn
Horatio,Horatio,n1-nn
His,his,po
Friend,friend,n1
Servants,servant,n2
to,to,acp-p
Guadagni,Guadagni,n1-nn
Nanulo,Nanulo,n1-nn
Astutta,Astutta,n1-nn
Nicolo,Nicolo,n1-nn
Servant,servant,n1
to,to,acp-p
Pantaloni,Pantaloni,n1-nn
Victoria,Victoria,n1-nn
The,the,d
Novella,Novella,n1-nn
Jacconetta,Jacconetta,n1-nn
Servant,servant,n1
to,to,acp-p
Victoria,Victoria,n1-nn
Flavia,Flavia,n1-nn
Daughter,daughter,n1
to,to,acp-p
Guadagni,Guadagni,n1-nn
Paulo,Paulo,n1-nn
Bynamed,bynamed,j
Burgio,Burgio,n1-nn
Swatzenburgh,Swatzenburgh,n1-nn
Two,two,crd
Lawyers,lawyer,n2
Cheqinno,Cheqinno,n1-nn
Prospero,Prospero,n1-nn
Pedlar,pedlar,n1
Woman,woman,n1
Zaffi,zaffi,n1-nn
an,a,d
Officer,officer,n1
The,the,d
Scene,scene,n1
Venice,Venice,n1-nn
PROLOGUE,prologue,n1
SHould,shall,vmd
I,I,pns
not,not,xx
speak,speak,vvi
a,a,d
Prologue,prologue,n1
and,and,cc
appear,appear,vvi
In,in,acp-p
a,a,d
starched,starch,j_vn
formal,formal,j
Beard,beard,n1
and,and,cc
Cloak,cloak,n1
I,I,pns
fear,fear,vvb
Some,some,d
of,of,acp-p
this,this,d
Auditory,auditory,j
would,will,vmd
be,be,vvi
vexed,vex,vvn
And,and,cc
say,say,vvb
this,this,d
is,be,vvz
a,a,d
Sermon,sermon,n1
without,without,acp-p
a,a,d
Text,text,n1
Some,some,d
think,think,vvb
it,it,pn
so,so,av
essential,essential,j
that,that,cs
they,they,pns
say,say,vvb
Nor,nor,cc-x
fool,fool,n1
nor,nor,cc-x
Prologue,prologue,n1
there,there,av
can,can,vmb
be,be,vvi
no,no,d-x
Play,play,n1
Our,our,po
Author's,author,n1g
unprovided,unprovide,j_vn
and,and,cc
doth,do,vvz
vow,vow,vvi
whate'er,whatever,crq-r
I,I,pns
say,say,vvb
must,must,vmb
stand,stand,vvi
for,for,acp-p
Prologue,prologue,n1
now,now,av
Then,then,av
have,have,vvb
at,at,acp-p
wit,wit,n1
for,for,acp-p
once,once,acp-av
why,why,crq-q
mayn't,may,vmb-x
I,I,pns
be,be,vvi
Inspired,inspire,j_vn
with,with,acp-p
wit,wit,n1
and,and,cc
sense,sense,n1
extempore,extempore,av
But,but,acp-cc
first,first,ord
I'll,I|will,pns|vmb
tell,tell,vvi
you,you,pn
that,that,cs
I,I,pns
bade,bid,vvd
commission,commission,n1
From,from,acp-p
him,he,pno
to,to,acp-cs
tell,tell,vvi
you,you,pn
that,that,cs
he'll,he|will,pns|vmb
not,not,xx
petition,petition,vvi
To,to,acp-cs
be,be,vvi
dubbed,dub,vvn
Poet,poet,n1
for,for,acp-cs
he,he,pns
holds,hold,vvz
it,it,pn
fit,fit,j
That,that,cs
naught,nought,pi-x
should,shall,vmd
make,make,vvi
a,a,d
man,man,n1
a,a,d
wit,wit,n1
but,but,acp-cc
wit,wit,n1
he'll,he|will,pns|vmb
bide,bide,vvb
his,his,po
trial,trial,n1
and,and,cc
submits,submit,vvz
his,his,po
cause,cause,n1
To,to,acp-p
you,you,pn
the,the,d
Jury,jury,n1
so,so,av
you'll,you|will,pn|vmb
judge,judge,vvi
by,by,acp-p
Laws,law,n2
If,if,cs
Pride,pride,n1
or,or,cc
Ignorance,ignorance,n1
should,shall,vmd
rule,rule,vvi
he,he,pns
fears,fear,vvz
An,a,d
unfair,unfair,j
trial,trial,n1
'cause,because,acp-cs
not,not,xx
tried,try,vvn
by's,by|his,acp-p|po
Peers,peer,n2
Faith,faith,n1
be,be,vvb
yourselves,yourselves,px
a,a,d
while,while,cs
and,and,cc
pass,pass,vvb
your,your,po
vote,vote,n1
On,on,acp-p
what,what,crq-r
you,you,pn
understand,understand,vvb
and,and,cc
do,do,vvb
not,not,xx
