standard,lemma,postag
Every,every,d
MAN,man,n1
IN,in,acp-p
HIS,his,po
HUMOUR,humour,n1
A,a,d
Comedy,comedy,n1
Acted,act,vvn
in,in,acp-p
the,the,d
year,year,n1
1598,1598.,crd
By,by,acp-p
the,the,d
then,then,av
Lord,lord,n1
chamberlain,chamberlain,n1
his,his,po
Servants,servant,n2
The,the,d
Author,author,n1
B.,B.,n-ab
I.,I.,n-ab
IUVEN.,IUVEN,n-ab
Haud,haud,fw-la
tamen,tamen,fw-la
invideas,inuideas,fw-la
vati,vati,fw-la
quem,quem,fw-la
pulpita,pulpita,fw-la
pascunt,pascunt,fw-la
LONDON,London,n1-nn
Printed,print,vvn
by,by,acp-p
WILLIAM,William,n1-nn
STANSBY,STANSBY,n1-nn
MDCXVI,MDCXVI,crd
TO,to,acp-p
THE,the,d
MOST,most,av-s_d
LEARNED,learned,j
AND,and,cc
MY,my,po
HONOURED,honour,j_vn
FRIEND,friend,n1
Mr.,mr.,n-ab
Cambden,Cambden,n1-nn
SIR,sir,n1
There,there,av
are,be,vvb
no,no,d-x
doubt,doubt,n1
a,a,d
supercilious,supercilious,j
race,race,n1
in,in,acp-p
the,the,d
world,world,n1
who,who,crq-r
will,will,vmb
esteem,esteem,vvi
all,all,d
office,office,n1
done,do,vvi
you,you,pn
in,in,acp-p
this,this,d
kind,kind,n1
an,a,d
injury,injury,n1
so,so,av
solemn,solemn,j
a,a,d
vice,vice,n1
it,it,pn
is,be,vvz
with,with,acp-p
them,they,pno
to,to,acp-cs
use,use,vvi
the,the,d
authority,authority,n1
of,of,acp-p
their,their,po
ignorance,ignorance,n1
to,to,acp-p
the,the,d
crying,cry,n1_vg
down,down,acp-av
of,of,acp-p
Poetry,poetry,n1
or,or,cc
the,the,d
Professors,professor,n2
But,but,acp-cc
my,my,po
gratitude,gratitude,n1
must,must,vmb
not,not,xx
leave,leave,vvi
to,to,acp-cs
correct,correct,vvi
their,their,po
error,error,n1
since,since,acp-cs
I,I,pns
am,be,vvm
none,none,pi-x
of,of,acp-p
those,those,d
that,that,cs
can,can,vmb
suffer,suffer,vvi
the,the,d
benefits,benefit,n2
conferred,confer,vvn
upon,upon,acp-p
my,my,po
youth,youth,n1
to,to,acp-cs
perish,perish,vvi
with,with,acp-p
my,my,po
age,age,n1
It,it,pn
is,be,vvz
a,a,d
frail,frail,j
memory,memory,n1
that,that,cs
remembers,remember,vvz
but,but,acp-av
present,present,j
things,thing,n2
And,and,cc
had,have,vvd
the,the,d
favour,favour,n1
of,of,acp-p
the,the,d
times,time,n2
so,so,av
conspired,conspire,vvn
with,with,acp-p
my,my,po
disposition,disposition,n1
as,as,acp-cs
it,it,pn
could,can,vmd
have,have,vvi
brought,bring,vvn
forth,forth,av
other,other,d
or,or,cc
better,better,av-c_j
you,you,pn
had,have,vvd
had,have,vvn
the,the,d
same,same,d
proportion,proportion,n1
and,and,cc
number,number,n1
of,of,acp-p
the,the,d
fruits,fruit,n2
the,the,d
first,first,ord
Now,now,av
I,I,pns
pray,pray,vvb
you,you,pn
to,to,acp-cs
accept,accept,vvi
this,this,d
such,such,d
wherein,wherein,crq-cs
neither,neither,av-x_d
the,the,d
confession,confession,n1
of,of,acp-p
my,my,po
manners,manner,n2
shall,shall,vmb
make,make,vvi
you,you,pn
blush,blush,vvb
nor,nor,cc-x
of,of,acp-p
my,my,po
studies,study,n2
repent,repent,vvb
you,you,pn
to,to,acp-cs
have,have,vvi
been,be,vvn
the,the,d
instructor,instructor,n1
And,and,cc
for,for,acp-p
the,the,d
profession,profession,n1
of,of,acp-p
my,my,po
thankfulness,thankfulness,n1
I,I,pns
am,be,vvm
sure,sure,j
it,it,pn
will,will,vmb
with,with,acp-p
good,good,j
men,man,n2
find,find,vvb
either,either,d
praise,praise,n1
or,or,cc
excuse,excuse,vvi
Your,your,po
true,true,j
lover,lover,n1
BEN,ben,n1-nn
JONSON,Jonson,n1-nn
The,the,d
Persons,person,n2
of,of,acp-p
the,the,d
Play,play,n1
KNO'WELL,Kno'well,n1-nn
An,a,d
old,old,j
Gentleman,gentleman,n1
ED.,ED.,n-ab
KNO'WELL,Kno'well,n1-nn
His,his,po
Son,son,n1
Brainworm,Brainworm,n1-nn
The,the,d
Father's,father,n1g
man,man,n1
