standard,lemma,postag
THE,the,d
tragedy,tragedy,n1
OF,of,acp-p
BONDUCA,BONDUCA,n1-nn
Actus,actus,fw-la
primus,primus,fw-la
Scaena,scaena,fw-la
prima,prima,fw-la
Enter,enter,vvb
Bonduca,Bonduca,n1-nn
Daughters,daughter,n2
Hengo,Hengo,n1-nn
Nennius,Nennius,n1-nn
Soldiers,soldier,n2
Bon.,Bon.,n-ab
The,the,d
hardy,hardy,j
Romans,roman,n2-nn_j
O,o,uh
ye,you,pn
gods,god,n2
of,of,acp-p
Britain,Britain,n1-nn
the,the,d
rust,rust,n1
of,of,acp-p
Arms,arm,n2
the,the,d
blushing,blush,j_vg
shame,shame,n1
of,of,acp-p
soldiers,soldier,n2
are,be,vvb
these,these,d
the,the,d
men,man,n2
that,that,cs
conquer,conquer,vvb
by,by,acp-p
inheritance,inheritance,n1
the,the,d
Fortune-makers,fortune-maker,n2
these,these,d
the,the,d
Julians,Julian,n2-nn_j
Enter,enter,vvb
Caratach,Caratach,n1-nn
that,that,cs
with,with,acp-p
the,the,d
Sun,sun,n1
measure,measure,vvb
the,the,d
end,end,n1
of,of,acp-p
Nature,nature,n1
making,make,vvg
the,the,d
world,world,n1
but,but,acp-p
one,one,crd
Rome,Rome,n1-nn
and,and,cc
one,one,crd
Caesar,Caesar,n1-nn
Shame,shame,n1
how,how,crq-cs
they,they,pns
flee,flee,vvb
Caesar's,Caesar,n1g-nn
soft,soft,j
soul,soul,n1
dwells,dwell,vvz
in,in,acp-p
'em,they,pno
their,their,po
mothers,mother,n2
got,get,vvd
'em,they,pno
sleeping,sleep,vvg
pleasure,pleasure,n1
nursed,nurse,vvd
'em,they,pno
their,their,po
bodies,body,n2
sweat,sweat,vvb
with,with,acp-p
sweet,sweet,j
oils,oil,n2
loves,love,vvz
allurements,allurement,n2
not,not,xx
lusty,lusty,j
Arms,Arm,n2
Dare,dare,vvb
they,they,pns
send,send,vvb
these,these,d
to,to,acp-cs
seek,seek,vvi
us,we,pno
these,these,d
Roman,roman,j-nn
Girls,girl,n2
Is,be,vvz
Britain,Britain,n1-nn
grown,grow,vvn
so,so,av
wanton,wanton,j
Twice,twice,av
we,we,pns
have,have,vvb
beat,beat,vvn
'em,they,pno
Nennius,Nennius,n1-nn
scattered,scatter,vvd
'em,they,pno
and,and,cc
through,through,acp-p
their,their,po
big-boned,big-boned,j
Germans,German,n2-nn
on,on,acp-p
whose,who,crq-rg
Pikes,pike,n2
the,the,d
honour,honour,n1
of,of,acp-p
their,their,po
actions,action,n2
sit,sit,vvb
in,in,acp-p
triumph,triumph,n1
made,make,vvd
Themes,theme,n2
for,for,acp-p
songs,song,n2
to,to,acp-cs
shame,shame,vvi
'em,they,pno
and,and,cc
a,a,d
woman,woman,n1
a,a,d
woman,woman,n1
beat 'em,beat|they,vvd|pno
Nennius,Nennius,n1-nn
a,a,d
weak,weak,j
woman,woman,n1
a,a,d
woman,woman,n1
beat,beat,vvd
these,these,d
Romans,roman,n2-nn_j
Car.,Car.,n-ab
So,so,av
it,it,pn
seems,seem,vvz
A,a,d
man,man,n1
would,will,vmd
