standard,lemma,postag
names,name,n2
Prithee,prithee,uh
how,how,crq-q
many,many,d
boys,boy,n2
and,and,cc
wenches,wench,n2
must,must,vmb
I,i,pns
have,have,vvi
SOOTHSAYER,,
If,if,cs
every,every,d
of,of,acp-p
your,your,po
wishes,wish,n2
had,have,vvd
a,a,d
womb,womb,n1
And,and,cc
fertile,fertile,j
every,every,d
wish,wish,n1
a,a,d
million,million,crd
CHARMIAN,,
Out,out,av
fool,fool,n1
I,i,pns
forgive,forgive,vvb
thee,thou,pno
for,for,acp-p
a,a,d
witch,witch,n1
ALEXAS,,
You,you,pn
think,think,vvb
none,none,pi-x
but,but,acp-p
your,your,po
sheets,sheet,n2
are,be,vvb
privy,privy,j
to,to,acp-p
your,your,po
wishes,wish,n2
CHARMIAN,,
to,,
Soothsayer,,
Nay,nay,uh
come,come,vvb
Tell,tell,vvb
Iras,Iras,n1-nn
hers,she,png
ALEXAS,,
We'll,we|will,pns|vmb
know,know,vvi
all,all,d
our,our,po
fortunes,fortune,n2
ENOBARBUS,,
Mine,i,png
and,and,cc
most,most,d-s
of,of,acp-p
our,our,po
fortunes,fortune,n2
tonight,tonight,av
shall,shall,vmb
be,be,vvi
drunk,drink,vvn
to,to,acp-p
bed,bed,n1
IRAS,,
giving,,
her,,
hand,,
to,,
the,,
Soothsayer,,
There's,there|be,acp-av|vvz
a,a,d
palm,palm,n1
presages,presage,vvz
chastity,chastity,n1
if,if,cs
nothing,nothing,pi-x
else,else,av
CHARMIAN,,
E'en,even,av
as,as,acp-cs
the,the,d
o'erflowing,overflow,j_vg
Nilus,Nilus,n1-nn
presageth,presage,vvz
famine,famine,n1
IRAS,,
Go,go,vvb
you,you,pn
wild,wild,j
bedfellow,bedfellow,n1
you,you,pn
cannot,can,vmb-x
soothsay,soothsay,vvi
CHARMIAN,,
Nay,nay,uh
if,if,cs
an,a,d
oily,oily,j
palm,palm,n1
be,be,vvb
not,not,xx
a,a,d
fruitful,fruitful,j
prognostication,prognostication,n1
I,i,pns
cannot,can,vmb-x
scratch,scratch,vvi
mine,my,po
ear,ear,n1
Prithee,prithee,uh
tell,tell,vvb
her,she,pno
but,but,acp-av
a,a,d
workaday,workaday,n1
fortune,fortune,n1
SOOTHSAYER,,
Your,your,po
fortunes,fortune,n2
are,be,vvb
alike,alike,av
IRAS,,
But,but,acp-cc
how,how,crq-q
but,but,acp-cc
how,how,crq-q
Give,give,vvb
me,i,pno
particulars,particular,n2_j
SOOTHSAYER,,
I,i,pns
have,have,vvb
said,say,vvn
IRAS,,
Am,be,vvm
I,i,pns
not,not,xx
an,a,d
inch,inch,n1
of,of,acp-p
fortune,fortune,n1
better,better,av-c_j
than,than,cs
she,she,pns
CHARMIAN,,
Well,well,uh_mi
if,if,cs
you,you,pn
were,be,vvd
but,but,acp-p
an,a,d
inch,inch,n1
of,of,acp-p
fortune,fortune,n1
better,better,av-c_j
than,than,cs
I,i,pns
where,where,crq-q
would,will,vmd
you,you,pn
choose,choose,vvi
it,it,pn
IRAS,,
Not,not,xx
in,in,acp-p
my,my,po
husband's,husband,n1g
nose,nose,n1
CHARMIAN,,
Our,our,po
worser,worser,av-c_j
thoughts,thought,n2
heavens,heaven,n2
mend,mend,vvb
Alexas,Alexas,n1-nn
come,come,vvb
his,his,po
fortune,fortune,n1
his,his,po
fortune,fortune,n1
O,oh,uh
let,let,vvb
him,he,pno
marry,marry,vvi
a,a,d
woman,woman,n1
that,that,cs
cannot,can,vmb-x
go,go,vvi
sweet,sweet,j
Isis,Isis,n1-nn
I,i,pns
beseech,beseech,vvb
thee,thou,pno
and,and,cc
let,let,vvb
her,she,pno
die,die,vvi
too,too,av
and,and,cc
give,give,vvb
him,he,pno
a,a,d
worse,worse,av-c_j
and,and,cc
let,let,vvb
worse,worse,av-c_j
follow,follow,vvi
worse,worse,av-c_j
till,till,acp-cs
the,the,d
worst,worst,j-s
of,of,acp-p
all,all,d
follow,follow,vvb
him,he,pno
laughing,laugh,vvg
to,to,acp-p
his,his,po
grave,grave,n1
fiftyfold,fiftyfold,av
a,a,d
cuckold,cuckold,n1
Good,good,j
Isis,Isis,n1-nn
hear,hear,vvb
me,i,pno
this,this,d
prayer,prayer,n1
though,though,cs
thou,thou,pns
deny,deny,vvb
me,i,pno
a,a,d
matter,matter,n1
of,of,acp-p
more,more,d-c
weight,weight,n1
good,good,j
Isis,Isis,n1-nn
I,i,pns
beseech,beseech,vvb
thee,thou,pno
IRAS,,
Amen,amen,uh_n
dear,dear,j
goddess,goddess,n1
hear,hear,vvb
that,that,d
prayer,prayer,n1
of,of,acp-p
the,the,d
people,people,n1
For,for,acp-cs
as,as,acp-cs
it,it,pn
is,be,vvz
a,a,d
heartbreaking,heart-breaking,n1_j
to,to,acp-cs
see,see,vvi
a,a,d
handsome,handsome,j
man,man,n1
loose-wived,loose-wived,j
so,so,av
it,it,pn
is,be,vvz
a,a,d
deadly,deadly,j
sorrow,sorrow,n1
to,to,acp-cs
behold,behold,vvi
a,a,d
foul,foul,j
knave,knave,n1
uncuckolded,uncuckolded,j
Therefore,therefore,av
dear,dear,j
Isis,Isis,n1-nn
keep,keep,vvb
decorum,decorum,n1
and,and,cc
fortune,fortune,n1
him,he,pno
