standard,lemma,postag
we,we,pns
then,then,av
together,together,av
They,,
exit,,
Scene,,
2,,
Enter,,
Cressida,,
and,,
her,,
man,,
Alexander,,
CRESSIDA,,
Who,who,crq-q
were,be,vvd
those,those,d
went,go,vvd
by,by,acp-p
ALEXANDER,,
Queen,queen,n1
Hecuba,Hecuba,n1-nn
and,and,cc
Helen,Helen,n1-nn
CRESSIDA,,
And,and,cc
whither,whither,crq-q
go,go,vvb
they,they,pns
ALEXANDER,,
Up,up,acp-p
to,to,acp-p
the,the,d
eastern,eastern,j
tower,tower,n1
Whose,who,crq-rg
height,height,n1
commands,command,vvz
as,as,acp-cs
subject,subject,n1
all,all,d
the,the,d
vale,vale,n1
To,to,acp-cs
see,see,vvi
the,the,d
battle,battle,n1
Hector,Hector,n1-nn
whose,who,crq-rg
patience,patience,n1
Is,be,vvz
as,as,acp-cs
a,a,d
virtue,virtue,n1
fixed,fix,vvn
today,today,av_n
was,be,vvd
moved,move,vvn
He,he,pns
chid,chide,vvd
Andromache,Andromache,n1-nn
and,and,cc
struck,strike,vvd
his,his,po
armorer,armourer,n1
And,and,cc
like,like,acp-p
as,as,acp-cs
there,there,acp-av
were,be,vvd
husbandry,husbandry,n1
in,in,acp-p
war,war,n1
Before,before,acp-cs
the,the,d
sun,sun,n1
rose,rise,vvd
he,he,pns
was,be,vvd
harnessed,harness,vvn
light,light,j
And,and,cc
to,to,acp-p
the,the,d
field,field,n1
goes,go,vvz
he,he,pns
where,where,crq-cs
every,every,d
flower,flower,n1
Did,do,vvd
as,as,acp-cs
a,a,d
prophet,prophet,n1
weep,weep,vvi
what,what,crq-r
it,it,pn
foresaw,foresee,vvd
In,in,acp-p
Hector's,Hector,n1g-nn
wrath,wrath,n1
CRESSIDA,,
What,what,crq-q
was,be,vvd
his,his,po
cause,cause,n1
of,of,acp-p
anger,anger,n1
ALEXANDER,,
The,the,d
noise,noise,n1
goes,go,vvz
this,this,d
there,there,acp-av
is,be,vvz
among,among,acp-p
the,the,d
Greeks,Greek,n2-nn_j
A,a,d
lord,lord,n1
of,of,acp-p
Trojan,Trojan,j-nn
blood,blood,n1
nephew,nephew,n1
to,to,acp-p
Hector,Hector,n1-nn
They,they,pns
call,call,vvb
him,he,pno
Ajax,Ajax,n1-nn
CRESSIDA,,
Good,good,j
and,and,cc
what,what,crq-q
of,of,acp-p
him,he,pno
ALEXANDER,,
They,they,pns
say,say,vvb
he,he,pns
is,be,vvz
a,a,d
very,very,j
man,man,n1
per,per,fw-la
se,se,fw-la
And,and,cc
stands,stand,vvz
alone,alone,j
CRESSIDA,,
So,so,av
do,do,vvb
all,all,av_d
men,man,n2
unless,unless,cs
they,they,pns
are,be,vvb
drunk,drink,vvn
sick,sick,j
or,or,cc
have,have,vvb
no,no,d-x
legs,leg,n2
ALEXANDER,,
This,this,d
man,man,n1
lady,lady,n1
hath,have,vvz
robbed,rob,vvn
many,many,d
beasts,beast,n2
of,of,acp-p
their,their,po
particular,particular,j
additions,addition,n2
He,he,pns
is,be,vvz
as,as,acp-av
valiant,valiant,j
as,as,acp-cs
the,the,d
lion,lion,n1
churlish,churlish,j
as,as,acp-cs
the,the,d
bear,bear,n1
slow,slow,j
as,as,acp-cs
the,the,d
elephant,elephant,n1
a,a,d
man,man,n1
into,into,acp-p
whom,who,crq-ro
nature,nature,n1
hath,have,vvz
so,so,av
crowded,crowd,vvn
humors,humour,n2
that,that,cs
his,his,po
valor,valour,n1
is,be,vvz
crushed,crush,vvn
into,into,acp-p
folly,folly,n1
his,his,po
folly,folly,n1
sauced,sauce,vvn
with,with,acp-p
discretion,discretion,n1
There,there,acp-av
is,be,vvz
no,no,d-x
man,man,n1
hath,have,vvz
a,a,d
virtue,virtue,n1
that,that,cs
he,he,pns
hath,have,vvz
not,not,xx
a,a,d
glimpse,glimpse,n1
of,of,acp-p
nor,nor,cc-x
any,any,d
man,man,n1
an,a,d
attaint,attaint,n1
but,but,acp-cc
he,he,pns
carries,carry,vvz
some,some,d
stain,stain,n1
of,of,acp-p
it,it,pn
He,he,pns
is,be,vvz
melancholy,melancholy,j
without,without,acp-p
cause,cause,n1
and,and,cc
merry,merry,j
against,against,acp-p
the,the,d
hair,hair,n1
He,he,pns
hath,have,vvz
the,the,d
joints,joint,n2
of,of,acp-p
everything,everything,pi
but,but,acp-cc
everything,everything,pi
so,so,av
out,out,av
of,of,acp-p
joint,joint,n1
that,that,cs
he,he,pns
is,be,vvz
a,a,d
gouty,gouty,j
Briareus,Briareus,n1-nn
many,many,d
hands,hand,n2
and,and,cc
no,no,d-x
use,use,n1
or,or,cc
purblind,purblind,j
Argus,Argus,n1-nn
all,all,d
eyes,eye,n2
and,and,cc
no,no,d-x
sight,sight,n1
CRESSIDA,,
But,but,acp-cc
how,how,crq-q
should,shall,vmd
this,this,d
man,man,n1
that,that,cs
makes,make,vvz
me,i,pno
smile,smile,vvi
make,make,vvb
Hector,Hector,n1-nn
angry,angry,j
ALEXANDER,,
They,they,pns
say,say,vvb
he,he,pns
yesterday,yesterday,av_n
coped,cope,vvd
Hector,Hector,n1-nn
in,in,acp-p
the,the,d
battle,battle,n1
and,and,cc
struck,strike,vvd
him,he,pno
down,down,acp-av
the,the,d
