standard,lemma,postag
To,to,acp-p
the,the,d
Gentlemen,gentleman,n2
Readers,reader,n2
THe,the,d
changeless,changeless,j
purpose,purpose,n1
of,of,acp-p
determined,determine,vvn
Fate,fate,n1
Gives,give,vvz
period,period,n1
to,to,acp-p
our,our,po
care,care,n1
or,or,cc
hearts,heart,n2
content,content,j
When,when,crq-cs
heavens,heaven,n2
fixed,fix,vvn
time,time,n1
for,for,acp-p
this,this,d
or,or,cc
that,that,d
hath,have,vvz
end,end,n1
Nor,nor,cc-x
can,can,vmb
earth's,earth,n1g
pomp,pomp,n1
or,or,cc
policy,policy,n1
prevent,prevent,vvi
The,the,d
doom,doom,n1
ordained,ordain,vvn
in,in,acp-p
their,their,po
secret,secret,j
will,will,n1
Gentles,gentle,n2_j
we,we,pns
left,leave,vvd
King,king,n1
john,john,n1-nn
replete,replete,j
with,with,acp-p
bliss,bliss,n1
That,that,cs
Arthur,Arthur,n1-nn
lived,live,vvd
whom,who,crq-ro
he,he,pns
supposed,suppose,vvd
slain,slay,vvn
And,and,cc
Hubert,Hubert,n1-nn
posting,post,vvg
to,to,acp-cs
return,return,vvi
those,those,d
Lords,lord,n2
Who,who,crq-r
deemed,deem,vvd
him,he,pno
dead,dead,j
and,and,cc
parted,part,vvd
discontent,discontent,n1_j
Arthur,Arthur,n1-nn
himself,himself,px
begins,begin,vvz
our,our,po
latter,latter,j
Act,act,n1
Our,our,po
Act,act,n1
of,of,acp-p
outrage,outrage,n1
desperate,desperate,j
fury,fury,n1
death,death,n1
Wherein,wherein,crq-cs
fond,fond,j
rashness,rashness,n1
murdereth,murder,vvz
first,first,ord
a,a,d
Prince,prince,n1
And,and,cc
Monkish,monkish,j
falseness,falseness,n1
poisoneth,poison,vvz
last,last,ord
a,a,d
King,king,n1
First,first,ord
Scene,scene,n1
shows,show,vvz
Arthur's,Arthur,n1g-nn
death,death,n1
in,in,acp-p
infancy,infancy,n1
And,and,cc
last,last,vvi
concludes,conclude,vvz
John's,John,n1g-nn
fatal,fatal,j
tragedy,tragedy,n1
The,the,d
second,second,ord
part,part,n1
of,of,acp-p
The,the,d
troublesome,troublesome,j
Reign,reign,n1
of,of,acp-p
King,king,n1
john,john,n1-nn
Containing,contain,vvg
The,the,d
entrance,entrance,n1
of,of,acp-p
Lewis,Lewis,n1-nn
the,the,d
French,french,j-nn
king's,king,n1g
son,son,n1
With,with,acp-p
the,the,d
poisoning,poison,n1_vg
of,of,acp-p
King,king,n1
john,john,n1-nn
by,by,acp-p
a,a,d
Monk,monk,n1
Enter,enter,vvb
young,young,j
Arthur,Arthur,n1-nn
on,on,acp-p
the,the,d
walls,wall,n2
NOw,now,av
help,help,vvb
good,good,j
hap,hap,n1
to,to,acp-p
further,further,j-c
mine,my,po
intent,intent,n1
Cross,cross,vvi
not,not,xx
my,my,po
youth,youth,n1
with,with,acp-p
any,any,d
more,more,d-c
extremes,extreme,n2_j
I,I,pns
venture,venture,vvb
life,life,n1
to,to,acp-cs
gain,gain,vvi
my,my,po
liberty,liberty,n1
And,and,cc
if,if,cs
I,I,pns
die,die,vvb
world's,world,n1g
troubles,trouble,n2
have,have,vvb
an,a,d
end,end,n1
Fear,fear,n1
gins,gin,vvz
dissuade,dissuade,vvi
the,the,d
strength,strength,n1
of,of,acp-p
my,my,po
resolve,resolve,n1
My,my,po
hold,hold,n1
will,will,vmb
fail,fail,vvi
and,and,cc
then,then,av
alas,alas,uh
I,I,pns
fall,fall,vvb
And,and,cc
if,if,cs
I,I,pns
fall,fall,vvb
no,no,d-x
question,question,n1
death,death,n1
is,be,vvz
next,next,ord
Better,better,j
desist,desist,vvb
and,and,cc
live,live,vvi
in,in,acp-p
prison,prison,n1
still,still,av
Prison,Prison,n1-nn
said,say,vvd
I,I,pns
nay,nay,uh-x
rather,rather,av-c
death,death,n1
than,than,cs
so,so,av
Comfort,comfort,n1
and,and,cc
courage,courage,n1
come,come,vvb
again,again,av
to,to,acp-p
me,i,pno
I'll,I|will,pns|vmb
venture,venture,vvi
sure,sure,av_j
'tis,it|be,pn|vvz
but,but,acp-av
a,a,d
leap,leap,n1
for,for,acp-p
life,life,n1
He,he,pns
leaps,leap,vvz
and,and,cc
bruising,bruise,vvg
his,his,po
bones,bone,n2
after,after,acp-cs
he,he,pns
was,be,vvd
from,from,acp-p
his,his,po
trance,trance,n1
speaks,speak,vvz
thus,thus,av
ho,ho,uh
who,who,crq-r
is,be,vvz
nigh,nigh,av_j
somebody,somebody,pi
take,take,vvb
me,i,pno
up,up,acp-av
Where,where,crq-q
is,be,vvz
my,my,po
mother,mother,n1
let,let,vvb
me,i,pno
speak,speak,vvi
with,with,acp-p
her,she,pno
Who,who,crq-q
hurts,hurt,vvz
me,i,pno
thus,thus,av
speak,speak,vvb
ho,ho,uh
where,where,crq-q
are,be,vvb
you,you,pn
gone,go,vvn
Ay,ay,uh
me,i,pno
poor,poor,j
Arthur,Arthur,n1-nn
I,I,pns
am,be,vvm
here,here,av
alone,alone,j
Why,why,crq-q
called,call,vvd
I,I,pns
mother,mother,n1
how,how,crq-q
did,do,vvd
I,I,pns
forget,forget,vvi
My,my,po
fall,fall,n1
my,my,po
fall,fall,n1
hath,have,vvz
killed,kill,vvn
my,my,po
mother's,mother,n1g
son,son,n1
How,how,crq-q
will,will,vmb
she,she,pns
weep,weep,vvi
at,at,acp-p
tidings,tiding,n2
of,of,acp-p
my,my,po
death,death,n1
My,my,po
death,death,n1
indeed,indeed,av
Oh,oh,uh
God,God,n1-nn
my,my,po
bones,bone,n2
are,be,vvb
burst,burst,vvn
Sweet,sweet,j
jesu,jesu,n1-nn
save,save,vvi
my,my,po
soul,soul,n1
forgive,forgive,vvb
my,my,po
rash,rash,j
attempt,attempt,n1
Comfort,comfort,vvb
my,my,po
mother,mother,n1
shield,shield,vvb
her,she,pno
from,from,acp-p
despair,despair,n1
When,when,crq-cs
she,she,pns
shall,shall,vmb
hear,hear,vvi
my,my,po
tragic,tragic,j
overthrow,overthrow,n1
My,my,po
heart,heart,n1
controls,control,vvz
the,the,d
office,office,n1
of,of,acp-p
my,my,po
tongue,tongue,n1
My,my,po
vital,vital,j
powers,power,n2
forsake,forsake,vvb
my,my,po
bruised,bruise,j_vn
trunk,trunk,n1
I,I,pns
die,die,vvb
I,I,pns
die,die,vvb
heaven,heaven,n1
take,take,vvb
my,my,po
fleeting,fleet,j_vg
soul,soul,n1
And,and,cc
Lady,lady,n1
