standard,lemma,postag
Sejanus,Sejanus,n1-nn
his,his,po
FALL,fall,n1
A,a,d
Tragedy,tragedy,n1
Acted,act,vvn
in,in,acp-p
the,the,d
year,year,n1
1603,1603,crd
By,by,acp-p
the,the,d
K.,K.,n-ab
Majesty's,majesty,n1g
SERVANTS,servant,n2
The,the,d
Author,author,n1
B.,B.,n-ab
I.,I.,n-ab
MART.,Mart.,n-ab
Non,Non,fw-la
hîc,hîc,fw-la
Centauros,Centauros,fw-la
non,non,fw-la
Gorgonas,Gorgonas,fw-la
Harpyiasque,harpyiasque,fw-la
invenies,inuenies,fw-la
Hominem,hominem,fw-la
pagmanostra,pagmanostra,fw-la
sapit,sapit,fw-la
LONDON,London,n1-nn
Printed,print,vvn
by,by,acp-p
WILLIAM,William,n1-nn
STANSBY,STANSBY,n1-nn
MDCXVI,MDCXVI,crd
XVI.,xvi,crd
TO,to,acp-p
THE,the,d
NO,no,av-x_d
LESS,less,av-c_d
NOBLE,noble,j
BY,by,acp-p
virtue,virtue,n1
THEN,than,cs
blood,blood,n1
Esme,esme,fw-fr
L.,L.,n-ab
AUBIGNY,AUBIGNY,n1-nn
MY,my,po
LORD,lord,n1
IF,if,cs
ever,ever,av
any,any,d
ruin,ruin,n1
were,be,vvd
so,so,av
great,great,j
as,as,acp-cs
to,to,acp-cs
survive,survive,vvi
I,I,pns
think,think,vvb
this,this,d
be,be,vvb
one,one,pi
I,I,pns
send,send,vvb
you,you,pn
the,the,d
Fall,fall,n1
of,of,acp-p
Sejanus,Sejanus,n1-nn
It,it,pn
is,be,vvz
a,a,d
poem,poem,n1
that,that,cs
if,if,cs
I,I,pns
well,well,av
remember,remember,vvi
in,in,acp-p
your,your,po
Lo.,Lo.,n-ab
sight,sight,n1
suffered,suffer,vvd
no,no,d-x
less,less,d-c
violence,violence,n1
from,from,acp-p
our,our,po
people,people,n1
here,here,av
than,than,cs
the,the,d
subject,subject,n1
of,of,acp-p
it,it,pn
did,do,vvd
from,from,acp-p
the,the,d
rage,rage,n1
of,of,acp-p
the,the,d
people,people,n1
of,of,acp-p
Rome,Rome,n1-nn
but,but,acp-cc
with,with,acp-p
a,a,d
different,different,j
fate,fate,n1
as,as,acp-cs
I,I,pns
hope,hope,vvb
merit,merit,n1
For,for,acp-cs
this,this,d
hath,have,vvz
outlived,outlive,vvn
their,their,po
malice,malice,n1
and,and,cc
begot,beget,vvd
itself,itself,px
a,a,d
greater,great,j-c
favour,favour,n1
than,than,cs
he,he,pns
lost,lose,vvd
the,the,d
love,love,n1
of,of,acp-p
good,good,j
men,man,n2
Amongst,among,acp-p
whom,who,crq-ro
if,if,cs
I,I,pns
make,make,vvb
your,your,po
Lo.,Lo.,n-ab
the,the,d
first,first,ord
it,it,pn
thanks,thank,vvz
it,it,pn
is,be,vvz
not,not,xx
without,without,acp-p
a,a,d
just,just,j
confession,confession,n1
