standard,lemma,postag
Five,five,crd
new,new,j
plays,play,n2
VIZ.,VIZ.,n-ab
The,the,d
ENGLISH,english,j-nn
MOOR,moor,n1-nn
or,or,cc
The,the,d
MOCK-MARRIAGE,mock-marriage,n1
The,the,d
LOVESICK,love-sick,j
COURT,court,n1
or,or,cc
The,the,d
AMBITIOUS,ambitious,j
POLITIQUE,Politique,n1-nn
COVENT,Covent,n1-nn
GARDEN,garden,n1
Weeded,weed,vvn
The,the,d
NEW,new,j
ACADEMY,academy,n1
or,or,cc
The,the,d
NEW,new,j
EXCHANGE,exchange,n1
The,the,d
QUEEN,queen,n1
and,and,cc
CONCUBINE,concubine,n1
By,by,acp-p
RICHARD,Richard,n1-nn
BROME,Brome,n1-nn
LONDON,London,n1-nn
Printed,print,vvn
for,for,acp-p
A.,A.,n-ab
Crook,crook,n1-nn
at,at,acp-p
the,the,d
Green,green,j
Dragon,dragon,n1
in,in,acp-p
Saint,saint,n1
Paul's,Paul,n1g-nn
Churchyard,churchyard,n1
and,and,cc
for,for,acp-p
H.,H.,n-ab
Brome,Brome,n1-nn
at,at,acp-p
the,the,d
Gun,gun,n1
in,in,acp-p
Ivy-Lane,ivy-lane,n1
1659,1659.,crd
Brome's,Brome,n1g-nn
Plays,play,vvz
TO,to,acp-p
THE,the,d
READERS,reader,n2
Or,or,cc
rather,rather,av-c
to,to,acp-p
the,the,d
Spectators,spectator,n2
if,if,cs
the,the,d
Fates,fate,n2
so,so,av
pleased,please,vvn
these,these,d
Comedies,comedy,n2
exactly,exact,av_j
being,be,vvg
dressed,dress,vvn
for,for,acp-p
the,the,d
Stage,stage,n1
and,and,cc
the,the,d
often-tried,often-tried,j
Author,author,n1
better,better,j-c
than,than,cs
many,many,d
who,who,crq-r
can,can,vmb
but,but,acp-av
scribble,scribble,vvb
understood,understand,vvd
the,the,d
Proportions,proportion,n2
and,and,cc
Beauties,beauty,n2
of,of,acp-p
a,a,d
Scene,scene,n1
But,but,acp-cc
as,as,acp-cs
they,they,pns
are,be,vvb
they,they,pns
will,will,vmb
not,not,xx
deceive,deceive,vvi
you,you,pn
for,for,acp-p
the,the,d
same,same,d
hand,hand,n1
which,which,crq-r
formerly,former,av_j
pleased,please,vvn
now,now,av
held,hold,vvd
the,the,d
Pen,pen,n1
We,we,pns
suppose,suppose,vvb
we,we,pns
bring,bring,vvi
what,what,crq-r
in,in,acp-p
these,these,d
days,day,n2
you,you,pn
scarce,scarce,av_j
could,can,vmd
hope,hope,vvi
for,for,acp-p
Five,five,crd
new,new,j
Plays,play,n2
We,we,pns
call,call,vvb
them,they,pno
new,new,j
because,because,acp-cs
till,till,acp-cs
now,now,av
they,they,pns
never,never,av-x
were,be,vvd
printed,print,vvn
You,you,pn
must,must,vmb
not,not,xx
think,think,vvi
them,they,pno
posthumous,posthumou,n2
Productions,production,n2
though,though,cs
they,they,pns
come,come,vvb
into,into,acp-p
the,the,d
world,world,n1
after,after,acp-p
the,the,d
Author's,author,n1g
death,death,n1
they,they,pns
were,be,vvd
all,all,d
begotten,beget,vvn
and,and,cc
born,bear,vvn
and,and,cc
owned,own,j_vn
by,by,acp-p
Him,he,pno
before,before,acp-p
a,a,d
thousand,thousand,crd
witnesses,witness,n2
many,many,d
years,year,n2
since,since,acp-av
they,they,pns
then,then,av
trod,tread,vvd
the,the,d
Stage,stage,n1
their,their,po
proper,proper,j
place,place,n1
though,though,cs
they,they,pns
passed,pass,vvd
not,not,xx
the,the,d
Press,press,n1
They,they,pns
are,be,vvb
all,all,d
Comedies,comedy,n2
for,for,acp-cs
a,a,d
man,man,n1
would,will,vmd
think,think,vvi
we,we,pns
have,have,vvb
had,have,vvn
too,too,av
many,many,d
Tragedies,tragedy,n2
But,but,acp-cc
this,this,d
Book,book,n1
knew,know,vvd
them,they,pno
not,not,xx
The,the,d
ENGLISH,english,j-nn
MOOR,moor,n1-nn
here,here,av
whatever,whatever,crq-r
name,name,n1
or,or,cc
face,face,n1
it,it,pn
wears,wear,vvz
is,be,vvz
older,old,j-c
than,than,cs
our,our,po
Troubles,trouble,n2
The,the,d
LOVESICK,love-sick,j
COURT,court,n1
and,and,cc
the,the,d
AMBITIOUS,ambitious,j
POLITIC,politic,j
are,be,vvb
but,but,acp-av
one,one,crd
Play,play,n1
though,though,cs
strange,strange,j
those,those,d
two,two,crd
should,shall,vmd
dwell,dwell,vvi
together,together,av
This,this,d
NEW,new,j
ACADEMY,academy,n1
concerns,concern,vvz
not,not,xx
that,that,d
which,which,crq-r
eight,eight,crd
years,year,n2
since,since,acp-av
peeped,peep,vvd
up,up,acp-av
in,in,acp-p
Write,write,vvb
Friars,friar,n2
and,and,cc
this,this,d
NEW,new,j
EXCHANGE,exchange,n1
knows,know,vvz
nothing,nothing,pi-x
of,of,acp-p
that,that,d
which,which,crq-r
now,now,av
is,be,vvz
cleaving,cleave,vvg
to,to,acp-p
the,the,d
Great,great,j
Church,church,n1
Wall,wall,n1
This,this,d
QUEEN,queen,n1
is,be,vvz
a,a,d
mere,mere,j
stranger,stranger,n1
to,to,acp-p
our,our,po
Island,island,n1
Her,her,po
Scene,scene,n1
is,be,vvz
Sicily,Sicily,n1-nn
the,the,d
Persons,person,n2
and,and,cc
Action,action,n1
taste,taste,vvb
nothing,nothing,pi-x
of,of,acp-p
England,England,n1-nn
Thus,thus,av
the,the,d
whole,whole,j
Book,book,n1
being,be,vvg
free,free,j
and,and,cc
ingenuous,ingenuous,j
we,we,pns
hope,hope,vvb
the,the,d
Author,author,n1
may,may,vmb
have,have,vvi
the,the,d
same,same,d
allowance,allowance,n1
especially,especial,av_j
now,now,av
since,since,acp-cs
he's,he|be,pns|vvz
gone,go,vvn
to,to,acp-p
the,the,d
great,great,j
Wits,wit,n2
that,that,cs
is,be,vvz
dead,dead,j
And,and,cc
yet,yet,av
there,there,av
are,be,vvb
a,a,d
sort,sort,n1
one,one,crd
would,will,vmd
wonder,wonder,vvi
there,there,av
should,shall,vmd
be,be,vvi
who,who,crq-r
think,think,vvb
they,they,pns
lessen,lessen,vvi
this,this,d
Author's,author,n1g
worth,worth,n1
when,when,crq-cs
they,they,pns
speak,speak,vvb
the,the,d
relation,relation,n1
he,he,pns
had,have,vvd
to,to,acp-cs
Ben,ben,n1-nn
Johnson,Johnson,n1-nn
We,we,pns
very,very,av
thankfully,thankful,av_j
embrace,embrace,vvi
the,the,d
Objection,objection,n1
and,and,cc
desire,desire,vvb
they,they,pns
would,will,vmd
name,name,vvi
any,any,d
other,other,d
Master,master,n1
that,that,cs
could,can,vmd
better,better,av-c_j
teach,teach,vvi
a,a,d
man,man,n1
to,to,acp-cs
write,write,vvi
a,a,d
good,good,j
Play,play,n1
The,the,d
materials,material,n2_j
must,must,vmb
flow,flow,vvi
from,from,acp-p
all,all,d
parts,part,n2
of,of,acp-p
the,the,d
world,world,n1
but,but,acp-cc
the,the,d
Art,art,n1
and,and,cc
Composition,composition,n1
come,come,vvb
only,only,av_j
from,from,acp-p
Books,book,n2
and,and,cc
such,such,d
living,live,j_vg
Masters,master,n2
as,as,acp-p
that,that,d
our,our,po
great,great,j
Laureate,laureate,j
And,and,cc
for,for,acp-p
this,this,d
purpose,purpose,n1
we,we,pns
have,have,vvb
here,here,av
prefixed,prefix,vvn
Ben,Ben,n1-nn
Johnson's,Jonson,n1g-nn
own,own,d
testimony,testimony,n1
to,to,acp-p
his,his,po
Servant,servant,n1
our,our,po
Author,author,n1
we,we,pns
grant,grant,vvb
it,it,pn
is,be,vvz
according,according,acp-p
to,to,acp-p
Ben's,ben,n1g-nn
own,own,d
nature,nature,n1
and,and,cc
custom,custom,n1
magisterial,magisterial,j
enough,enough,av_d
and,and,cc
who,who,crq-r
looks,look,vvz
for,for,acp-p
other,other,pi_d
since,since,acp-cs
he,he,pns
said,say,vvd
to,to,acp-p
Shakespeare,Shakespeare,n1-nn
I,I,pns
shall,shall,vmb
draw,draw,vvi
envy,envy,n1
on,on,acp-p
thy,thy,po
name,name,n1
by,by,acp-p
writing,write,vvg
in,in,acp-p
his,his,po
praise,praise,n1
and,and,cc
threw,throw,vvd
in,in,acp-p
his,his,po
face,face,n1
small,small,j
Latin,latin,j-nn
and,and,cc
less,less,d-c
Greek,Greek,n1-nn_j
but,but,acp-cc
also,also,av
told,tell,vvd
Selden,Selden,n1-nn
himself,himself,px
as,as,acp-cs
if,if,cs
Ben's,ben,n1g
conscience,conscience,n1
checked,check,vvd
him,he,pno
for,for,acp-p
being,be,vvg
too,too,av
good,good,j
natured,nature,j_vn
in,in,acp-p
commending,commend,vvg
others,other,pi2_d
Your,your,po
Book,book,n1
my,my,po
Selden,Selden,n1-nn
I,I,pns
have,have,vvb
read,read,vvn
Though,though,cs
I,I,pns
confess,confess,vvb
as,as,acp-cs
every,every,d
Muse,muse,n1
hath,have,vvz
erred,err,vvn
And,and,cc
mine,my,po
not,not,xx
least,least,d-s
I,I,pns
have,have,vvb
too,too,av
oft,oft,av
preferred,prefer,vvn
Men,man,n2
past,past,acp-p
their,their,po
terms,term,n2
and,and,cc
praised,praise,vvd
some,some,d
names,name,n2
too,too,av
much,much,av_d
But,but,acp-cc
'twas,it|be,pn|vvd
with,with,acp-p
purpose,purpose,n1
to,to,acp-cs
have,have,vvi
made,make,vvn
them,they,pno
such,such,d
Since,since,acp-cs
being,be,vvg
deceived,deceive,vvn
I,I,pns
