standard,lemma,postag
The,the,d
troublesome,troublesome,j
Reign,reign,n1
of,of,acp-p
King,king,n1
john,john,n1-nn
Enter,enter,vvb
K.,K.,n-ab
john,john,n1-nn
Queen,queen,n1
Elinor,Elinor,n1-nn
his,his,po
mother,mother,n1
William,William,n1-nn
Marshall,Marshal,n1-nn
Earl,earl,n1
of,of,acp-p
Pembroke,Pembroke,n1-nn
the,the,d
Earls,earl,n2
of,of,acp-p
Essex,Essex,n1-nn
and,and,cc
of,of,acp-p
Salisbury,Salisbury,n1-nn
Queen,queen,n1
Elianor,Elianor,n1-nn
BArons,baron,n2
of,of,acp-p
England,England,n1-nn
and,and,cc
my,my,po
noble,noble,j
Lords,lord,n2
Though,though,cs
God,God,n1-nn
and,and,cc
Fortune,fortune,n1
have,have,vvb
bereft,bereave,vvn
from,from,acp-p
us,we,pno
Victorious,victorious,j
Richard,Richard,n1-nn
scourge,scourge,n1
of,of,acp-p
Infidels,infidel,n2
And,and,cc
clad,clad,vvn
this,this,d
Land,land,n1
in,in,acp-p
stole,stole,n1
of,of,acp-p
dismal,dismal,j
hue,hue,n1
Yet,yet,av
give,give,vvb
me,i,pno
leave,leave,vvi
to,to,acp-p
joy,joy,n1
and,and,cc
joy,joy,vvb
you,you,pn
all,all,d
That,that,cs
from,from,acp-p
this,this,d
womb,womb,n1
hath,have,vvz
sprung,spring,vvn
a,a,d
second,second,ord
hope,hope,n1
A,a,d
King,king,n1
that,that,cs
may,may,vmb
in,in,acp-p
rule,rule,n1
and,and,cc
virtue,virtue,n1
both,both,av_d
Succeed,succeed,vvb
his,his,po
brother,brother,n1
in,in,acp-p
his,his,po
Empery,empery,n1
K.,K.,n-ab
john,john,n1-nn
My,my,po
gracious,gracious,j
mother,mother,n1
Queen,queen,n1
and,and,cc
Barons,baron,n2
all,all,d
Though,though,cs
far,far,av_j
unworthy,unworthy,j
of,of,acp-p
so,so,av
high,high,j
a,a,d
place,place,n1
As,as,acp-cs
is,be,vvz
the,the,d
Throne,throne,n1
of,of,acp-p
mighty,mighty,j
England's,England,n1g-nn
King,king,n1
Yet,yet,av
john,john,n1-nn
your,your,po
Lord,lord,n1
contented,content,vvn
uncontent,uncontent,j
Will,will,vmb
as,as,acp-cs
he,he,pns
may,may,vmb
sustain,sustain,vvi
the,the,d
heavy,heavy,j
yoke,yoke,n1
Of,of,acp-p
pressing,press,vvg
cares,care,n2
that,that,cs
hang,hang,vvb
upon,upon,acp-p
a,a,d
Crown,crown,n1
My,my,po
Lord,lord,n1
of,of,acp-p
Pembroke,Pembroke,n1-nn
and,and,cc
Lord,lord,n1
Salisbury,Salisbury,n1-nn
Admit,admit,vvb
the,the,d
Lord,lord,n1
Chattilion,chattilion,n1-nn
to,to,acp-p
