standard,lemma,postag
THE,the,d
QUEEN,queen,n1
And,and,cc
CONCUBINE,concubine,n1
A,a,d
comedy,comedy,n1
BY,by,acp-p
RICHARD,Richard,n1-nn
BROME,Brome,n1-nn
Asperius,asperius,fw-la
nihil,nihil,fw-la
est,est,fw-la
Humili,humili,fw-la
cum,cum,fw-la
surgit,surgit,fw-la
in,in,acp-p
Altum,altum,fw-la
Si,si,fw-mi
vis,vis,fw-la
vincere,vincere,fw-la
disce,disce,fw-la
pati,pati,fw-la
LONDON,London,n1-nn
Printed,print,vvn
for,for,acp-p
A.,A.,n-ab
Crook,crook,n1-nn
and,and,cc
Hen,hen,n1
Brome,Brome,n1-nn
at,at,acp-p
the,the,d
Gun,gun,n1
in,in,acp-p
Ivy,ivy,n1
Lane,lane,n1
1659,1659.,crd
dramatis,drama,fw-la
Personae,personae,fw-la
Gonzago,Gonzago,n1-nn
King,king,n1
of,of,acp-p
sicily,Sicily,n1-nn
Gonzago,Gonzago,n1-nn
His,his,po
Son,son,n1
the,the,d
Prince,prince,n1
Horatio,Horatio,n1-nn
An,a,d
old,old,j
humorous,humorous,j
Courtier,courtier,n1
Lodovico,Lodovico,n1-nn
Eulalia's,eulalia,n1g-nn
faithful,faithful,j
Counsellor,counsellor,n1
Flavello,flavello,fw-it
alias,alias,av
Alphonso,Alphonso,n1-nn
Alinda's,alinda,n1g-nn
Sycophant,sycophant,n1
Four,four,crd
Lords,lord,n2
two,two,crd
Bishops,bishop,n2
Sforza,Sforza,n1-nn
Two,two,crd
Rival,rival,n1
Generals,general,n2
Petruccio,Petruccio,n1-nn
Two,two,crd
other,other,d
Captains,captain,n2
and,and,cc
Soldiers,soldier,n2
Strozzo,Strozzo,n1-nn
Two,two,crd
cashiered,cashier,j_vn
Lieutenants,lieutenant,n2
Fabio,Fabio,n1-nn
A,a,d
Doctor,doctor,n1
Suborned,suborn,j_vn
false,false,j
witnesses,witness,n2
against,against,acp-p
Eulalia,Eulalia,n1-nn
A,a,d
Midwife,midwife,n1
Pedro,Pedro,n1-nn
A,a,d
Gentleman,gentleman,n1
of,of,acp-p
Palermo,Palermo,n1-nn
Poggio,Poggio,n1-nn
Two,two,crd
chief,chief,j
Inhabitants,inhabitant,n2
of,of,acp-p
Palermo,Palermo,n1-nn
Lollio,Lollio,n1-nn
Three,three,crd
or,or,cc
four,four,crd
Countrymen,countryman,n2
of,of,acp-p
Palermo,Palermo,n1-nn
Curate,curate,n1
 , ,fw-fr
Cryer,Cryer,n1-nn
Of,of,acp-p
Palermo,Palermo,n1-nn
Guard,guard,n1
 , ,fw-fr
Andrea,Andrea,n1-nn
Eulalia's,eulalia,n1g-nn
Fool,fool,n1
Jago,Jago,n1-nn
 , ,fw-fr
Rugio,Rugio,n1-nn
Two,two,crd
other,other,d
her,her,po
Servants,servant,n2
Jailor,jailor,n1
 , ,fw-fr
Women,woman,n2
king's,king,n1g
Guard,guard,n1
Eulalia,Eulalia,n1-nn
The,the,d
Banished,banish,j_vn
Queen,queen,n1
Petruccio's,petruccio,n1g-nn
Servant,servant,n1
Alinda,Alinda,n1-nn
the,the,d
veiled,veil,j_vn
Concubine,concubine,n1
Genius,genius,n1
of,of,acp-p
Eulalia,Eulalia,n1-nn
Three,three,crd
or,or,cc
four,four,crd
Girls,girl,n2
The,the,d
scene,scene,j
sicily,Sicily,n1-nn
The,the,d
first,first,ord
Song,song,n1
for,for,acp-p
pag.,pag.,n-ab
88.,88,crd
WHat,what,crq-q
if,if,cs
a,a,d
Day,day,n1
or,or,cc
a,a,d
month,month,n1
or,or,cc
a,a,d
year,year,n1
Crown,crown,vvb
thy,thy,po
Delights,delight,n2
With,with,acp-p
a,a,d
thousand,thousand,crd
wished,wish,vvd
contentings,content,n2_vg
May,may,vmb
not,not,xx
the,the,d
chance,chance,n1
of,of,acp-p
a,a,d
Night,night,n1
or,or,cc
an,a,d
Hour,hour,n1
Cross,cross,vvb
thy,thy,po
Delights,delight,n2
