standard,lemma,postag
The,the,d
Humorous,humorous,j
Lieutenant,lieutenant,n1
Actus,actus,fw-la
primus,primus,fw-la
Scaenae,scaenae,fw-la
prima,prima,fw-la
Enter,enter,vvb
2.,2.,crd
Ushers,usher,n2
and,and,cc
Grooms,groom,n2
with,with,acp-p
perfumes,perfume,n2
1.,1.,crd
Usher,usher,n1
Round,round,j
round,round,av_j
perfume,perfume,vvi
it,it,pn
round,round,av_j
quick,quick,j
look,look,vvb
ye,you,pn
Diligently,diligent,av_j
the,the,d
state,state,n1
be,be,vvb
right,right,j
are,be,vvb
these,these,d
the,the,d
richest,rich,j-s
Cushions,cushion,n2
Fie,fie,uh
fie,fie,uh
who,who,crq-q
waits,wait,vvz
i'th',in|the,acp-p|d
wardrobe,wardrobe,n1
2,2,crd
Ush.,Ush.,n-ab
But,but,acp-cc
pray,pray,vvb
tell,tell,vvb
me,i,pno
do,do,vvb
you,you,pn
think,think,vvi
for,for,acp-p
certain,certain,j
These,these,d
Ambassadors,ambassador,n2
shall,shall,vmb
have,have,vvi
this,this,d
morning,morning,n1
audience,audience,n1
1.,1.,crd
Ush.,Ush.,n-ab
They,they,pns
shall,shall,vmb
have,have,vvi
it,it,pn
Lord,lord,n1
that,that,cs
you,you,pn
live,live,vvb
at,at,acp-p
Court,court,n1
And,and,cc
understand,understand,vvb
not,not,xx
I,I,pns
tell,tell,vvb
you,you,pn
they,they,pns
must,must,vmb
have,have,vvi
it,it,pn
2,2,crd
Ush.,Ush.,n-ab
Upon,upon,acp-p
what,what,crq-r
necessity,necessity,n1
1,1,crd
Ush.,Ush.,n-ab
Still,still,av
you,you,pn
are,be,vvb
of,of,acp-p
the,the,d
trick,trick,n1
of,of,acp-p
Court,court,n1
sell,sell,vvb
your,your,po
place,place,n1
Enter,enter,vvb
Ladies,lady,n2
and,and,cc
Gentlemen,gentleman,n2
And,and,cc
sow,sow,vvb
your,your,po
grounds,ground,n2
you,you,pn
are,be,vvb
not,not,xx
for,for,acp-p
this,this,d
tillage,tillage,n1
Madams,madam,n2
the,the,d
best,best,j-s
way,way,n1
is,be,vvz
the,the,d
upper,upper,j-c
lodgings,lodging,n2
There,there,av
you,you,pn
may,may,vmb
see,see,vvi
at,at,acp-p
ease,ease,n1
Ladies,Ladies,n2
We,we,pns
thank,thank,vvb
you,you,pn
sir,sir,n1
Ex.,Ex.,n-ab
Ladies,lady,n2
Gent.,Gent.,n-ab
1,1,crd
Ush.,Ush.,n-ab
Would,will,vmd
you,you,pn
have,have,vvi
all,all,d
these,these,d
slighted,slight,vvn
who,who,crq-q
should,shall,vmd
report,report,vvi
then,then,av
The,the,d
Ambassadors,ambassador,n2
were,be,vvd
handsome,handsome,j
men,man,n2
his,his,po
beard,beard,n1
A,a,d
neat,neat,j
one,one,pi
the,the,d
fire,fire,n1
of,of,acp-p
his,his,po
eyes,eye,n2
quicker,quick,j-c
than,than,cs
lightning,lightning,n1
And,and,cc
when,when,crq-cs
it,it,pn
breaks,break,vvz
as,as,acp-cs
blasting,blast,vvg
his,his,po
legs,leg,n2
though,though,cs
little,little,j
ones,one,pi2
Yet,yet,av
movers,mover,n2
of,of,acp-p
a,a,d
mass,mass,n1
of,of,acp-p
understanding,understanding,n1
Who,who,crq-q
shall,shall,vmb
commend,commend,vvi
their,their,po
clothes,clothes,n2
who,who,crq-r
shall,shall,vmb
take,take,vvi
notice,notice,n1
Of,of,acp-p
the,the,d
most,most,av-s_d
wise,wise,j
behaviour,behaviour,n1
of,of,acp-p
their,their,po
feathers,feather,n2
Ye,you,pn
live,live,vvb
a,a,d
raw,raw,j
man,man,n1
here,here,av
2,2,crd
Ush.,Ush.,n-ab
I,I,pns
think,think,vvb
I,I,pns
do,do,vvb
so,so,av
Enter,enter,vvb
2.,2.,crd
Citizens,Citizens,n1-nn
and,and,cc
Wives,wife,n2
1,1,crd
Ush.,Ush.,n-ab
Why,why,crq-q
whether,whether,cs
would,will,vmd
you,you,pn
all,all,d
press,press,vvi
1,1,crd
Cit.,Cit.,n-ab
Good,good,j
Master,master,n1
Usher,usher,n1
2,2,crd
Cit.,Cit.,n-ab
My,my,po
wife,wife,n1
and,and,cc
some,some,d
few,few,d
of,of,acp-p
my,my,po
honest,honest,j
neighbours,neighbour,n2
here,here,av
1,1,crd
Ush.,Ush.,n-ab
Prithee,prithee,uh
begone,begone,vvd
thou,thou,pns
and,and,cc
thy,thy,po
honest,honest,j
neighbours,neighbour,n2
Thou,thou,pns
look'st,look,vv2
like,like,acp-p
an,a,d
ass,ass,n1
why,why,crq-q
whether,whether,cs
would,will,vmd
you,you,pn
fish,fish,vvi
face,face,n1
2,2,crd
Cit.,Cit.,n-ab
If,if,cs
I,I,pns
might,may,vmd
have,have,vvi
But,but,acp-av
the,the,d
honour,honour,n1
to,to,acp-cs
see,see,vvi
you,you,pn
at,at,acp-p
my,my,po
poor,poor,j
house,house,n1
sir,sir,n1
A,a,d
Capon,capon,n1
bridled,bridle,vvn
and,and,cc
saddled,saddle,vvn
I'll,I|will,pns|vmb
assure,assure,vvi
your,your,po
worship,worship,n1
A,a,d
shoulder,shoulder,n1
of,of,acp-p
mutton,mutton,n1
and,and,cc
a,a,d
pottle,pottle,n1
of,of,acp-p
wine,wine,n1
sir,sir,n1
I,I,pns
know,know,vvb
your,your,po
brother,brother,n1
he,he,pns
was,be,vvd
as,as,acp-cs
like,like,acp-p
ye,you,pn
And,and,cc
shot,shoot,vvd
the,the,d
best,best,j-s
at,at,acp-p
butts,butt,n2
1,1,crd
Ush.,Ush.,n-ab
A,a,sy
upon,upon,acp-p
thee,thou,pno
2,2,crd
Cit.,Cit.,n-ab
Some,some,d
music,music,n1
I'll,I|will,pns|vmb
assure,assure,vvi
you,you,pn
too,too,av
My,my,po
toy,toy,n1
sir,sir,n1
can,can,vmb
play,play,vvi
o'th',of|the,acp-p|d
virginals,virginal,n2
1,1,crd
Ush.,Ush.,n-ab
Prithee,prithee,uh
good,good,j
toy,toy,n1
Take,take,vvb
away,away,av
thy,thy,po
shoulder,shoulder,n1
of,of,acp-p
mutton,mutton,n1
it,it,pn
is,be,vvz
fly,fly,n1
blown,blow,vvn
And,and,cc
shoulder,shoulder,n1
take,take,vvb
thy,thy,po
flap,flap,n1
along,along,acp-av
here's,here|be,av|vvz
no,no,d-x
place,place,n1
for,for,acp-p
ye,you,pn
Nay,nay,uh-x
than,than,cs
you,you,pn
had,have,vvd
best,best,av-s_j
be,be,vvi
knocked,knock,vvn
Ez.,Ez.,n-ab
Cit.,Cit.,n-ab
Enter,enter,vvb
Celia,Celia,n1-nn
Cel.,Cel.,n-ab
I,I,pns
would,will,vmd
fain,fain,av_j
see,see,vvi
him,he,pno
The,the,d
glory,glory,n1
of,of,acp-p
this,this,d
place,place,n1
makes,make,vvz
me,i,pno
remember,remember,vvi
But,but,acp-cc
die,die,vvb
those,those,d
thoughts,thought,n2
die,die,vvb
all,all,d
but,but,acp-p
my,my,po
desires,desire,n2
Even,even,av_j
