standard,lemma,postag
POËTASTER,POËTASTER,n1-nn
OR,or,cc
His,his,po
Arraignment,arraignment,n1
A,a,d
Comical,comical,j
Satire,satire,n1
Acted,act,vvn
in,in,acp-p
the,the,d
year,year,n1
1601,1601,crd
By,by,acp-p
the,the,d
then,then,av
Children,child,n2
of,of,acp-p
Queen,queen,n1
Elizabeth's,Elizabeth,n1g-nn
Chapel,chapel,n1
The,the,d
Author,author,n1
B.,B.,n-ab
I.,I.,n-ab
MART.,Mart.,n-ab
Et,et,fw-la
mihi,mihi,fw-la
de,de,fw-fr
nullo,nullo,n1
fama,fama,fw-la
rubore,rubore,fw-la
placet,placet,fw-la
LONDON,London,n1-nn
Printed,print,vvn
by,by,acp-p
WILLIAM,William,n1-nn
STANSBY,STANSBY,n1-nn
for,for,acp-p
Matthew,Matthew,n1-nn
Lownes,Lownes,n1-nn
MDCXVI,MDCXVI,crd
XVI.,xvi,crd
TO,to,acp-p
THE,the,d
virtuous,virtuous,j
AND,and,cc
MY,my,po
WORTHY,worthy,j
FRIEND,friend,n1
Mr.,mr.,n-ab
Richard,Richard,n1-nn
Martin,Martin,n1-nn
Sir,sir,n1
A,a,d
thankful,thankful,j
man,man,n1
owes,owe,vvz
a,a,d
courtesy,courtesy,n1
ever,ever,av
the,the,d
unthankful,unthankful,j
but,but,acp-cc
when,when,crq-cs
he,he,pns
needs,need,vvz
it,it,pn
To,to,acp-p
make,make,vvi
mine,my,po
own,own,d
mark,mark,n1
appear,appear,vvi
and,and,cc
show,show,vvi
by,by,acp-p
which,which,crq-r
of,of,acp-p
these,these,d
seals,seal,n2
I,I,pns
am,be,vvm
known,know,vvn
I,I,pns
send,send,vvb
you,you,pn
this,this,d
piece,piece,n1
of,of,acp-p
what,what,crq-r
may,may,vmb
live,live,vvi
of,of,acp-p
mine,i,png
for,for,acp-p
whose,who,crq-rg
innocence,innocence,n1
as,as,acp-cs
for,for,acp-p
the,the,d
Authors,author,n2
you,you,pn
were,be,vvd
once,once,acp-av
a,a,d
noble,noble,j
and,and,cc
timely,timely,j
undertaker,undertaker,n1
to,to,acp-p
the,the,d
greatest,great,j-s
justice,justice,n1
of,of,acp-p
this,this,d
kingdom,kingdom,n1
Enjoy,enjoy,vvi
now,now,av
the,the,d
delight,delight,n1
of,of,acp-p
your,your,po
goodness,goodness,n1
which,which,crq-r
is,be,vvz
to,to,acp-cs
see,see,vvi
that,that,cs
prosper,prosper,vvb
you,you,pn
preserved,preserve,vvd
and,and,cc
posterity,posterity,n1
to,to,acp-cs
owe,owe,vvi
the,the,d
reading,read,n1_vg
of,of,acp-p
that,that,d
without,without,acp-p
offence,offence,n1
to,to,acp-p
your,your,po
name,name,n1
which,which,crq-r
so,so,av
much,much,d
ignorance,ignorance,n1
and,and,cc
malice,malice,n1
of,of,acp-p
the,the,d
times,time,n2
then,then,av
conspired,conspire,vvn
to,to,acp-cs
have,have,vvi
suppressed,suppress,vvn
Your,your,po
true,true,j
lover,lover,n1
BEN,ben,n1-nn
JONSON,Jonson,n1-nn
The,the,d
Persons,person,n2
of,of,acp-p
the,the,d
Play,play,n1
AUGUSTUS,Augustus,n1-nn
CAESAR,Caesar,n1-nn
Maecenas,Maecenas,n1-nn
MARC,Marc,n1-nn
OVID,Ovid,n1-nn
COUR,Cor,n1-nn
GALLUS,Gallus,n1-nn
PROPERTIUS,Propertius,n1-nn
FVS.,FUS.,n-ab
ARISTUS,Aristus,n1-nn
PVB.,PUB.,n-ab
OVID,Ovid,n1-nn
VIRGIL,Virgil,n1-nn
HORACE,Horace,n1-nn
TREBATIUS,Trebatius,n1-nn
LUPUS,Lupus,n1-nn
TUCCA,Tucca,n1-nn
CRISPINUS,Crispinus,n1-nn
HERMOGENES,Hermogenes,n1-nn
DE.,De.,n-ab
FANNIUS,Fannius,n1-nn
ALBIUS,Albius,n1-nn
MINOS,Minos,n1-nn
HISTRIO,histrio,fw-la
