standard,lemma,postag
THE,the,d
PILGRIM,pilgrim,n1
Actus,actus,fw-la
Primus,primus,fw-la
Scaena,scaena,fw-la
Prima,prima,fw-la
Enter,enter,vvb
Alphonso,Alphonso,n1-nn
Curio,Curio,n1-nn
Seberio,Seberio,n1-nn
Curio,Curio,n1-nn
signior,signior,n1
Alphonso,Alphonso,n1-nn
ye,you,pn
are,be,vvb
too,too,av
rugged,rugged,j
to,to,acp-p
her,she,pno
Believe,believe,vvb
too,too,av
full,full,j
of,of,acp-p
harshness,harshness,n1
Al.,Al.,n-ab
Yes,yes,uh
it,it,pn
seems,seem,vvz
so,so,av
Seb.,Seb.,n-ab
A,a,d
father,father,n1
of,of,acp-p
so,so,av
sweet,sweet,j
a,a,d
child,child,n1
so,so,av
happy,happy,j
Fie,fie,uh
Sir,sir,n1
so,so,av
excellent,excellent,j
in,in,acp-p
all,all,d
endowments,endowment,n2
In,in,acp-p
blessedness,blessedness,n1
of,of,acp-p
beauty,beauty,n1
such,such,d
a,a,d
mirror,mirror,n1
Alp.,Alp.,n-ab
She,she,pns
is,be,vvz
a,a,d
fool,fool,n1
away,away,av
Seb.,Seb.,n-ab
Can,can,vmb
ye,you,pn
be,be,vvi
angry,angry,j
Can,can,vmb
any,any,d
wind,wind,n1
blow,blow,vvb
rough,rough,j
upon,upon,acp-p
a,a,d
blossom,blossom,n1
So,so,av
fair,fair,j
and,and,cc
tender,tender,j
Can,can,vmb
a,a,d
Father's,father,n1g
nature,nature,n1
A,a,d
noble,noble,j
Fathers,father,n2
too,too,av
Al.,Al.,n-ab
All,all,av_d
this,this,d
is,be,vvz
but,but,acp-av
prating,prate,vvg
Let,let,vvb
her,she,pno
be,be,vvi
ruled,rule,vvn
let,let,vvb
her,she,pno
observe,observe,vvi
my,my,po
humour,humour,n1
With,with,acp-p
thy,thy,po
eyes,eye,n2
let,let,vvb
her,she,pno
see,see,vvi
with,with,acp-p
my,my,po
ears,ear,n2
listen,listen,vvb
I,I,pns
am,be,vvm
her,her,po
Father,father,n1
I,I,pns
begot,beget,vvd
her,she,pno
bred,breed,vvd
her,she,pno
And,and,cc
I,I,pns
will,will,vmb
make,make,vvi
her,she,pno
Cur.,Cur.,n-ab
No,no,d-x
doubt,doubt,n1
ye,you,pn
may,may,vmb
compel,compel,vvi
her,she,pno
But,but,acp-cc
what,what,crq-r
a,a,d
mischievous,mischievous,j
unhappy,unhappy,j
fortune,fortune,n1
May,may,vmb
wait,wait,vvi
upon,upon,acp-p
this,this,d
will,will,n1
of,of,acp-p
yours,you,png
as,as,acp-cs
commonly,common,av_j
Such,such,d
forcings,force,n2_vg
ever,ever,av
end,end,vvb
in,in,acp-p
hates,hate,n2
and,and,cc
ruins,ruin,n2
Al.,Al.,n-ab
Is't,be|it,vvz|pn
not,not,xx
a,a,d
man,man,n1
I,I,pns
wish,wish,vvb
her,she,pno
to,to,acp-p
a,a,d
strong,strong,j
man,man,n1
What,what,crq-q
can,can,vmb
she,she,pns
have,have,vvi
what,what,crq-q
could,can,vmd
she,she,pns
have,have,vvi
a,a,d
Gentleman,gentleman,n1
A,a,d
young,young,j
man,man,n1
and,and,cc
an,a,d
able-man,able-man,n1
a,a,d
rich,rich,j
man,man,n1
A,a,d
handsome,handsome,j
man,man,n1
a,a,d
valiant,valiant,j
man,man,n1
do,do,vvb
you,you,pn
mark,mark,vvi
me,i,pno
None,none,pi-x
of,of,acp-p
your,your,po
pieced-companions,pieced-companion,n2
your,your,po
pinned-gallants,pinned-gallant,n2
That,that,cs
fly,fly,vvb
to,to,acp-p
fitters,fitter,n2
with,with,acp-p
every,every,d
flaw,flaw,n1
of,of,acp-p
weather,weather,n1
None,none,pi-x
of,of,acp-p
your,your,po
imped,imp,j_vn
bravados,bravado,n2
what,what,crq-r
can,can,vmb
she,she,pns
ask,ask,vvi
more,more,d-c
Is,be,vvz
not,not,xx
a,a,d
metalled-man,metalled-man,n1
fit,fit,j
for,for,acp-p
a,a,d
woman,woman,n1
A,a,d
strong,strong,j
chinned,chin,j_vn
man,man,n1
i'll,I|will,pns|vmb
not,not,xx
be,be,vvi
fooled,fool,vvn
nor,nor,cc-x
flirted,flirt,vvn
Seb.,Seb.,n-ab
I,I,pns
grant,grant,vvb
ye,you,pn
Rodorigo,Rodorigo,n1-nn
is,be,vvz
all,all,d
these,these,d
And,and,cc
a,a,d
brave,brave,j
Gentleman,gentleman,n1
must,must,vmb
it,it,pn
therefore,therefore,av
follow,follow,vvi
Upon,upon,acp-p
necessity,necessity,n1
she,she,pns
must,must,vmb
dote,dote,vvi
upon,upon,acp-p
him,he,pno
Will,will,vmb
ye,you,pn
allow,allow,vvi
no,no,d-x
liberty,liberty,n1
in,in,acp-p
choosing,choose,vvg
Cur.,Cur.,n-ab
Alas,Alas,uh
she,she,pns
is,be,vvz
tender,tender,j
yet,yet,av
Al.,Al.,n-ab
Enough,enough,av_d
enough,enough,d
enough,enough,av_d
Sir,sir,n1
She,she,pns
is,be,vvz
malleable,malleable,j
she'll,she|will,pns|vmb
endure,endure,vvi
the,the,d
hammer,hammer,n1
And,and,cc
why,why,crq-q
not,not,xx
that,that,d
strong,strong,j
workman,workman,n1
that,that,cs
strikes,strike,vvz
deepest,deep,j-s
Let,let,vvb
me,i,pno
know,know,vvi
that,that,d
she,she,pns
is,be,vvz
fifteen,fifteen,crd
with,with,acp-p
the,the,d
vantage,vantage,n1
And,and,cc
if,if,cs
she,she,pns
be,be,vvb
not,not,xx
ready,ready,j
now,now,av
for,for,acp-cs
manage,manage,vvi
Seb.,Seb.,n-ab
You,you,pn
know,know,vvb
he,he,pns
is,be,vvz
a,a,d
banished,banish,j_vn
man,man,n1
an,a,d
outlaw,outlaw,n1
And,and,cc
how,how,crq-cs
he,he,pns
lives,live,vvz
his,his,po
nature,nature,n1
rough,rough,j
and,and,cc
bloody,bloody,j
By,by,acp-p
customary,customary,j
rapines,rapine,n2
now,now,av
her,her,po
sweet,sweet,j
humour,humour,n1
That,that,cs
is,be,vvz
as,as,acp-av
easy,easy,j
as,as,acp-cs
a,a,d
calm,calm,j
and,and,cc
peaceful,peaceful,j
All,all,d
her,her,po
affections,affection,n2
like,like,acp-p
the,the,d
dews,dew,n2
on,on,acp-p
Roses,rose,n2
Fair,fair,j
as,as,acp-cs
the,the,d
flowers,flower,n2
themselves,themselves,px
as,as,acp-cs
sweet,sweet,j
and,and,cc
gentle,gentle,j
How,how,crq-q
would,will,vmd
you,you,pn
have,have,vvi
these,these,d
meet,meet,vvi
Al.,Al.,n-ab
A,a,d
bed,bed,n1
a,a,d
bed,bed,n1
sir,sir,n1
Let,let,vvb
her,she,pno
be,be,vvi
the,the,d
fairest,fair,j-s
Rose,rose,n1
and,and,cc
the,the,d
sweetest,sweet,j-s
Yet,yet,av
I,I,pns
know,know,vvb
this,this,d
fair,fair,j
rose,rose,n1
must,must,vmb
have,have,vvi
her,her,po
prickles,prickle,n2
I,I,pns
grant,grant,vvb
ye,you,pn
Rodorigo,Rodorigo,n1-nn
is,be,vvz
an,a,d
outlaw,outlaw,n1
An,a,d
easy,easy,j
composition,composition,n1
calls,call,vvz
him,he,pno
in,in,acp-p
again,again,av
He,he,pns
is,be,vvz
a,a,d
valiant,valiant,j
man,man,n1
and,and,cc
he,he,pns
is,be,vvz
a,a,d
rich,rich,j
man,man,n1
And,and,cc
loves,love,vvz
the,the,d
fool,fool,n1
a,a,d
