standard,lemma,postag
THE,the,d
GUARDIAN,guardian,n1
A,a,d
COMICAL-HISTORY,comical-history,n1
As,as,acp-p
it,it,pn
hath,have,vvz
been,be,vvn
often,often,av
acted,act,vvn
at,at,acp-p
the,the,d
Private-House,private-house,n1-nn
in,in,acp-p
Blackfriars,Blackfriar,n1-nn
by,by,acp-p
his,his,po
late,late,j
Majesty's,majesty,n1g
Servants,servant,n2
with,with,acp-p
great,great,j
Applause,applause,n1
Written,write,j_vn
by,by,acp-p
PHILIP,PHILIP,n1-nn
Massinger,Massinger,n1-nn
Gent.,Gent.,n-ab
LONDON,London,n1-nn
Printed,print,vvn
for,for,acp-p
Humphrey,Humphrey,n1-nn
Moseley,Moseley,n1-nn
and,and,cc
are,be,vvb
to,to,acp-cs
be,be,vvi
sold,sell,vvn
at,at,acp-p
his,his,po
shop,shop,n1
at,at,acp-p
the,the,d
sign,sign,n1
of,of,acp-p
the,the,d
Prince's,prince,n1g
Arms,arm,n2
in,in,acp-p
St.,St.,n-ab
Paul's,Paul,n1g-nn
Churchyard,churchyard,n1
1655,1655,crd
PROLOGUE,prologue,n1
AFter,after,acp-p
twice,twice,av
putting,put,vvg
forth,forth,av
to,to,acp-p
Sea,sea,n1
his,his,po
Fame,fame,n1
Shipwrecked,shipwreck,j_vn
in,in,acp-p
either,either,d
and,and,cc
his,his,po
once,once,acp-av
known,know,vvn
Name,name,n1
In,in,acp-p
two,two,crd
years,year,n2g
silence,silence,n1
buried,bury,vvn
perhaps,perhaps,av
lost,lose,vvn
I'the,in|the,acp-p|d
general,general,j
opinion,opinion,n1
at,at,acp-p
our,our,po
cost,cost,n1
A,a,d
zealous,zealous,j
sacrifice,sacrifice,n1
to,to,acp-p
Neptune,Neptune,n1-nn
made,make,vvd
For,for,acp-p
good,good,j
success,success,n1
in,in,acp-p
his,his,po
uncertain,uncertain,j
trade,trade,n1
Our,our,po
Author,author,n1
weighs,weigh,vvz
up,up,acp-av
anchors,anchor,n2
and,and,cc
once,once,acp-av
more,more,av-c_d
Forsaking,forsake,vvg
the,the,d
security,security,n1
of,of,acp-p
the,the,d
shore,shore,n1
Resolves,resolve,vvz
to,to,acp-cs
prove,prove,vvi
his,his,po
fortune,fortune,n1
What,what,crq-q
'twill,it|will,pn|vmb
be,be,vvi
Is,be,vvz
not,not,xx
in,in,acp-p
him,he,pno
or,or,cc
us,we,pno
to,to,acp-p
prophesy,prophesy,vvi
You,you,pn
only,only,av_j
can,can,vmb
assure,assure,vvi
us,we,pno
Yet,yet,av
he,he,pns
prayed,pray,vvd
This,this,d
little,little,j
in,in,acp-p
his,his,po
absence,absence,n1
might,may,vmd
be,be,vvi
said,say,vvn
Designing,design,vvg
me,i,pno
his,his,po
Orator,orator,n1
He,he,pns
submits,submit,vvz
To,to,acp-p
the,the,d
grave,grave,j
censure,censure,n1
of,of,acp-p
those,those,d
abler,able,j-c
Wits,wit,n2
His,his,po
weakness,weakness,n1
nor,nor,cc-x
dares,dare,vvz
he,he,pns
profess,profess,vvb
that,that,cs
