standard,lemma,postag
THE,the,d
CITY,city,n1
WIT,wit,n1
OR,or,cc
The,the,d
Woman,woman,n1
wears,wear,vvz
the,the,d
BREECHES,breeches,n2
A,a,d
COMEDY,comedy,n1
LONDON,London,n1-nn
Printed,print,vvn
by,by,acp-p
T.,T.,n-ab
R.,R.,n-ab
for,for,acp-p
Richard,Richard,n1-nn
Marriot,Marriot,n1-nn
and,and,cc
Thomas,Thomas,n1-nn
Dring,Dring,n1-nn
and,and,cc
are,be,vvb
to,to,acp-cs
be,be,vvi
sold,sell,vvn
at,at,acp-p
their,their,po
Shops,shop,n2
in,in,acp-p
Fleetstreet,Fleetstreet,n1-nn
1653,1653,crd
The,the,d
Prologue,prologue,n1
Quot,quot,fw-la
quot,quot,fw-la
adestis,adestis,fw-la
salvete,salvete,fw-la
salvetote,salvetote,fw-la
Gentlemen,gentleman,n2
YOu,you,pn
see,see,vvb
I,I,pns
come,come,vvb
unarmed,unarm,vvn
among,among,acp-p
you,you,pn
sine,sine,fw-la
Virga,virga,fw-la
aut,aut,fw-la
Ferula,ferula,fw-la
without,without,acp-p
Rod,rod,n1
or,or,cc
Ferular,ferular,j
which,which,crq-r
are,be,vvb
the,the,d
Pedants,pedant,n2
weapons,weapon,n2
Id,id,fw-la
est,est,fw-la
that,that,cs
is,be,vvz
to,to,acp-cs
say,say,vvi
I,I,pns
come,come,vvb
not,not,xx
hither,hither,av
to,to,acp-cs
be,be,vvi
an,a,d
Instructor,instructor,n1
to,to,acp-p
any,any,d
of,of,acp-p
you,you,pn
that,that,cs
were,be,vvd
Aquilam,aquilam,fw-la
volare,volare,fw-la
docere,docere,fw-la
aut,aut,fw-la
Delphinum,delphinum,fw-la
natare,natare,fw-la
to,to,acp-cs
teach,teach,vvi
the,the,d
Ape,ape,n1
well,well,av
learned,learned,j
as,as,acp-cs
myself,myself,px
Nor,nor,cc-x
came,come,vvd
I,I,pns
to,to,acp-cs
instruct,instruct,vvi
the,the,d
