standard,lemma,postag
prologue,prologue,n1
HEre,here,av
you're,you|be,pn|vvb
all,all,av_d
met,meet,vvn
and,and,cc
look,look,vvi
for,for,acp-p
a,a,d
set,set,j_vn
speech,speech,n1
Put,put,vvb
into,into,acp-p
Rhyme,rhyme,n1
to,to,acp-cs
court,court,vvi
you,you,pn
and,and,cc
beseech,beseech,vvb
Your,your,po
Worships,worship,n2
but,but,acp-cc
to,to,acp-cs
hear,hear,vvi
and,and,cc
like,like,acp-p
the,the,d
Play,play,n1
But,but,acp-cc
I,I,pns
I,I,pns
vow,vow,vvb
have,have,vvb
no,no,d-x
such,such,d
part,part,n1
to,to,acp-cs
say,say,vvi
I'm,I|be,pns|vvm
sent,send,vvn
a-wooing,woo,vvg
to,to,acp-p
you,you,pn
but,but,acp-cc
how,how,crq-cs
to,to,acp-cs
do,do,vvi
't,it,pn
I,I,pns
han't,have,vvb-x
the,the,d
skill,skill,n1
'tis,it|be,pn|vvz
true,true,j
I've,I|have,pns|vvb
a,a,d
new,new,j
Suit,suit,n1
And,and,cc
Ribbons,ribbon,n2
fashionable,fashionable,j
yclept,clepe,vvn
Fancies,fancy,n2
But,but,acp-cc
for,for,acp-p
the,the,d
Compliments,compliment,n2
the,the,d
Trips,trip,n2
and,and,cc
Dances,dance,n2
Our,our,po
Poet,poet,n1
can't,can,vmb-x
abide,abide,vvb
'em,they,pno
and,and,cc
he,he,pns
swears,swear,vvz
They're,they|be,pns|vvb
all,all,d
but,but,acp-p
cheats,cheat,vvz
and,and,cc
sugared,sugar,j_vn
words,word,n2
but,but,acp-p
jeers,jeer,n2
He's,he|be,pns|vvz
harkening,harken,vvg
there,there,av
and,and,cc
if,if,cs
I,I,pns
go,go,vvb
about,about,acp-av
To,to,acp-cs
make,make,vvi
a,a,d
Speech,speech,n1
he,he,pns
vows,vow,vvz
he'll,he|will,pns|vmb
put,put,vvi
me,i,pno
out,out,av
Nor,nor,cc-x
dare,dare,vvb
I,I,pns
write,write,vvb
ye,to|you,acp-p|pn
therefore,therefore,av
in,in,acp-p
this,this,d
condition,condition,n1
I'll,I|will,pns|vmb
turn,turn,vvi
my,my,po
courtship,courtship,n1
into,into,acp-p
admonition,admonition,n1
When,when,crq-cs
a,a,d
good,good,j
thing,thing,n1
is,be,vvz
proffered,proffer,j_vn
don't,do,vvb-x
be,be,vvi
nice,nice,j
Our,our,po
Poet,poet,n1
vows,vow,n2
you,you,pn
shan't,shall,vmb-x
be,be,vvi
proffered,proffer,vvn
twice,twice,av
The,the,d
Persons,person,n2
of,of,acp-p
the,the,d
Comedy,comedy,n1
Careless,careless,j
a,a,d
young,young,j
wild,wild,j
Heir,heir,n1
Sir,sir,n1
Val,Val,n1-nn
Thrivewell,thrivewell,n1-nn
his,his,po
Uncle,Uncle,n1
that,that,cs
adopted,adopt,j_vn
him,he,pno
Heir,heir,n1
Saleware,Saleware,n1-nn
a,a,d
Citizen,citizen,n1
and,and,cc
a,a,d
Cuckold,cuckold,n1
Saveall,Saveall,n1-nn
Sir,sir,n1
Valentine's,Valentine,n1g-nn
demure,demure,j
Steward,steward,n1
L.,L.,n-ab
Lovely,lovely,n1-nn
a,a,d
Wencher,wencher,n1
Bellamy,Bellamy,n1-nn
a,a,d
woman,woman,n1
disguised,disguise,vvn
and,and,cc
his,his,po
Steward,steward,n1
Wat,Wat,n1-nn
a,a,d
blunt,blunt,j
fellow,fellow,n1
Careless's,Careless,n1g-nn
Servingman,servingman,n1
Old,old,j
Bellamy,Bellamy,n1-nn
Lady,lady,n1
Thrivewell,thrivewell,n1-nn
Mrs.,mrs.,n-ab
Alicia,Alicia,n1-nn
Saleware's,Saleware,n1g-nn
light,light,j
wife,wife,n1
Mrs.,mrs.,n-ab
Crostill,Crostill,n1-nn
a,a,d
rich,rich,j
vintner's,vintner,n1g
Widow,widow,n1
and,and,cc
humorous,humorous,j
Phoebe,Phoebe,n1-nn
Careless,careless,j
his,his,po
Whore,whore,n1
Closet,closet,n1
an,a,d
old,old,j
Crone,crone,n1
Nursekeeper,nursekeeper,n1
to,to,acp-p
L.,L.,n-ab
Thrivewell,thrivewell,n1-nn
Apprentices,apprentice,n2
serving-men,servingman,n2
And,and,cc
Attendants,attendant,n2_j
1.,1.,crd
Mad,mad,j
couple,couple,n1
2.,2.,crd
Novella,Novella,n1-nn
3.,3.,crd
Beggar,beggar,n1
The,the,d
Scene,scene,n1
LONDON,London,n1-nn
A,a,d
MAD,mad,j
COUPLE,couple,n1
WELL,well,av
MATCHED,match,vvn
ACT.,ACT.,n-ab
I.,i,ord
SCENE,scene,n1
I.,I.,ord
Careless,careless,n1-nn
Wat.,Wat.,n-ab
Car.,Car.,n-ab
Thou,thou,pns
hast,have,vv2
delivered,deliver,vvn
my,my,po
Letter,letter,n1
Wat.,Wat.,n-ab
Yes,yes,uh
Sir,sir,n1
to,to,acp-p
Mr.,mr.,n-ab
Saveall,Saveall,n1-nn
your,your,po
Uncle's,uncle,n1g
friend,friend,n1
But,but,acp-cc
he,he,pns
has,have,vvz
stood,stand,vvn
your,your,po
friend,friend,n1
so,so,av
long,long,av_j
and,and,cc
so,so,av
often,often,av
to,to,acp-p
so,so,av
little,little,j
purpose,purpose,n1
in,in,acp-p
moving,move,vvg
your,your,po
Uncle,uncle,n1
for,for,acp-p
you,you,pn
that,that,cs
he,he,pns
holds,hold,vvz
it,it,pn
utterly,utter,av_j
in,in,acp-p
vain,vain,j
to,to,acp-cs
urge,urge,vvi
him,he,pno
any,any,d
further,further,j-c
he,he,pns
told,tell,vvd
me,i,pno
Car.,Car.,n-ab
Thou,thou,pns
shouldst,shall,vmd2
ha',have,vvi
told,tell,vvn
him,he,pno
I,I,pns
would,will,vmd
not,not,xx
be,be,vvi
so,so,av
answered,answer,vvn
Wat.,Wat.,n-ab
Yes,yes,uh
and,and,cc
than,than,cs
he,he,pns
would,will,vmd
have,have,vvi
told,tell,vvn
me,i,pno
let,let,vvb
your,your,po
Master,master,n1
take,take,vvi
his,his,po
course,course,n1
Car.,Car.,n-ab
Then,then,av
you,you,pn
should,shall,vmd
ha',have,vvi
told,tell,vvn
him,he,pno
again,again,av
I,I,pns
have,have,vvb
taken,take,vvn
all,all,d
the,the,d
courses,course,n2
I,I,pns
could,can,vmd
or,or,cc
as,as,acp-cs
any,any,d
Gentleman,gentleman,n1
can,can,vmb
to,to,acp-p
maintain,maintain,vvi
myself,myself,px
like,like,acp-p
one,one,pi
But,but,acp-cc
all,all,d
my,my,po
courses,course,n2
are,be,vvb
run,run,vvn
out,out,av
and,and,cc
I,I,pns
have,have,vvb
not,not,xx
breath,breath,n1
nor,nor,cc-x
know,know,vvb
any,any,d
ground,ground,n1
whereon,whereon,crq-cs
to,to,acp-cs
begin,begin,vvi
a,a,d
new,new,j
one,one,pi
unless,unless,cs
that,that,d
thing,thing,n1
my,my,po
Uncle,uncle,n1
sets,set,vvz
me,i,pno
up,up,acp-av
again,again,av
nor,nor,cc-x
have,have,vvb
I,I,pns
any,any,d
means,mean,n2
to,to,acp-cs
attain,attain,vvi
to,to,acp-p
that,that,d
but,but,acp-cc
by,by,acp-p
his,his,po
Mediation,mediation,n1
Wat.,Wat.,n-ab
Then,then,av
would,will,vmd
he,he,pns
ha',have,vvb
told,tell,vvn
me,i,pno
again,again,av
what,what,crq-r
all,all,d
your,your,po
courses,course,n2
have,have,vvb
been,be,vvn
Namely,namely,av
running,run,vvg
into,into,acp-p
debt,debt,n1
by,by,acp-p
all,all,d
the,the,d
ways,way,n2
can,can,vmb
be,be,vvi
imagined,imagine,vvn
and,and,cc
cheating,cheat,vvg
by,by,acp-p
all,all,d
could,can,vmd
be,be,vvi
invented,invent,vvn
then,then,av
that,that,cs
the,the,d
said,say,j_vn
thing,thing,n1
as,as,acp-cs
you,you,pn
call,call,vvb
it,it,pn
your,your,po
Uncle,uncle,n1
before,before,acp-cs
he,he,pns
cast,cast,vvd
you,you,pn
quite,quite,av
off,off,acp-av
had,have,vvd
redeemed,redeem,vvn
you,you,pn
out,out,av
of,of,acp-p
Prison,prison,n1
and,and,cc
several,several,j
holds,hold,n2
within,within,acp-p
the,the,d
space,space,n1
of,of,acp-p
15.,15.,crd
months,month,n2
14.,14.,crd
times,time,n2
Car.,Car.,n-ab
That,that,cs
was,be,vvd
not,not,xx
once,once,acp-av
a,a,d
Month,month,n1
then,then,av
or,or,cc
if,if,cs
it,it,pn
had,have,vvd
what,what,crq-r
had,have,vvd
that,that,d
been,be,vvn
to,to,acp-p
him,he,pno
'twas,it|be,pn|vvd
I,I,pns
that,that,cs
suffered,suffer,vvd
thou,thou,pns
shouldst,shall,vmd2
ha',have,vvi
told,tell,vvn
him,he,pno
not,not,xx
he,he,pns
Wat.,Wat.,n-ab
He,he,pns
would,will,vmd
ha',have,vvi
told,tell,vvn
me,i,pno
then,then,av
again,again,av
That,that,cs
several,several,j
Redemptions,redemption,n2
cost,cost,vvb
your,your,po
Uncle,uncle,n1
at,at,acp-p
least,least,d-s
2000,2000,crd
l.,l.,n-ab
And,and,cc
that,that,cs
upon,upon,acp-p
your,your,po
last,last,ord
revolt,revolt,n1
when,when,crq-cs
he,he,pns
quite,quite,av
gave,give,vvd
you,you,pn
over,over,acp-av
for,for,acp-p
a,a,d
castaway,castaway,n1
two,two,crd
years,year,n2
since,since,acp-av
he,he,pns
cast,cast,vvd
the,the,d
third,three,ord
thousand,thousand,crd
with,with,acp-p
you,you,pn
upon,upon,acp-p
condition,condition,n1
never,never,av-x
to,to,acp-cs
afflict,afflict,vvi
him,he,pno
more,more,av-c_d
And,and,cc
then,then,av
he,he,pns
Married,marry,vvd
in,in,acp-p
hope,hope,n1
to,to,acp-cs
get,get,vvi
an,a,d
heir,heir,n1
Car.,Car.,n-ab
I,I,pns
that,that,cs
Marrying,marry,vvg
spoiled,spoil,vvd
all,all,d
Wat.,Wat.,n-ab
Because,because,acp-p
you,you,pn
should,shall,vmd
not,not,xx
after,after,acp-p
his,his,po
death,death,n1
cast,cast,vvd
away,away,av
all,all,d
the,the,d
rest,rest,n1
of,of,acp-p
the,the,d
thousands,thousand,crd
and,and,cc
ten,ten,crd
thousands,thousand,crd
which,which,crq-r
you,you,pn
might,may,vmd
have,have,vvi
lived,live,vvn
to,to,acp-cs
inherit,inherit,vvi
if,if,cs
your,your,po
Uncle's,uncle,n1g
love,love,n1
or,or,cc
Mr.,mr.,n-ab
Saveall's,Saveall,n1g-nn
counsel,counsel,n1
could,can,vmd
have,have,vvi
prevailed,prevail,vvn
with,with,acp-p
you,you,pn
against,against,acp-p
the,the,d
Devil,devil,n1
and,and,cc
debauchedness,debauchedness,n1
Car.,Car.,n-ab
Pox,pox,n1
on't,on|it,acp-p|pn
let,let,vvb
it,it,pn
all,all,d
go,go,vvb
let,let,vvb
that,that,d
wretched,wretched,j
Uncle,uncle,n1
go,go,vvi
and,and,cc
let,let,vvb
Saveall,Saveall,n1-nn
go,go,vvi
for,for,acp-p
a,a,d
punctual,punctual,j
ass,ass,n1
as,as,acp-cs
he,he,pns
is,be,vvz
I,I,pns
confess,confess,vvb
he,he,pns
has,have,vvz
by,by,acp-p
his,his,po
saving,save,j_vg
help,help,n1
pieced,piece,vvn
me,i,pno
with,with,acp-p
my,my,po
Uncle,uncle,n1
a,a,d
score,score,n1
of,of,acp-p
times,time,n2
at,at,acp-p
least,least,d-s
What,what,crq-q
had,have,vvd
once,once,acp-av
more,more,d-c
been,be,vvn
to,to,acp-p
him,he,pno
Wat.,Wat.,n-ab
Sir,sir,n1
it,it,pn
were,be,vvd
better,better,j-c
for,for,acp-p
you,you,pn
to,to,acp-cs
think,think,vvi
upon,upon,acp-p
some,some,d
course,course,n1
by,by,acp-p
ourself,ourself,px
and,and,cc
me,i,pno
your,your,po
Creature,creature,n1
that,that,cs
have,have,vvb
stuck,stick,vvn
to,to,acp-p
you,you,pn
or,or,cc
followed,follow,vvd
you,you,pn
through,through,acp-p
all,all,d
