standard,lemma,postag
THE,the,d
MAD,mad,j
LOVER,lover,n1
Actus,actus,fw-la
primus,primus,fw-la
Scaena,scaena,fw-la
prima,prima,fw-la
Flourish,flourish,n1
Enter,enter,vvb
Astorax,astorax,n1
King,king,n1
of,of,acp-p
Paphos,Paphos,n1-nn
his,his,po
Sister,sister,n1
Calis,Calis,n1-nn
train,train,n1
and,and,cc
Cleanthe,Cleanthe,n1-nn
Lucippe,Lucippe,n1-nn
Gentlewomen,gentlewoman,n2
at,at,acp-p
one,one,crd
door,door,n1
At,at,acp-p
the,the,d
other,other,d
Eumenes,Eumenes,n1-nn
a,a,d
Soldier,soldier,n1
Eumen.,Eumen.,n-ab
Health,health,n1
to,to,acp-p
my,my,po
Sovereign,sovereign,n1_j
King,king,n1
Eumenes,Eumenes,n1-nn
welcome,welcome,uh_j
Welcome,welcome,uh_j
to,to,acp-p
Paphos,Paphos,n1-nn
soldier,soldier,n1
to,to,acp-p
our,our,po
love,love,n1
And,and,cc
that,that,cs
fair,fair,j
health,health,n1
ye,you,pn
wish,wish,vvb
us,we,pno
through,through,acp-p
the,the,d
Camp,camp,n1
May,may,vmb
it,it,pn
disperse,disperse,vvi
itself,itself,px
and,and,cc
make,make,vvi
all,all,d
happy,happy,j
How,how,crq-q
does,do,vvz
the,the,d
General,general,n1
the,the,d
valiant,valiant,j
Memnon,Memnon,n1-nn
And,and,cc
how,how,crq-cs
his,his,po
wars,war,n2
Eumenes,Eumenes,n1-nn
Eume.,Eume.,n-ab
The,the,d
Gods,god,n2
have,have,vvb
given,give,vvn
you,you,pn
royal,royal,j
Sir,sir,n1
a,a,d
Soldier,soldier,n1
Better,better,j
never,never,av-x
sought,seek,vvd
a,a,d
danger,danger,n1
more,more,av-c_d
approved,approve,vvn
In,in,acp-p
way,way,n1
of,of,acp-p
war,war,n1
more,more,d-c
master,master,n1
of,of,acp-p
his,his,po
fortunes,fortune,n2
Expert,expert,j
in,in,acp-p
leading,lead,vvg
'em,they,pno
in,in,acp-p
doing,do,vvg
valiant,valiant,j
In,in,acp-p
following,follow,vvg
all,all,d
his,his,po
deeds,deed,n2
to,to,acp-p
Victories,victory,n2
And,and,cc
holding,hold,vvg
fortune,fortune,n1
certain,certain,j
there,there,av
King,king,n1
O,o,uh
Soldier,soldier,n1
Thou,thou,pns
speak'st,speak,vv2
a,a,d
man,man,n1
indeed,indeed,av
a,a,d
General,general,n1
General,general,n1
A,a,d
soul,soul,n1
conceived,conceive,vvd
a,a,d
Soldier,soldier,n1
Eumen.,Eumen.,n-ab
Ten,ten,crd
set,set,vvn
Battles,battle,n2
Against,against,acp-p
the,the,d
strong,strong,j
usurper,usurper,n1
Diocles,Diocles,n1-nn
Whom,who,crq-ro
long,long,av_j
experience,experience,n1
had,have,vvd
begot,beget,vvn
a,a,d
Leader,leader,n1
Ambition,ambition,n1
raised,raise,vvd
too,too,av
mighty,mighty,j
hath,have,vvz
your,your,po
Memnon,Memnon,n1-nn
Won,win,vvn
and,and,cc
won,win,vvd
gloriously,glorious,av_j
distressed,distress,vvn
and,and,cc
shook,shake,vvd
him,he,pno
Even,even,av_j
from,from,acp-p
the,the,d
head,head,n1
of,of,acp-p
all,all,d
his,his,po
hopes,hope,n2
to,to,acp-p
nothing,nothing,pi-x
In,in,acp-p
three,three,crd
he,he,pns
beat,beat,vvd
the,the,d
thunderbolt,thunderbolt,n1
his,his,po
brother,brother,n1
Forced,force,vvd
him,he,pno
to,to,acp-p
wall,wall,n1
himself,himself,px
up,up,acp-av
there,there,av
not,not,xx
safe,safe,j
Shook,shake,vvd
him,he,pno
with,with,acp-p
warlike,warlike,j
Engines,engine,n2
like,like,acp-p
an,a,d
earthquake,earthquake,n1
Till,till,acp-cs
like,like,acp-p
a,a,d
snail,snail,n1
he,he,pns
left,leave,vvd
his,his,po
shell,shell,n1
and,and,cc
crawled,crawl,vvn
By,by,acp-p
night,night,n1
and,and,cc
hideous,hideous,j
darkness,darkness,n1
to,to,acp-p
destruction,destruction,n1
Disarmed,disarm,vvn
for,for,acp-p
ever,ever,av
rising,rise,vvg
more,more,av-c_d
twelve,twelve,crd
Castles,castle,n2
Some,some,d
though,though,acp-cs
impregnable,impregnable,j
Towns,town,n2
twice,twice,av
as,as,acp-cs
many,many,d
Countries,country,n2
that,that,cs
like,like,acp-p
the,the,d
wind,wind,n1
knew,know,vvd
no,no,d-x
command,command,n1
But,but,acp-p
savage,savage,j
wildness,wildness,n1
hath,have,vvz
this,this,d
General,general,n1
With,with,acp-p
loss,loss,n1
of,of,acp-p
blood,blood,n1
and,and,cc
youth,youth,n1
through,through,acp-p
storms,storm,n2
and,and,cc
tempests,tempest,n2
Called,call,vvn
to,to,acp-p
your,your,po
fair,fair,j
obedience,obedience,n1
Drum,drum,n1
within,within,acp-av
King,king,n1
O,o,uh
my,my,po
Soldier,soldier,n1
That,that,cs
thou,thou,pns
wert,be,vvd2
now,now,av
within,within,acp-p
my,my,po
arms,arm,n2
what,what,crq-r
drums,drum,n2
Drum,drum,n1
Are,be,vvb
those,those,d
that,that,cs
beat,beat,vvd
Eumenes,Eumenes,n1-nn
Eumen.,Eumen.,n-ab
His,his,po
my,my,po
Sovereign,sovereign,n1_j
Himself,himself,px
i'th',in|the,acp-p|d
head,head,n1
of,of,acp-p
conquest,conquest,n1
drawing,draw,vvg
home,home,av_n
An,a,d
old,old,j
man,man,n1
now,now,av
to,to,acp-cs
offer,offer,vvi
up,up,acp-av
his,his,po
glories,glory,n2
And,and,cc
endless,endless,j
conquest,conquest,n1
at,at,acp-p
your,your,po
shrine,shrine,n1
King,king,n1
Go,go,vvb
all,all,d
And,and,cc
