standard,lemma,postag
THE,the,d
STAPLE,staple,n1
OF,of,acp-p
news,news,n1
A,a,d
comedy,comedy,n1
ACTED,act,vvn
IN,in,acp-p
THE,the,d
year,year,n1
1625,1625,crd
BY,by,acp-p
HIS,his,po
Majesty's,majesty,n1g
SERVANTS,servant,n2
The,the,d
Author,author,n1
BEN,ben,n1-nn
JONSON,Jonson,n1-nn
HOR.,HOR.,n-ab
in,in,acp-p
ART,art,fw-la
POET.,POET.,n-ab
Aut,aut,fw-la
prodesse,prodesse,fw-la
volunt,volunt,fw-la
aut,aut,fw-la
delectare,delectare,fw-la
poetae,poetae,fw-la
Aut,aut,fw-la
simul,simul,fw-la
et,&,&
iucunda,iucunda,fw-la
et,&,&
idonea,idonea,fw-la
dicere,dicere,fw-la
vitae,vitae,fw-la
LONDON,London,n1-nn
Printed,print,vvn
by,by,acp-p
I.,I.,n-ab
B.,B.,n-ab
for,for,acp-p
ROBERT,Robert,n1-nn
ALLOT,allot,vvi
and,and,cc
are,be,vvb
to,to,acp-cs
be,be,vvi
sold,sell,vvn
at,at,acp-p
the,the,d
sign,sign,n1
of,of,acp-p
the,the,d
Bear,bear,n1
in,in,acp-p
Paul's,Paul,n1g-nn
Churchyard,churchyard,n1
1631,1631,crd
THE,the,d
PERSONS,person,n2
OF,of,acp-p
THE,the,d
PLAY,play,n1
Peniboy,Peniboy,n1-nn
the,the,d
Son,son,n1
the,the,d
heir,heir,n1
and,and,cc
Suitor,suitor,n1
Peniboy,Peniboy,n1-nn
the,the,d
Father,father,n1
the,the,d
Canter,canter,n1
Peniboy,Peniboy,n1-nn
the,the,d
Uncle,uncle,n1
The,the,d
Usurer,usurer,n1
CYMBAL,cymbal,n1-nn
Master,master,n1
of,of,acp-p
the,the,d
Staple,staple,n1
and,and,cc
prime,prime,j
jeerer,jeerer,n1
FITTON,Fitton,n1-nn
Emissary,emissary,n1
Court,court,n1
and,and,cc
jeerer,jeerer,n1
ALMANACH,Almanach,n1-nn
Doctor,doctor,n1
in,in,acp-p
Physic,physic,n1
and,and,cc
jeerer,jeerer,n1
shun-field,shun-field,n1-nn
Sea-captain,sea-captain,n1
and,and,cc
jeerer,jeerer,n1
MADRIGAL,madrigal,n1-nn
Poetaster,poetaster,n1
and,and,cc
jeerer,jeerer,n1
PICKLOCK,Picklock,n1-nn
Man,man,n1
oF,of,acp-p
law,law,n1
and,and,cc
Emissary,emissary,n1
Westminster,Westminster,n1-nn
PYED-MANTLE,Pyed-mantle,n1-nn
Pursuivant,pursuivant,n1
at,at,acp-p
arms,arm,n2
and,and,cc
Heraldet,heraldet,n1
REGISTER,Register,n1-nn
Of,of,acp-p
the,the,d
Staple,staple,n1
or,or,cc
Office,office,n1
NATHANEEL,NATHANEEL,n1-nn
First,first,ord
Clerk,clerk,n1
of,of,acp-p
the,the,d
Office,office,n1
Tho.,Thomas,n1-nn
BARBR,BARBR,n1-nn
Second,Second,ord
Clerk,clerk,n1
of,of,acp-p
the,the,d
Office,office,n1
pecunia,pecunia,n1-nn
Infanta,infanta,n1
of,of,acp-p
the,the,d
Mines,mine,n2
MORTGAGE,mortgage,n1
Her,her,po
Nurse,nurse,n1
STATUTE,statute,n1
First,first,ord
Woman,woman,n1
BAND,band,n1
Second,Second,ord
Woman,woman,n1
wax,wax,n1
Chambermaid,chambermaid,n1
BROKER,broker,n1-nn
Secretary,secretary,n1
and,and,cc
Gentleman,gentleman,n1
usher,usher,vvi
to,to,acp-p
her,her,po
Grace,grace,n1
