standard,lemma,postag
THE,the,d
LOYAL,loyal,j
SUBJECT,subject,j
Actus,actus,fw-la
primus,primus,fw-la
Scaena,scaena,fw-la
prima,prima,fw-la
Enter,enter,vvb
Theodor,Theodor,n1-nn
and,and,cc
putsky,Putskie,n1-nn
Theodor.,Theodor.,n-ab
Captain,captain,n1
your,your,po
friend's,friend|be,n1|vvz
preferred,prefer,vvn
the,the,d
Princess,princess,n1
has,have,vvz
her,her,po
Who,who,crq-r
I,I,pns
assure,assure,vvb
myself,myself,px
will,will,vmb
use,use,vvi
her,she,pno
nobly,noble,av_j
A,a,d
pretty,pretty,j
sweet,sweet,j
one,one,pi
'tis,it|be,pn|vvz
indeed,indeed,av
Put.,Put.,n-ab
Well,Well,av
bred,breed,vvn
Sir,sir,n1
I,I,pns
do,do,vvb
deliver,deliver,vvi
that,that,cs
upon,upon,acp-p
my,my,po
credit,credit,n1
And,and,cc
of,of,acp-p
an,a,d
honest,honest,j
stock,stock,n1
Theod.,Theod.,n-ab
It,it,pn
seems,seem,vvz
so,so,av
Captain,captain,n1
And,and,cc
no,no,d-x
doubt,doubt,n1
will,will,vmb
do,do,vvi
well,well,av
Put.,Put.,n-ab
Thanks,thank,n2
to,to,acp-p
your,your,po
care,care,n1
sir,sir,n1
But,but,acp-cc
tell,tell,vvb
me,i,pno
Noble,noble,j
Colonel,colonel,n1
why,why,crq-cs
this,this,d
habit,habit,n1
Of,of,acp-p
discontent,discontent,n1_j
is,be,vvz
put,put,vvn
on,on,acp-av
through,through,acp-p
the,the,d
Army,army,n1
And,and,cc
why,why,crq-q
your,your,po
valiant,valiant,j
father,father,n1
our,our,po
great,great,j
General,general,n1
The,the,d
hand,hand,n1
that,that,cs
taught,teach,vvd
to,to,acp-cs
strike,strike,vvi
the,the,d
Love,love,n1
that,that,cs
lead,lead,vvb
all,all,d
Why,why,crq-cs
he,he,pns
that,that,cs
was,be,vvd
the,the,d
father,father,n1
of,of,acp-p
the,the,d
war,war,n1
He,he,pns
that,that,cs
begot,beget,vvd
and,and,cc
bred,breed,vvd
the,the,d
Soldier,soldier,n1
Why,why,crq-cs
he,he,pns
sits,sit,vvz
shaking,shake,vvg
of,of,acp-p
his,his,po
Arms,arm,n2
like,like,j
Autumn,autumn,n1
His,his,po
Colours,colour,n2
folded,fold,vvn
and,and,cc
his,his,po
Drums,drum,n2
cased,case,vvn
up,up,acp-av
The,the,d
tongue,tongue,n1
of,of,acp-p
war,war,n1
for,for,acp-cs
ever,ever,av
tied,tie,vvn
within,within,acp-p
us,we,pno
Theod.,Theod.,n-ab
It,it,pn
must,must,vmb
be,be,vvi
so,so,av
Captain,captain,n1
you,you,pn
are,be,vvb
a,a,d
stranger,stranger,n1
But,but,acp-cc
of,of,acp-p
a,a,d
small,small,j
time,time,n1
here,here,av
a,a,d
soldier,soldier,n1
Yet,yet,av
that,that,d
time,time,n1
shows,show,vvz
ye,you,pn
a,a,d
right,right,j
good,good,j
and,and,cc
great,great,j
one,one,pi
Else,else,av
I,I,pns
could,can,vmd
tell,tell,vvi
ye,you,pn
hours,hour,n2
are,be,vvb
strangely,strange,av_j
altered,alter,vvn
The,the,d
young,young,j
Duke,duke,n1
has,have,vvz
too,too,av
many,many,d
eyes,eye,n2
upon,upon,acp-p
him,he,pno
Too,too,av
many,many,d
fears,fear,n2
'tis,it|be,pn|vvz
thought,think,vvn
too,too,av
and,and,cc
to,to,acp-cs
nourish,nourish,vvi
those,those,d
Maintains,maintain,vvz
too,too,av
many,many,d
Instruments,instrument,n2
Put.,Put.,n-ab
Turn,turn,vvb
their,their,po
hearts,heart,n2
Or,or,cc
turn,turn,vvi
their,their,po
heels,heel,n2
up,up,acp-av
heaven,heaven,n1
'Tis,it|be,pn|vvz
strange,strange,j
it,it,pn
should,shall,vmd
be,be,vvi
The,the,d
old,old,j
Duke,duke,n1
loved,love,vvd
him,he,pno
dear,dear,av_j
Theod.,Theod.,n-ab
He,he,pns
deserved,deserve,vvd
it,it,pn
And,and,cc
were,be,vvd
he,he,pns
not,not,xx
my,my,po
Father,father,n1
I,I,pns
durst,dare,vvd
tell,tell,vvi
ye,you,pn
The,the,d
memorable,memorable,j
hazards,hazard,n2
he,he,pns
has,have,vvz
run,run,vvn
through,through,acp-av
Deserved,deserve,vvd
of,of,acp-p
this,this,d
man,man,n1
too,too,av
highly,high,av_j
deserved,deserve,vvn
too,too,av
Had,have,vvd
they,they,pns
been,be,vvn
less,less,av-c_d
they,they,pns
had,have,vvd
been,be,vvn
safe,safe,j
putsky,putskie,n1-nn
And,and,cc
sooner,soon,av-c
reached,reach,vvd
regard,regard,n1
Put,Putskie,n1-nn
There,there,av
you,you,pn
struck,strike,vvn
sure,sure,j
sir,sir,n1
The.,The.,n-ab
Did,do,vvd
I,I,pns
never,never,av-x
tell,tell,vvi
thee,thou,pno
of,of,acp-p
a,a,d
vow,vow,n1
he,he,pns
made,make,vvd
Some,some,d
years,year,n2
before,before,acp-p
the,the,d
old,old,j
Duke,duke,n1
died,die,vvn
Put.,Put.,n-ab
I,I,pns
have,have,vvb
heard,hear,vvn
ye,you,pn
Speak,speak,vvb
often,often,av
of,of,acp-p
that,that,d
vow,vow,n1
but,but,acp-cc
how,how,crq-cs
it,it,pn
was,be,vvd
Or,or,cc
to,to,acp-p
what,what,crq-r
end,end,n1
I,I,pns
never,never,av-x
understood,understand,vvd
yet,yet,av
The.,The.,n-ab
I'll,I|will,pns|vmb
tell,tell,vvb
thee,thou,pno
then,then,av
and,and,cc
than,than,cs
thou,thou,pns
wilt,will,vm2
find,find,vvi
the,the,d
reason,reason,n1
The,the,d
last,last,ord
great,great,j
Muster,muster,n1
'twas,it|be,pn|vvd
before,before,acp-cs
ye,you,pn
served,serve,vvd
here,here,av
Before,before,acp-cs
the,the,d
last,last,ord
Duke's,duke,n1g
death,death,n1
whose,who,crq-rg
honoured,honour,j_vn
bones,bone,n2
Now,now,av
rest,rest,vvi
in,in,acp-p
peace,peace,n1
this,this,d
young,young,j
Prince,prince,n1
had,have,vvd
the,the,d
ordering,order,n1_vg
To,to,acp-cs
Crown,crown,vvi
his,his,po
father's,father,n1g
