standard,lemma,postag
THE,the,d
CHANCES,chance,n2
Actus,actus,fw-la
primus,primus,fw-la
Scaena,scaena,fw-la
prima,prima,fw-la
Enter,enter,vvb
two,two,crd
Serving-men,servingman,n2
Peter,Peter,n1-nn
and,and,cc
Anthony,Anthony,n1-nn
Peter,Peter,n1-nn
I,i,pns
Would,will,vmd
we,we,pns
were,be,vvd
removed,remove,vvn
from,from,acp-p
this,this,d
Town,town,n1
Anthony,Anthony,n1-nn
That,that,cs
we,we,pns
might,may,vmd
taste,taste,vvi
some,some,d
quiet,quiet,n1_j
for,for,acp-cs
mine,my,po
own,own,d
part,part,n1
I'm,I|be,pns|vvm
almost,almost,av
melted,melt,vvn
with,with,acp-p
continual,continual,j
trotting,trot,vvg
After,after,acp-p
inquiries,enquiry,n2
dreams,dream,n2
and,and,cc
revelations,revelation,n2
Of,of,acp-p
who,who,crq-r
knows,know,vvz
whom,who,crq-ro
or,or,cc
where,where,crq-q
serve,serve,vvb
wenching,wench,j_vg
soldiers,soldier,n2
That,that,cs
know,know,vvb
no,no,d-x
other,other,d
Paradise,paradise,n1
but,but,acp-p
Plackets,placket,n2
I'll,I|will,pns|vmb
serve,serve,vvi
a,a,d
Priest,priest,n1
in,in,acp-p
Lent,Lent,n1-nn
first,first,ord
and,and,cc
eat,eat,vvi
Bell-ropes,bell-rope,n2
Anth.,Anth.,n-ab
Thou,thou,pns
art,be,vv2
the,the,d
froward'st,have,j-s
fool,fool,n1
Pet.,Pet.,n-ab
Why,why,crq-q
good,good,j
tame,tame,j
Anthony,Anthony,n1-nn
Tell,tell,vvb
me,i,pno
but,but,acp-av
this,this,d
to,to,acp-p
what,what,crq-r
end,end,n1
came,come,vvd
we,we,pns
hither,hither,av
An.,An.,n-ab
To,to,acp-p
wait,wait,n1
upon,upon,acp-p
our,our,po
Masters,master,n2
Pet.,Pet.,n-ab
But,but,acp-cc
how,how,crq-cs
Anthony,Anthony,n1-nn
Answer,answer,vvb
me,i,pno
that,that,d
resolve,resolve,vvb
me,i,pno
there,there,av
good,good,j
Anthony,Anthony,n1-nn
An.,An.,n-ab
To,to,acp-p
serve,serve,vvi
their,their,po
uses,use,n2
Pet.,Pet.,n-ab
Show,show,vvb
your,your,po
uses,use,n2
Anthony,Anthony,n1-nn
An.,An.,n-ab
To,to,acp-cs
be,be,vvi
employed,employ,vvn
in,in,acp-p
any,any,d
thing,thing,n1
Pet.,Pet.,n-ab
No,no,uh-x
Anthony,Anthony,n1-nn
Not,not,xx
any,any,d
thing,thing,n1
I,I,pns
take,take,vvb
it,it,pn
nor,nor,cc-x
that,that,d
thing,thing,n1
We,we,pns
travel,travel,vvb
to,to,acp-cs
discover,discover,vvi
like,like,acp-p
new,new,j
Islands,island,n2
A,a,d
salt,salt,n1
itch,itch,n1
serve,serve,vvi
such,such,d
uses,use,n2
in,in,acp-p
things,thing,n2
of,of,acp-p
moment,moment,n1
Concerning,concern,vvg
things,thing,n2
I,I,pns
grant,grant,vvb
ye,you,pn
not,not,xx
things,thing,n2
errant,errant,j
Sweet,sweet,j
Ladies,lady,n2
things,thing,n2
and,and,cc
things,thing,n2
to,to,acp-cs
thank,thank,vvi
the,the,d
Surgeon,surgeon,n1
In,in,acp-p
no,no,d-x
such,such,d
things,thing,n2
sweet,sweet,j
Anthony,Anthony,n1-nn
put,put,vvb
case,case,n1
An.,An.,n-ab
Come,Come,vvb
come,come,vvb
all,all,d
will,will,vmb
be,be,vvi
mended,mend,vvn
this,this,d
invisible,invisible,j
woman,woman,n1
Of,of,acp-p
infinite,infinite,j
report,report,n1
for,for,acp-p
shape,shape,n1
and,and,cc
virtue,virtue,n1
That,that,cs
bred,breed,vvd
us,we,pno
all,all,d
this,this,d
trouble,trouble,n1
to,to,acp-p
no,no,d-x
purpose,purpose,n1
They,they,pns
are,be,vvb
determined,determine,vvn
now,now,av
no,no,av-x_d
more,more,av-c_d
to,to,acp-cs
think,think,vvi
on,on,acp-av
But,but,acp-cc
fall,fall,vvb
close,close,av_j
to,to,acp-p
their,their,po
studies,study,n2
Pet.,Pet.,n-ab
Was,be,vvd
there,there,av
ever,ever,av
Men,man,n2
known,know,vvn
to,to,acp-cs
