standard,lemma,postag
THE,the,d
NEW,new,j
ACADEMY,academy,n1
Or,or,cc
the,the,d
NEW,new,j
Exchange,exchange,n1
By,by,acp-p
RICHARD,Richard,n1-nn
BROME,Brome,n1-nn
LONDON,London,n1-nn
Printed,print,vvn
or,or,cc
Andrew,Andrew,n1-nn
Crook,Crook,n1-nn
at,at,acp-p
the,the,d
Green,green,j
Dragon,dragon,n1
in,in,acp-p
Saint,saint,n1
Paul's,Paul,n1g-nn
Church-yard,Church-yard,n1-nn
And,and,cc
Henry,Henry,n1-nn
Brome,Brome,n1-nn
at,at,acp-p
the,the,d
Gun,gun,n1
in,in,acp-p
Ivy-lane,ivy-lane,n1
1658,1658,crd
The,the,d
Actors,actor,n2
Names,name,n2
Sir,sir,n1
Swithin,Swithin,n1-nn
Whimlby,Whimlby,n1-nn
a,a,d
melancholy,melancholy,j
Widower,widower,n1
Suitor,suitor,n1
to,to,acp-p
the,the,d
Lady,lady,n1
Nestlecock,nestlecock,n1
Old,old,j
Matchil,Matchil,n1-nn
a,a,d
Merchant,merchant,n1
that,that,cs
married,marry,vvd
his,his,po
Maid,maid,n1
Gabrialla's,gabrialla,n1g
Guardian,guardian,n1
Young,young,j
Matchil,Matchil,n1-nn
his,his,po
son,son,n1
Old,old,j
Lafoy,Lafoy,n1-nn
a,a,d
French,french,j-nn
Gentleman,gentleman,n1
Guardian,guardian,n1
to,to,acp-p
young,young,j
Matchil,Matchil,n1-nn
Young,young,j
F.,F.,n-ab
Lafoy,Lafoy,n1-nn
his,his,po
son,son,n1
Mr.,mr.,n-ab
Hardyman,Hardyman,n1-nn
Captain,captain,n1
Valentine's,Valentine,n1g-nn
Father-in-law,father-in-law,n1
Hannah's,hannah,n1g-nn
father,father,n1
Strigood,Strigood,n1-nn
half,half,j
brother,brother,n1
to,to,acp-p
Matchil,Matchil,n1-nn
Valentine,Valentine,n1-nn
Askal,askal,n1-nn
son-in-law,son-in-law,n1
to,to,acp-p
Hardiman,Hardiman,n1-nn
Hannah's,hannah,n1g-nn
half-brother,half-brother,n1
Erasmus,Erasmus,n1-nn
a,a,d
young,young,j
Gentleman,gentleman,n1
his,his,po
Companion,companion,n1
and,and,cc
Friend,friend,n1
Cash,cash,n1-nn
matchil's,matchil,n1g-nn
Prentice,apprentice,n1
Nehemiah,Nehemiah,n1-nn
Nestlecock,nestlecock,n1
a,a,d
foolish,foolish,j
Gentleman,gentleman,n1
the,the,d
Lady's,lady,n1g
son,son,n1
Ephraim,Ephraim,n1-nn
the,the,d
Lady,lady,n1
Nestlecock's,nestlecock,n2
Servant,servant,n1
Rafe,Ralph,n1-nn
Chameleon,chameleon,n1
an,a,d
uxorious,uxorious,j
Citizen,citizen,n1
A,a,d
Footpost,footpost,n1
Papillion,Papillion,n1-nn
Two,two,crd
Monsieurs,monsieurs,fw-fr
alias,alias,av
Philip,Philip,n1-nn
Matchils,matchil,vvz
and,and,cc
Lafoy's,lafoy,n1g-nn
sons,son,n2
Galliard,galliard,n1
Frances,Frances,n1-nn
Women,woman,n2
Lady,lady,n1
Nestlecock,nestlecock,n1
a,a,d
fond,fond,j
Mother,mother,n1
Joyce,Joyce,n1-nn
Matchil's,Matchil,n1g-nn
Daughter,daughter,n1
Foster,foster,n1
Sisters,sister,n2
Gabriella,Gabriella,n1-nn
