standard,lemma,postag
now,now,av
of,of,acp-p
late,late,av_j
I,i,pns
have,have,vvb
not,not,xx
from,from,acp-p
your,your,po
eyes,eye,n2
that,that,d
gentleness,gentleness,n1
And,and,cc
show,show,n1
of,of,acp-p
love,love,n1
as,as,acp-cs
I,i,pns
was,be,vvd
wont,wont,j
to,to,acp-cs
have,have,vvi
You,you,pn
bear,bear,vvb
too,too,av
stubborn,stubborn,j
and,and,cc
too,too,av
strange,strange,j
a,a,d
hand,hand,n1
Over,over,acp-p
your,your,po
friend,friend,n1
that,that,cs
loves,love,vvz
you,you,pn
BRUTUS,,
Cassius,Cassius,n1-nn
Be,be,vvb
not,not,xx
deceived,deceive,vvn
If,if,cs
I,i,pns
have,have,vvb
veiled,veil,vvn
my,my,po
look,look,n1
I,i,pns
turn,turn,vvb
the,the,d
trouble,trouble,n1
of,of,acp-p
my,my,po
countenance,countenance,n1
Merely,mere,av_j
upon,upon,acp-p
myself,myself,px
Vexèd,vex,vvn
I,i,pns
am,be,vvm
Of,of,acp-p
late,late,av_j
with,with,acp-p
passions,passion,n2
of,of,acp-p
some,some,d
difference,difference,n1
Conceptions,conception,n2
only,only,av_j
proper,proper,j
to,to,acp-p
myself,myself,px
Which,which,crq-r
give,give,vvb
some,some,d
soil,soil,n1
perhaps,perhaps,av
to,to,acp-p
my,my,po
behaviors,behaviour,n2
But,but,acp-cc
let,let,vvb
not,not,xx
therefore,therefore,av
my,my,po
good,good,j
friends,friend,n2
be,be,vvi
grieved,grieve,vvn
Among,among,acp-p
which,which,crq-r
number,number,n1
Cassius,Cassius,n1-nn
be,be,vvb
you,you,pn
one,one,crd
Nor,nor,cc-x
construe,construe,vvb
any,any,d
further,further,av-c_j
my,my,po
neglect,neglect,n1
Than,than,cs
that,that,d
poor,poor,j
Brutus,Brutus,n1-nn
with,with,acp-p
himself,himself,px
at,at,acp-p
war,war,n1
Forgets,forget,vvz
the,the,d
shows,show,n2
of,of,acp-p
love,love,n1
to,to,acp-p
other,other,d
men,man,n2
CASSIUS,,
Then,then,av
Brutus,Brutus,n1-nn
I,i,pns
have,have,vvb
much,much,av_d
mistook,mistake,vvn
your,your,po
passion,passion,n1
By,by,acp-p
means,mean,n2
whereof,whereof,crq-cs
this,this,d
breast,breast,n1
of,of,acp-p
mine,i,png
hath,have,vvz
buried,bury,vvn
Thoughts,thought,n2
of,of,acp-p
great,great,j
value,value,n1
worthy,worthy,j
cogitations,cogitation,n2
Tell,tell,vvb
me,i,pno
good,good,j
Brutus,Brutus,n1-nn
can,can,vmb
you,you,pn
see,see,vvi
your,your,po
face,face,n1
BRUTUS,,
No,no,uh-x
Cassius,Cassius,n1-nn
for,for,acp-p
the,the,d
eye,eye,n1
sees,see,vvz
not,not,xx
itself,itself,px
But,but,acp-cc
by,by,acp-p
reflection,reflection,n1
by,by,acp-p
some,some,d
other,other,d
things,thing,n2
CASSIUS,,
'Tis,it|be,pn|vvz
just,just,j
And,and,cc
it,it,pn
is,be,vvz
very,very,av
much,much,av_d
lamented,lament,vvn
Brutus,Brutus,n1-nn
That,that,cs
you,you,pn
have,have,vvb
no,no,d-x
such,such,d
mirrors,mirror,n2
as,as,acp-cs
will,will,vmb
turn,turn,vvi
Your,your,po
hidden,hide,j_vn
worthiness,worthiness,n1
into,into,acp-p
your,your,po
eye,eye,n1
That,that,cs
you,you,pn
might,may,vmd
see,see,vvi
your,your,po
shadow,shadow,n1
I,i,pns
have,have,vvb
heard,hear,vvn
Where,where,crq-cs
many,many,d
of,of,acp-p
the,the,d
best,best,j-s
respect,respect,n1
in,in,acp-p
Rome,Rome,n1-nn
Except,except,acp-cs
immortal,immortal,j
Caesar,Caesar,n1-nn
speaking,speak,vvg
of,of,acp-p
Brutus,Brutus,n1-nn
And,and,cc
groaning,groan,vvg
underneath,underneath,acp-p
this,this,d
age's,age,n1g
yoke,yoke,n1
Have,have,vvb
wished,wish,vvn
that,that,cs
noble,noble,j
Brutus,Brutus,n1-nn
had,have,vvd
his,his,po
eyes,eye,n2
BRUTUS,,
Into,into,acp-p
what,what,crq-q
dangers,danger,n2
would,will,vmd
you,you,pn
lead,lead,vvi
me,i,pno
Cassius,Cassius,n1-nn
That,that,cs
you,you,pn
would,will,vmd
have,have,vvi
me,i,pno
seek,seek,vvb
into,into,acp-p
myself,myself,px
For,for,acp-p
that,that,d
which,which,crq-q
is,be,vvz
not,not,xx
in,in,acp-p
me,i,pno
CASSIUS,,
Therefore,therefore,av
good,good,j
Brutus,Brutus,n1-nn
be,be,vvb
prepared,prepare,vvn
to,to,acp-cs
hear,hear,vvi
And,and,cc
since,since,acp-cs
you,you,pn
know,know,vvb
you,you,pn
cannot,can,vmb-x
see,see,vvi
yourself,yourself,px
So,so,av
well,well,av
as,as,acp-cs
by,by,acp-p
reflection,reflection,n1
I,i,pns
your,your,po
glass,glass,n1
Will,will,vmb
modestly,modest,av_j
discover,discover,vvi
to,to,acp-p
yourself,yourself,px
That,that,d
of,of,acp-p
yourself,yourself,px
which,which,crq-r
you,you,pn
yet,yet,av
know,know,vvb
not,not,xx
of,of,acp-p
And,and,cc
be,be,vvb
not,not,xx
jealous,jealous,j
on,on,acp-p
me,i,pno
gentle,gentle,j
Brutus,Brutus,n1-nn
Were,be,vvd
I,i,pns
a,a,d
common,common,j
laughter,laughter,n1
or,or,cc
did,do,vvd
use,use,vvi
To,to,acp-p
stale,stale,vvi
with,with,acp-p
ordinary,ordinary,j
oaths,oath,n2
my,my,po
love,love,n1
To,to,acp-p
every,every,d
new,new,j
protester,protester,n1
if,if,cs
you,you,pn
know,know,vvb
That,that,cs
I,i,pns
do,do,vvb
fawn,fawn,vvi
on,on,acp-p
men,man,n2
and,and,cc
hug,hug,vvi
them,they,pno
hard,hard,av_j
And,and,cc
after,after,acp-p
scandal,scandal,n1
them,they,pno
or,or,cc
if,if,cs
you,you,pn
know,know,vvb
That,that,cs
I,i,pns
profess,profess,vvb
myself,myself,px
in,in,acp-p
banqueting,banquet,n1_vg
To,to,acp-p
all,all,d
the,the,d
rout,rout,n1
then,then,av
hold,hold,vvb
me,i,pno
dangerous,dangerous,j
Flourish,,
and,,
shout,,
BRUTUS,,
What,what,crq-q
means,mean,vvz
this,this,d
shouting,shout,n1_vg
I,i,pns
do,do,vvb
fear,fear,vvi
the,the,d
people,people,n1
Choose,choose,vvb
Caesar,Caesar,n1-nn
for,for,acp-p
their,their,po
king,king,n1
CASSIUS,,
Ay,ay,uh
do,do,vvb
you,you,pn
fear,fear,vvi
it,it,pn
Then,then,av
must,must,vmb
I,i,pns
think,think,vvi
you,you,pn
would,will,vmd
not,not,xx
have,have,vvi
it,it,pn
so,so,av
BRUTUS,,
I,i,pns
would,will,vmd
not,not,xx
Cassius,Cassius,n1-nn
yet,yet,av
I,i,pns
love,love,vvb
him,he,pno
well,well,av
But,but,acp-cc
wherefore,wherefore,crq-q
do,do,vvb
you,you,pn
hold,hold,vvi
me,i,pno
here,here,av
so,so,av
long,long,av_j
What,what,crq-q
is,be,vvz
it,it,pn
that,that,cs
you,you,pn
would,will,vmd
impart,impart,vvi
to,to,acp-p
me,i,pno
If,if,cs
it,it,pn
be,be,vvb
aught,aught,pi
toward,towards,acp-p
the,the,d
general,general,j
good,good,j
Set,set,vvb
honor,honour,n1
in,in,acp-p
one,one,crd
eye,eye,n1
and,and,cc
death,death,n1
i',in,acp-p
th',the,d
other,other,pi_d
And,and,cc
I,i,pns
will,will,vmb
look,look,vvi
on,on,acp-p
both,both,d
indifferently,indifferent,av_j
For,for,acp-p
let,let,vvb
the,the,d
gods,god,n2
so,so,av
speed,speed,vvi
me,i,pno
as,as,acp-cs
I,i,pns
love,love,vvb
The,the,d
name,name,n1
of,of,acp-p
honor,honour,n1
more,more,av-c_d
than,than,cs
I,i,pns
fear,fear,vvb
death,death,n1
CASSIUS,,
I,i,pns
know,know,vvb
that,that,d
virtue,virtue,n1
to,to,acp-cs
be,be,vvi
in,in,acp-p
you,you,pn
Brutus,Brutus,n1-nn
As,as,acp-av
well,well,av
as,as,acp-cs
I,i,pns
do,do,vvb
know,know,vvi
your,your,po
outward,outward,j
favor,favour,n1
Well,well,uh_mi
honor,honour,n1
is,be,vvz
the,the,d
subject,subject,n1
of,of,acp-p
my,my,po
story,story,n1
I,i,pns
cannot,can,vmb-x
tell,tell,vvi
what,what,crq-r
you,you,pn
and,and,cc
other,other,d
men,man,n2
Think,think,vvb
of,of,acp-p
this,this,d
life,life,n1
but,but,acp-cc
for,for,acp-p
my,my,po
single,single,j
self,self,n1
I,i,pns
had,have,vvd
as,as,acp-av
lief,lief,av_j
not,not,xx
be,be,vvi
as,as,acp-cs
live,live,vvi
to,to,acp-cs
be,be,vvi
In,in,acp-p
awe,awe,n1
of,of,acp-p
such,such,d
a,a,d
thing,thing,n1
as,as,acp-cs
I,i,pns
myself,myself,px
I,i,pns
was,be,vvd
born,bear,vvn
free,free,j
as,as,acp-cs
Caesar,Caesar,n1-nn
so,so,av
were,be,vvd
you,you,pn
We,we,pns
both,both,d
have,have,vvb
fed,feed,vvn
as,as,acp-av
well,well,av
and,and,cc
we,we,pns
can,can,vmb
both,both,av_d
Endure,endure,vvb
the,the,d
winter's,winter,n1g
cold,cold,n1_j
as,as,acp-av
well,well,av
as,as,acp-cs
he,he,pns
