standard,lemma,postag
The,the,d
Iron,iron,n1
Age,age,n1
Containing,contain,vvg
the,the,d
Rape,rape,n1
of,of,acp-p
Helen,Helen,n1-nn
The,the,d
siege,siege,n1
of,of,acp-p
Troy,Troy,n1-nn
The,the,d
Combat,combat,n1
betwixt,betwixt,acp-p
Hector,Hector,n1-nn
and,and,cc
Aiax,Aiax,n1-nn
Hector,Hector,n1-nn
and,and,cc
Troilus,Troilus,n1-nn
slain,slay,vvn
by,by,acp-p
Achilles,Achilles,n1-nn
Achilles,Achilles,n1-nn
slain,slay,vvn
by,by,acp-p
Paris,Paris,n1-nn
Aiax,Aiax,n1-nn
and,and,cc
Ulysses,Ulysses,n1-nn
contend,contend,vvi
for,for,acp-p
the,the,d
Armour,armour,n1
of,of,acp-p
Achilles,Achilles,n1-nn
The,the,d
Death,death,n1
of,of,acp-p
Aiax,Aiax,n1-nn
etc.,etc,n-ab
Written,write,vvn
by,by,acp-p
THOMAS,Thomas,n1-nn
HEYWOOD,Heywood,n1-nn
Aut,aut,fw-la
prodesse,prodesse,fw-la
solent,solent,fw-la
audi,audi,fw-la
Delectare,delectare,fw-la
HECTOR,Hector,n1-nn
AIAX,Aiax,n1-nn
Printed,print,j_vn
at,at,acp-p
London,London,n1-nn
by,by,acp-p
Nicholas,Nicholas,n1-nn
Okes,Okes,n1-nn
1632,1632,crd
dramatis,drama,fw-la
Personae,personae,fw-la
Of,of,acp-p
the,the,d
party,party,n1
of,of,acp-p
the,the,d
Trojans,trojan,n2-nn_j
King,king,n1
Priam,Priam,n1-nn
Hector,Hector,n1-nn
Paris,Paris,n1-nn
Troilus,Troilus,n1-nn
Aeneas,Aeneas,n1-nn
Antenor,Antenor,n1-nn
Deiphobus,Deiphobus,n1-nn
Margareton,Margareton,n1-nn
Astyanax,Astyanax,n1-nn
Hector's,Hector,n1g-nn
son,son,n1
Queen,queen,n1
Hecuba,Hecuba,n1-nn
Cassandra,Cassandra,n1-nn
a,a,d
Prophetess,prophetess,n1
Cressida,Cressida,n1-nn
Calchas,Calchas,n1-nn
his,his,po
daughter,daughter,n1
Polixina,Polixina,n1-nn
daughter,daughter,n1
to,to,acp-p
Priam,Priam,n1-nn
Oenon,Oenone,n1-nn
Paris,Paris,n1-nn
his,his,po
first,first,ord
love,love,n1
Andromache,Andromache,n1-nn
Hector's,Hector,n1g-nn
wife,wife,n1
Hector's,Hector,n1g-nn
Armour-bearer,armour-bearer,n1
Trojan,trojan,j-nn
soldiers,soldier,n2
Of,of,acp-p
the,the,d
party,party,n1
of,of,acp-p
the,the,d
Grecians,grecian,n2-nn_j
King,king,n1
Agamemnon,Agamemnon,n1-nn
General,general,n1
King,king,n1
Menelaus,Menelaus,n1-nn
King,king,n1
Diomed,Diomedes,n1-nn
Ulysses,Ulysses,n1-nn
King,king,n1
of,of,acp-p
Ithacus,Ithacus,n1-nn
Achilles,Achilles,n1-nn
A,a,d
Spartan,spartan,j-nn
Lord,lord,n1
An,a,d
Ambassador,ambassador,n1
of,of,acp-p
Crete,Crete,n1-nn
Castor,Castor,n1-nn
and,and,cc
Pollux,Pollux,n1-nn
the,the,d
two,two,crd
brothers,brother,n2
of,of,acp-p
Helena,Helena,n1-nn
Aiax,Aiax,n1-nn
Duke,duke,n1
of,of,acp-p
Salamine,Salamine,n1-nn
Thersites,Thersites,n1-nn
a,a,d
railer,railer,n1
Queen,queen,n1
Helena,Helena,n1-nn
Calchas,Calchas,n1-nn
Apollo's,Apollo,n1g-nn
Priest,priest,n1
Patroclus,Patroclus,n1-nn
Achilles,Achilles,n1-nn
his,his,po
friend,friend,n1
Achilles,Achilles,n1-nn
his,his,po
myrmidons,Myrmidon,n2-nn
Graecian,grecian,n1-nn_j
soldiers,soldier,n2
Attendants,attendant,n2_j
The,the,d
Iron,iron,n1
Age,age,n1
Containing,contain,vvg
the,the,d
Rape,rape,n1
of,of,acp-p
Helen,Helen,n1-nn
The,the,d
siege,siege,n1
of,of,acp-p
Troy,Troy,n1-nn
The,the,d
Combat,combat,n1
betwixt,betwixt,acp-p
Hector,Hector,n1-nn
and,and,cc
Aiax,Aiax,n1-nn
Hector,Hector,n1-nn
and,and,cc
Troilus,Troilus,n1-nn
slain,slay,vvn
by,by,acp-p
Achilles,Achilles,n1-nn
Achilles,Achilles,n1-nn
slain,slay,vvn
by,by,acp-p
Paris,Paris,n1-nn
Aiax,Aiax,n1-nn
and,and,cc
Ulysses,Ulysses,n1-nn
contend,contend,vvi
for,for,acp-p
the,the,d
Armour,armour,n1
of,of,acp-p
Achilles,Achilles,n1-nn
The,the,d
Death,death,n1
of,of,acp-p
Aiax,Aiax,n1-nn
etc.,etc,n-ab
Written,write,vvn
by,by,acp-p
THOMAS,Thomas,n1-nn
HEYWOOD,Heywood,n1-nn
Aut,aut,fw-la
prodesse,prodesse,fw-la
solent,solent,fw-la
audi,audi,fw-la
Delectare,delectare,fw-la
TAM,Tam,n1-nn
ROBUR,Robur,n1-nn
TAM,tam,fw-la
ROBOR,robor,fw-la
NI-COLIS,ni-colis,fw-la
ARBOR,Arbor,fw-la
JOVIS,jovis,fw-la
1610,1610,crd
Printed,print,j_vn
at,at,acp-p
London,London,n1-nn
by,by,acp-p
Nicholas,Nicholas,n1-nn
Okes,Okes,n1-nn
1632,1632,crd
dramatis,drama,fw-la
Personae,personae,fw-la
Of,of,acp-p
the,the,d
party,party,n1
of,of,acp-p
the,the,d
Trojans,trojan,n2-nn_j
King,king,n1
Priam,Priam,n1-nn
Hector,Hector,n1-nn
Paris,Paris,n1-nn
Troilus,Troilus,n1-nn
Aeneas,Aeneas,n1-nn
Antenor,Antenor,n1-nn
Deiphobus,Deiphobus,n1-nn
Margareton,Margareton,n1-nn
Astyanax,Astyanax,n1-nn
Hector's,Hector,n1g-nn
son,son,n1
Queen,queen,n1
Hecuba,Hecuba,n1-nn
Cassandra,Cassandra,n1-nn
a,a,d
Prophetess,prophetess,n1
Cressida,Cressida,n1-nn
Calchas,Calchas,n1-nn
his,his,po
daughter,daughter,n1
Polixina,Polixina,n1-nn
daughter,daughter,n1
to,to,acp-p
Priam,Priam,n1-nn
Oenon,Oenone,n1-nn
Paris,Paris,n1-nn
his,his,po
first,first,ord
love,love,n1
Andromache,Andromache,n1-nn
Hector's,Hector,n1g-nn
wife,wife,n1
Hector's,Hector,n1g-nn
Armour-bearer,armour-bearer,n1
Trojan,trojan,j-nn
soldiers,soldier,n2
Of,of,acp-p
the,the,d
party,party,n1
of,of,acp-p
the,the,d
Grecians,grecian,n2-nn_j
King,king,n1
Agamemnon,Agamemnon,n1-nn
General,general,n1
King,king,n1
Menelaus,Menelaus,n1-nn
King,king,n1
Diomed,Diomedes,n1-nn
Ulysses,Ulysses,n1-nn
King,king,n1
of,of,acp-p
Ithacus,Ithacus,n1-nn
Achilles,Achilles,n1-nn
A,a,d
Spartan,spartan,j-nn
Lord,lord,n1
An,a,d
Ambassador,ambassador,n1
of,of,acp-p
Crete,Crete,n1-nn
Castor,Castor,n1-nn
and,and,cc
Pollux,Pollux,n1-nn
the,the,d
two,two,crd
brothers,brother,n2
of,of,acp-p
Helena,Helena,n1-nn
Aiax,Aiax,n1-nn
Duke,duke,n1
of,of,acp-p
Salamine,Salamine,n1-nn
Thersites,Thersites,n1-nn
a,a,d
railer,railer,n1
Queen,queen,n1
Helena,Helena,n1-nn
Calchas,Calchas,n1-nn
Apollo's,Apollo,n1g-nn
Priest,priest,n1
Patroclus,Patroclus,n1-nn
Achilles,Achilles,n1-nn
his,his,po
friend,friend,n1
Achilles,Achilles,n1-nn
his,his,po
myrmidons,Myrmidon,n2-nn
Graecian,grecian,n1-nn_j
soldiers,soldier,n2
Attendants,attendant,n2_j
To,to,acp-p
my,my,po
Worthy,worthy,j
and,and,cc
much,much,d
Respected,respect,j_vn
Friend,friend,n1
Mr.,mr.,n-ab
Thomas,Thomas,n1-nn
Hammon,Hammon,n1-nn
of,of,acp-p
Gray's,Gray,n1g-nn
Inn,inn,n1
Esquire,esquire,n1
SIR,sir,n1
IF,if,cs
the,the,d
noble,noble,j
Scholar,scholar,n1
Nichod,nichod,n1
Friseelimus,Friseelimus,n1-nn
thought,think,vvd
that,that,cs
his,his,po
labour,labour,n1
in,in,acp-p
Transferring,transfer,vvg
six,six,crd
of,of,acp-p
Aristophanes',Aristophanes,n1g-nn
his,his,po
Comedies,comedy,n2
out,out,av
of,of,acp-p
the,the,d
Original,original,j
Greek,greek,j-nn
into,into,acp-p
the,the,d
Roman,roman,j-nn
tongue,tongue,n1
was,be,vvd
worthy,worthy,j
to,to,acp-cs
be,be,vvi
dedicated,dedicate,vvn
to,to,acp-p
six,six,crd
several,several,j
the,the,d
most,most,av-s_d
eminent,eminent,j
Princes,prince,n2
of,of,acp-p
his,his,po
time,time,n1
for,for,acp-p
Learning,learning,n1
and,and,cc
judgement,judgement,n1
Think,think,vvb
it,it,pn
then,then,av
no,no,d-x
disparagement,disparagement,n1
to,to,acp-p
you,you,pn
to,to,acp-cs
undertake,undertake,vvi
as,as,acp-cs
well,well,av
the,the,d
Patronage,patronage,n1
perusal,perusal,n1
of,of,acp-p
this,this,d
Poem,poem,n1
Which,which,crq-r
as,as,acp-cs
it,it,pn
exceeds,exceed,vvz
the,the,d
strict,strict,j
limits,limit,n2
of,of,acp-p
the,the,d
ancient,ancient,j
Comedy,comedy,n1
then,then,av
in,in,acp-p
use,use,n1
inform,inform,vvb
so,so,av
it,it,pn
transcends,transcend,vvz
them,they,pno
many,many,d
degrees,degree,n2
both,both,d
in,in,acp-p
the,the,d
fullness,fullness,n1
of,of,acp-p
the,the,d
Scene,scene,n1
and,and,cc
gravity,gravity,n1
of,of,acp-p
the,the,d
Subject,subject,n1
The,the,d
History,history,n1
whereon,whereon,crq-cs
it,it,pn
is,be,vvz
grounded,ground,vvn
having,have,vvg
been,be,vvn
the,the,d
selected,select,j_vn
Argument,argument,n1
of,of,acp-p
many,many,d
exquisite,exquisite,j
Poets,poet,n2
For,for,acp-p
what,what,crq-r
Pen,pen,n1
of,of,acp-p
note,note,n1
in,in,acp-p
one,one,crd
page,page,n1
or,or,cc
other,other,pi_d
hath,have,vvz
not,not,xx
remembered,remember,vvn
Troy,Troy,n1-nn
and,and,cc
bewailed,bewail,vvd
the,the,d
sack,sack,n1
and,and,cc
subversion,subversion,n1
of,of,acp-p
so,so,av
illustrious,illustrious,j
a,a,d
City,city,n1
Which,which,crq-q
although,although,cs
it,it,pn
were,be,vvd
situate,situate,j
in,in,acp-p
Asia,Asia,n1-nn
yet,yet,av
out,out,av
of,of,acp-p
her,her,po
ashes,ash,n2
hath,have,vvz
risen,rise,vvn
two,two,crd
the,the,d
rarest,rare,j-s
Phoenixes,phoenix,n2
in,in,acp-p
Europe,Europe,n1-nn
namely,namely,av
London,London,n1-nn
and,and,cc
Rome,Rome,n1-nn
Sir,sir,n1
my,my,po
acquaintance,acquaintance,n1
with,with,acp-p
your,your,po
worth,worth,n1
and,and,cc
knowledge,knowledge,n1
of,of,acp-p
your,your,po
judgement,judgement,n1
were,be,vvd
the,the,d
chief,chief,j
motives,motive,n2
inducing,induce,vvg
me,i,pno
to,to,acp-cs
select,select,vvi
you,you,pn
before,before,acp-p
many,many,d
others,other,pi2_d
accept,accept,vvb
it,it,pn
I,I,pns
entreat,entreat,vvb
you,you,pn
as,as,acp-cs
favourably,favourable,av_j
as,as,acp-cs
he,he,pns
exposeth,expose,vvz
it,it,pn
willingly,willing,av_j
who,who,crq-r
as,as,acp-cs
he,he,pns
hath,have,vvz
antecedently,antecedent,av_j
long,long,j
so,so,av
futurely,future,av_j
ever,ever,av
Shall,shall,vmb
remain,remain,vvi
yours,you,png
Thomas,Thomas,n1-nn
Heywood,Heywood,n1-nn
To,to,acp-p
the,the,d
Reader,reader,n1
Courteous,courteous,j
Reader,reader,n1
The,the,d
Gold,gold,n1
Silver,silver,n1
and,and,cc
Brass,brass,n1
Ages,age,n2
having,have,vvg
been,be,vvn
many,many,d
years,year,n2g
since,since,acp-av
in,in,acp-p
the,the,d
Press,press,n1
continuing,continue,vvg
the,the,d
History,history,n1
from,from,acp-p
Jupiter's,Jupiter,n1g-nn
Birth,birth,n1
the,the,d
son,son,n1
of,of,acp-p
Saturn,Saturn,n1-nn
to,to,acp-p
the,the,d
Death,death,n1
of,of,acp-p
Hercules,Hercules,n1-nn
This,this,d
Iron,iron,n1
Age,age,n1
never,never,av-x
till,till,acp-cs
now,now,av
Published,publish,vvn
beginneth,begin,vvz
where,where,crq-cs
the,the,d
other,other,pi_d
left,leave,vvn
holding,hold,vvg
on,on,acp-av
a,a,d
plain,plain,j
and,and,cc
direct,direct,j
course,course,n1
from,from,acp-p
the,the,d
second,second,ord
Rape,rape,n1
of,of,acp-p
Helen,Helen,n1-nn
For,for,acp-cs
she,she,pns
was,be,vvd
in,in,acp-p
her,her,po
minority,minority,n1
ravished,ravish,vvn
by,by,acp-p
Theseus,Theseus,n1-nn
