standard,lemma,postag
BARTHOLMEW,Bartholomew,n1-nn
FAIR,fair,j
A,a,d
comedy,comedy,n1
ACTED,act,vvn
IN,in,acp-p
THE,the,d
year,year,n1
1614,1614,crd
By,by,acp-p
the,the,d
Lady,lady,n1
Elizabeth's,Elizabeth,n1g-nn
SERVANTS,servant,n2
And,and,cc
then,then,av
dedicated,dedicate,vvn
to,to,acp-p
King,king,n1
JAMES,James,n1-nn
of,of,acp-p
most,most,d-s
Blessed,bless,j_vn
Memory,memory,n1
By,by,acp-p
the,the,d
Author,author,n1
Benjamin,Benjamin,n1-nn
JOHNSON,Johnson,n1-nn
Si,si,fw-mi
foret,foret,fw-la
in,in,fw-la
terris,terris,fw-la
rideret,rideret,fw-la
Democritus,Democritus,n1-nn
nam,nam,fw-la
Spectaret,spectaret,fw-la
populum,populum,fw-la
ludis,ludis,fw-la
attentiùs,attentiùs,fw-la
ipsis,ipsis,fw-la
ut,ut,fw-la
sibi,sibi,fw-la
praebentem,praebentem,fw-la
mimo,mimo,fw-la
spectacula,spectacula,fw-la
plura,plura,fw-la
Scriptores,scriptores,fw-la
autem,autem,fw-la
narrare,narrare,fw-la
putaret,putaret,fw-la
assello,assello,fw-la
Fabellam,fabellam,fw-la
surdo,surdo,fw-la
Hor.,Hor.,n-ab
lib.,lib.,n-ab
2.,2.,crd
Epist.,Epist.,n-ab
1.,1.,crd
LONDON,London,n1-nn
Printed,print,vvn
by,by,acp-p
I.,I.,n-ab
B.,B.,n-ab
for,for,acp-p
ROBERT,Robert,n1-nn
ALLOT,allot,vvi
and,and,cc
are,be,vvb
to,to,acp-cs
be,be,vvi
sold,sell,vvn
at,at,acp-p
the,the,d
sign,sign,n1
of,of,acp-p
the,the,d
Bear,bear,n1
in,in,acp-p
Paul's,Paul,n1g-nn
Churchyard,churchyard,n1
1631,1631,crd
THE,the,d
prologue,prologue,n1
TO,to,acp-p
THE,the,d
king's,king,n1g
majesty,majesty,n1
Your,your,po
Majesty,majesty,n1
is,be,vvz
welcome,welcome,j
to,to,acp-p
a,a,d
Fair,fair,j
Such,such,d
place,place,n1
such,such,d
men,man,n2
such,such,d
language,language,n1
and,and,cc
such,such,d
ware,ware,n1
You,you,pn
must,must,vmb
expect,expect,vvi
with,with,acp-p
these,these,d
the,the,d
zealous,zealous,j
noise,noise,n1
Of,of,acp-p
your,your,po
lands,land,n2
Faction,faction,n1
scandalised,scandalize,vvn
at,at,acp-p
toys,toy,n2
As,as,acp-cs
Babies,baby,n2
Hobby-horses,hobby-horse,n2
Puppet-plays,puppet-play,n2
And,and,cc
such,such,d
like,like,j
rage,rage,n1
whereof,whereof,crq-cs
the,the,d
petulant,petulant,j
ways,way,n2
yourself,yourself,px
have,have,vvb
known,know,vvn
and,and,cc
have,have,vvb
been,be,vvn
vexed,vex,vvn
with,with,acp-p
long,long,av_j
These,these,d
for,for,acp-p
your,your,po
sport,sport,n1
without,without,acp-p
particular,particular,j
wrong,wrong,n1_j
Or,or,cc
just,just,j
complaint,complaint,n1
of,of,acp-p
any,any,d
private,private,j
man,man,n1
Who,who,crq-r
of,of,acp-p
himself,himself,px
or,or,cc
shall,shall,vmb
think,think,vvi
well,well,av
or,or,cc
can,can,vmb
The,the,d
Maker,maker,n1
doth,do,vvz
present,present,vvi
and,and,cc
hopes,hope,n2
tonight,tonight,av
To,to,acp-cs
give,give,vvi
you,you,pn
for,for,acp-p
a,a,d
Fairing,fairing,vvg
true,true,j
delight,delight,n1
THE,the,d
PERSONS,person,n2
OF,of,acp-p
THE,the,d
PLAY,play,n1
John,John,n1-nn
LITTLE,little,j
WIT,wit,n1
A,a,d
Proctor,proctor,n1
WIN,Win,n1-nn
Littlewit,Littlewit,n1-nn
His,his,po
wife,wife,n1
DAME,dame,n1
PURECRAFT,Purecraft,n1-nn
Her,her,po
mother,mother,n1
and,and,cc
a,a,d
widow,widow,n1
ZEAL-OF-THE-LAND,Zeal-of-the-land,n1-nn
busy,busy,n1-nn
Her,her,po
Suitor,suitor,n1
a,a,d
Banbury,Banbury,n1-nn
man,man,n1
WIN-WIFE,Win-wife,n1-nn
His,his,po
Rival,rival,n1
a,a,d
Gentleman,gentleman,n1
Quarlous,QVARLOUS,n1-nn
His,his,po
companion,companion,n1
a,a,d
Gamester,gamester,n1
BARTHOLMEW,Bartholomew,n1-nn
COKES,coke,n1-nn
An,a,d
Esquire,esquire,n1
of,of,acp-p
Harrow,Harrow,n1-nn
HUMPHREY,Humphrey,n1-nn
WASPE,Waspe,n1-nn
His,his,po
man,man,n1
ADAM,Adam,n1-nn
OVERDO,overdo,n1-nn
A,a,d
justice,justice,n1
of,of,acp-p
Peace,peace,n1
DAME,dame,n1
OVERDOO,Overdoo,n1-nn
His,his,po
wife,wife,n1
GRACE,grace,n1
WELBORNE,Welborne,n1-nn
His,his,po
Ward,ward,n1
LANT,Lant,n1-nn
LEATHERHEAD,Leatherhead,n1-nn
A,a,d
Hobby-horse,hobby-horse,n1
seller,seller,n1
Joan,Joan,n1-nn
TRASH,trash,n1
A,a,d
Gingerbread,gingerbread,n1
woman,woman,n1
EZECHIEL,Ezechiel,n1-nn
EDGWORTH,Edgeworth,n1-nn
A,a,d
Cutpurse,cutpurse,n1
NIGHTINGALE,Nightingale,n1-nn
A,a,d
Ballad-singer,ballad-singer,n1
Ursla,Ursula,n1-nn
A,a,d
pig-woman,pig-woman,n1
MOON-CALFE,moon-calfe,n1
Her,her,po
Tapster,tapster,n1
JORDAN,Jordan,n1-nn
knock-hum,knock-hum,n1-nn
A,a,d
Horse-courser,horse-courser,n1
and,and,cc
ranger,ranger,n1
oF,of,acp-p
Turnbull,Turnbull,n1-nn
VAL.,Val.,n-ab
CUTTING,cut,vvg
A,a,d
Roarer,roarer,n1
captain,captain,n1
WHIT,whit,n1
A,a,d
Bawd,bawd,n1
Punque,PUNQVE,n1-nn
ALICE,Alice,n1-nn
Mistress,mistress,n1
o'the,of|the,acp-p|d
Game,game,n1
trouble-all,trouble-all,n1-nn
A,a,d
Madman,madman,n1
WATCHMEN,watchman,n1-nn
three,three,crd
COSTARD-monger,costard-monger,n1
mousetrap-man,mousetrap-man,n1
CLOTHIER,Clothier,n1-nn
WRESTLER,wrestler,n1
PORTERS,porter,n2
doorkeepers,doorkeeper,n2
PUPPETS,puppet,n2
THE,the,d
INDUCTION,induction,n1
ON,on,acp-p
THE,the,d
STAGE,stage,n1
STAGE-KEEPER,stage-keeper,n1
gentlemen,gentleman,n2
have,have,vvb
a,a,d
little,little,j
patience,patience,n1
they,they,pns
are,be,vvb
e'en,even,av
upon,upon,acp-p
coming,come,vvg
instantly,instant,av_j
He,he,pns
that,that,cs
should,shall,vmd
begin,begin,vvi
the,the,d
Play,play,n1
Master,master,n1
Littlewit,Littlewit,n1-nn
the,the,d
Proctor,proctor,n1
has,have,vvz
a,a,d
stitch,stitch,n1
new,new,av_j
fallen,fall,vvn
in,in,acp-p
his,his,po
black,black,j
silk,silk,n1
stocking,stocking,n1
'twill,it|will,pn|vmb
be,be,vvi
drawn,draw,vvn
up,up,acp-av
ere,ere,acp-p
you,you,pn
can,can,vmb
tell,tell,vvi
twenty,twenty,crd
He,he,pns
plays,play,vvz
one,one,crd
o'the,of|the,acp-p|d
Arches,arch,n2
that,that,cs
dwells,dwell,vvz
about,about,acp-p
the,the,d
Hospital,hospital,n1
and,and,cc
he,he,pns
has,have,vvz
a,a,d
very,very,j
pretty,pretty,j
part,part,n1
But,but,acp-cc
for,for,acp-p
the,the,d
whole,whole,j
Play,play,n1
will,will,vmb
you,you,pn
ha'the,have|the,vvi|d
truth,truth,n1
on't,on|it,acp-p|pn
I,I,pns
am,be,vvm
looking,look,vvg
lest,lest,cs
the,the,d
Poet,poet,n1
hear,hear,vvb
me,i,pno
or,or,cc
his,his,po
man,man,n1
Master,master,n1
Broome,Broome,n1-nn
behind,behind,acp-p
the,the,d
Arras,arras,n1
it,it,pn
is,be,vvz
like,like,j
to,to,acp-cs
be,be,vvi
a,a,d
very,very,j
conceited,conceit,j_vn
scurvy,scurvy,j
one,one,pi
in,in,acp-p
plain,plain,j
English,english,j-nn
When't,when|it,crq-cs|pn
comes,come,vvz
to,to,acp-p
the,the,d
Fair,fair,j
once,once,acp-av
you,you,pn
were,be,vvd
e'en,even,av
as,as,acp-p
good,good,j
go,go,vvi
to,to,acp-p
Virginia,Virginia,n1-nn
for,for,acp-p
any,any,d
thing,thing,n1
there,there,av
is,be,vvz
of,of,acp-p
Smithfield,Smithfield,n1-nn
He,he,pns
has,have,vvz
not,not,xx
hit,hit,vvn
the,the,d
humours,humour,n2
he,he,pns
does,do,vvz
not,not,xx
know,know,vvi
'em,they,pno
he,he,pns
has,have,vvz
not,not,xx
conversed,converse,vvn
with,with,acp-p
the,the,d
Bartholmew-birds,bartholomew-bird,n2
as,as,acp-cs
they,they,pns
say,say,vvb
he,he,pns
has,have,vvz
never,never,av-x
a,a,d
Sword,sword,n1
and,and,cc
Buckler,buckler,n1
man,man,n1
in,in,acp-p
his,his,po
Fair,fair,j
nor,nor,cc-x
a,a,d
little,little,j
Davy,Davy,n1-nn
to,to,acp-cs
take,take,vvi
toll,toll,vvi
o'the,of|the,acp-p|d
Bawds,bawd,n2
there,there,av
as,as,acp-cs
in,in,acp-p
my,my,po
time,time,n1
nor,nor,cc-x
a,a,d
Kind-heart,kind-heart,n1
if,if,cs
anybody's,anybody,pig
teeth,tooth,n2
should,shall,vmd
chance,chance,vvi
to,to,acp-cs
ache,ache,vvi
in,in,acp-p
his,his,po
Play,play,n1
Nor,nor,cc-x
a,a,d
juggler,juggler,n1
with,with,acp-p
a,a,d
well-educated,well-educated,j
Ape,ape,n1
to,to,acp-cs
come,come,vvi
over,over,acp-p
the,the,d
chain,chain,n1
for,for,acp-p
the,the,d
King,king,n1
of,of,acp-p
England,England,n1-nn
and,and,cc
back,back,av
again,again,av
for,for,acp-p
the,the,d
Prince,prince,n1
and,and,cc
sit,sit,vvb
still,still,av
on,on,acp-p
his,his,po
arse,arse,n1
for,for,acp-p
the,the,d
Pope,pope,n1
and,and,cc
the,the,d
King,king,n1
of,of,acp-p
Spain,Spain,n1-nn
None,none,pi-x
o'these,of|these,acp-p|d
fine,fine,j
sights,sight,n2
Nor,nor,cc-x
has,have,vvz
he,he,pns
the,the,d
Canvas-cut,canvas-cut,n1
i'the,in|the,acp-p|d
night,night,n1
for,for,acp-p
a,a,d
Hobby-horse-man,Hobby-horse-man,n1
to,to,acp-cs
creep,creep,vvi
into,into,acp-p
his,his,po
she-neighbour,she-neighbour,n1
and,and,cc
take,take,vvi
his,his,po
leap,leap,n1
there,there,av
Nothing,Nothing,pi-x
No,no,uh-x
and,and,cc
some,some,d
writer,writer,n1
that,that,cs
I,I,pns
know,know,vvb
had,have,vvd
had,have,vvn
but,but,acp-av
the,the,d
penning,pen,n1_vg
oF,of,acp-p
this,this,d
matter,matter,n1
he,he,pns
would,will,vmd
ha',have,vvi
made,make,vvn
you,you,pn
such,such,d
a,a,d
Jig-a-jog,jig-a-jog,n1
i'the,in|the,acp-p|d
booths,booth,n2
you,you,pn
should,shall,vmd
ha',have,vvi
thought,think,vvn
an,a,d
earthquake,earthquake,n1
had,have,vvd
been,be,vvn
i'the,in|the,acp-p|d
Fair,fair,j
But,but,acp-cc
these,these,d
Master-Poets,master-poet,n2
they,they,pns
will,will,vmb
ha',have,vvi
their,their,po
own,own,d
