standard,lemma,postag
THE,the,d
FAIR,fair,j
maid,maid,n1
OF,of,acp-p
THE,the,d
inn,inn,n1
Actus,actus,fw-la
primus,primus,fw-la
Scaena,scaena,fw-la
prima,prima,fw-la
Enter,enter,vvb
Caesario,Caesario,n1-nn
and,and,cc
Clarissa,Clarissa,n1-nn
Cesario,Caesario,n1-nn
INterpret,interpret,vvi
not,not,xx
Clarissa,Clarissa,n1-nn
my,my,po
true,true,j
zeal,zeal,n1
in,in,acp-p
giving,give,vvg
you,you,pn
council,council,n1
to,to,acp-cs
transcend,transcend,vvi
the,the,d
bounds,bound,n2
That,that,cs
should,shall,vmd
confine,confine,vvi
a,a,d
brother,brother,n1
'tis,it|be,pn|vvz
your,your,po
honour,honour,n1
And,and,cc
peace,peace,n1
of,of,acp-p
mind,mind,n1
which,which,crq-r
honour,honour,n1
last,last,ord
will,will,vmb
leave,leave,vvi
you,you,pn
I,I,pns
labour,labour,vvb
to,to,acp-cs
preserve,preserve,vvi
and,and,cc
though,though,cs
you,you,pn
yet,yet,av
are,be,vvb
Pure,pure,j
and,and,cc
untainted,untainted,j
and,and,cc
resolve,resolve,vvb
to,to,acp-cs
be,be,vvi
so,so,av
Having,have,vvg
a,a,d
Father's,father,n1g
eye,eye,n1
and,and,cc
Mother's,mother,n1g
care,care,n1
In,in,acp-p
all,all,d
your,your,po
ways,way,n2
to,to,acp-cs
keep,keep,vvi
you,you,pn
fair,fair,j
and,and,cc
upright,upright,av_j
In,in,acp-p
which,which,crq-r
respects,respect,vvz
my,my,po
best,best,j-s
advices,advice,n2
must,must,vmb
Appear,appear,vvi
superfluous,superfluous,j
yet,yet,av
since,since,acp-cs
love,love,n1
dear,dear,j
sister,sister,n1
Will,will,vmb
sometimes,sometime,av
tender,tender,j
things,thing,n2
unnecessary,unnecessary,j
Misconstrue,misconstrue,vvb
not,not,xx
my,my,po
purpose,purpose,n1
Claris.,Claris.,n-ab
Sir,sir,n1
I,I,pns
dare,dare,vvb
not,not,xx
But,but,acp-cc
still,still,av
receive,receive,vvb
it,it,pn
as,as,acp-p
a,a,d
large,large,j
addition,addition,n1
To,to,acp-p
the,the,d
much,much,d
that,that,cs
I,I,pns
already,already,av
stand,stand,vvb
engaged,engage,vvn
for,for,acp-p
Yet,yet,av
pardon,pardon,vvb
me,i,pno
though,though,cs
I,I,pns
profess,profess,vvb
upon,upon,acp-p
A,a,d
true,true,j
examination,examination,n1
of,of,acp-p
myself,myself,px
Even,even,av
to,to,acp-p
my,my,po
private,private,j
thoughts,thought,n2
I,I,pns
cannot,can,vmb-x
find,find,vvi
Having,have,vvg
such,such,d
strong,strong,j
supporters,supporter,n2
to,to,acp-cs
uphold,uphold,vvi
me,i,pno
On,on,acp-p
what,what,crq-r
slight,slight,j
ground,ground,n1
the,the,d
least,least,d-s
doubt,doubt,n1
can,can,vmb
be,be,vvi
raised,raise,vvn
To,to,acp-cs
render,render,vvi
me,i,pno
suspected,suspect,vvd
I,I,pns
can,can,vmb
fall,fall,vvi
Or,or,cc
from,from,acp-p
my,my,po
fame,fame,n1
or,or,cc
virtue,virtue,n1
Caesar.,Caesar.,n-ab
Far,far,j
be,be,vvb
it,it,pn
from,from,acp-p
me,i,pno
To,to,acp-cs
nourish,nourish,vvi
such,such,d
a,a,d
thought,thought,n1
and,and,cc
yet,yet,av
excuse,excuse,vvb
me,i,pno
As,as,acp-cs
you,you,pn
would,will,vmd
do,do,vvi
a,a,d
lapidary,lapidary,n1
whose,who,crq-rg
whole,whole,j
fortunes,fortune,n2
Depend,depend,vvb
upon,upon,acp-p
the,the,d
safety,safety,n1
of,of,acp-p
one,one,crd
jewel,jewel,n1
If,if,cs
he,he,pns
think,think,vvb
no,no,d-x
case,case,n1
precious,precious,j
enough,enough,av_d
To,to,acp-cs
keep,keep,vvi
it,it,pn
in,in,acp-p
full,full,j
lustre,lustre,n1
nor,nor,cc-x
no,no,d-x
locks,lock,n2
Though,though,cs
lending,lend,vvg
strength,strength,n1
to,to,acp-p
Iron,iron,n1
doors,door,n2
sufficient,sufficient,j
To,to,acp-cs
guard,guard,vvi
it,it,pn
and,and,cc
secure,secure,vvi
him,he,pno
you,you,pn
to,to,acp-p
me,i,pno
are,be,vvb
A,a,d
Gem,gem,n1
of,of,acp-p
more,more,d-c
esteem,esteem,n1
and,and,cc
prized,prize,vvd
higher,high,j-c
Than,than,cs
Usurers,usurer,n2
do,do,vvb
their,their,po
muck,muck,n1
or,or,cc
great,great,j
men,man,n2
title,title,n1
And,and,cc
