standard,lemma,postag
Byron's,Byron,n1g-nn
conspiracy,conspiracy,n1
ACTUS,actus,fw-la
I.,i,ord
SCAENA,scaena,fw-la
I.,i,ord
Savoy,Savoy,n1-nn
Roncas,Roncas,n1-nn
Rochette,rochette,vvb
Breton,Breton,n1-nn
Sau.,Sau.,n-ab
I,I,pns
Would,will,vmd
not,not,xx
for,for,acp-p
half,half,j
Savoy,Savoy,n1-nn
but,but,acp-cc
have,have,vvb
bound,bind,vvn
France,France,n1-nn
to,to,acp-p
some,some,d
favour,favour,n1
by,by,acp-p
my,my,po
personal,personal,j
presence,presence,n1
More,more,av-c_d
than,than,cs
yourself,yourself,px
my,my,po
Lord,lord,n1
Ambassador,ambassador,n1
Could,can,vmd
have,have,vvi
obtained,obtain,vvn
for,for,acp-p
all,all,d
Ambassadors,ambassador,n2
You,you,pn
know,know,vvb
have,have,vvb
chiefly,chief,av_j
these,these,d
instructions,instruction,n2
To,to,acp-cs
note,note,vvi
the,the,d
State,state,n1
and,and,cc
chief,chief,j
sway,sway,n1
of,of,acp-p
the,the,d
Court,court,n1
To,to,acp-p
which,which,crq-r
they,they,pns
are,be,vvb
employed,employ,vvn
to,to,acp-cs
penetrate,penetrate,vvi
The,the,d
heart,heart,n1
and,and,cc
marrow,marrow,n1
of,of,acp-p
the,the,d
king's,king,n1g
designs,design,n2
And,and,cc
to,to,acp-cs
observe,observe,vvi
the,the,d
countenances,countenance,n2
and,and,cc
spirits,spirit,n2
Of,of,acp-p
such,such,d
as,as,acp-cs
are,be,vvb
impatient,impatient,j
of,of,acp-p
rest,rest,n1
And,and,cc
wring,wring,vvb
beneath,beneath,acp-av
some,some,d
private,private,j
discontent,discontent,n1_j
But,but,acp-cc
past,past,acp-p
all,all,d
these,these,d
there,there,av
are,be,vvb
a,a,d
number,number,n1
more,more,av-c_d
Of,of,acp-p
these,these,d
State,state,n1
criticisms,criticism,n2
That,that,cs
our,our,po
personal,personal,j
view,view,n1
May,may,vmb
profitably,profitable,av_j
make,make,vvi
which,which,crq-r
cannot,can,vmb-x
fall,fall,vvi
Within,within,acp-p
the,the,d
powers,power,n2
of,of,acp-p
our,our,po
instruction,instruction,n1
To,to,acp-cs
make,make,vvi
you,you,pn
comprehend,comprehend,vvb
I,I,pns
will,will,vmb
do,do,vvi
more,more,av-c_d
With,with,acp-p
my,my,po
mere,mere,j
shadow,shadow,n1
than,than,cs
you,you,pn
with,with,acp-p
your,your,po
persons,person,n2
All,all,av_d
you,you,pn
can,can,vmb
say,say,vvi
against,against,acp-p
my,my,po
coming,come,n1_vg
here,here,av
Is,be,vvz
that,that,d
