standard,lemma,postag
this,this,d
humor,humour,n1
prove,prove,vvi
Unless,unless,cs
good,good,j
counsel,counsel,n1
may,may,vmb
the,the,d
cause,cause,n1
remove,remove,vvi
BENVOLIO,,
My,my,po
noble,noble,j
uncle,uncle,n1
do,do,vvb
you,you,pn
know,know,vvi
the,the,d
cause,cause,n1
MONTAGUE,,
I,i,pns
neither,neither,av-x_d
know,know,vvb
it,it,pn
nor,nor,cc-x
can,can,vmb
learn,learn,vvi
of,of,acp-p
him,he,pno
BENVOLIO,,
Have,have,vvb
you,you,pn
importuned,importune,vvn
him,he,pno
by,by,acp-p
any,any,d
means,mean,n2
MONTAGUE,,
Both,both,av_d
by,by,acp-p
myself,myself,px
and,and,cc
many,many,d
other,other,d
friends,friend,n2
But,but,acp-cc
he,he,pns
his,his,po
own,own,d
affections',affection,n2g
counselor,counsellor,n1
Is,be,vvz
to,to,acp-p
himself,himself,px
I,i,pns
will,will,vmb
not,not,xx
say,say,vvi
how,how,crq-cs
true,true,j
But,but,acp-cc
to,to,acp-p
himself,himself,px
so,so,av
secret,secret,j
and,and,cc
so,so,av
close,close,j
So,so,av
far,far,av_j
from,from,acp-p
sounding,sound,vvg
and,and,cc
discovery,discovery,n1
As,as,acp-cs
is,be,vvz
the,the,d
bud,bud,n1
bit,bite,vvn
with,with,acp-p
an,a,d
envious,envious,j
worm,worm,n1
Ere,ere,acp-cs
he,he,pns
can,can,vmb
spread,spread,vvi
his,his,po
sweet,sweet,j
leaves,leaf,n2
to,to,acp-p
the,the,d
air,air,n1
Or,or,cc
dedicate,dedicate,vvb
his,his,po
beauty,beauty,n1
to,to,acp-p
the,the,d
same,same,n1
Could,can,vmd
we,we,pns
but,but,acp-p
learn,learn,vvi
from,from,acp-p
whence,whence,crq-cs
his,his,po
sorrows,sorrow,n2
grow,grow,vvb
We,we,pns
would,will,vmd
as,as,acp-av
willingly,willing,av_j
give,give,vvi
cure,cure,n1
as,as,acp-cs
know,know,vvb
Enter,,
Romeo,,
BENVOLIO,,
See,see,vvb
where,where,crq-cs
he,he,pns
comes,come,vvz
So,so,av
please,please,vvb
you,you,pn
step,step,vvb
aside,aside,av
I'll,i|will,pns|vmb
know,know,vvi
his,his,po
grievance,grievance,n1
or,or,cc
be,be,vvi
much,much,av_d
denied,deny,vvn
MONTAGUE,,
I,i,pns
would,will,vmd
thou,thou,pns
wert,be,vvd2
so,so,av
happy,happy,j
by,by,acp-p
thy,thy,po
stay,stay,n1
To,to,acp-cs
hear,hear,vvi
true,true,j
shrift,shrift,n1
Come,come,vvb
madam,madam,n1
let's,let|we,vvb|pno
away,away,av
Montague,,
and,,
Lady,,
Montague,,
exit,,
BENVOLIO,,
Good,good,j
morrow,morrow,n1
cousin,cousin,n1
ROMEO,,
Is,be,vvz
the,the,d
day,day,n1
so,so,av
young,young,j
BENVOLIO,,
But,but,acp-cc
new,new,j
struck,strike,vvn
nine,nine,crd
ROMEO,,
Ay,ay,uh
me,i,pno
sad,sad,j
hours,hour,n2
seem,seem,vvb
long,long,j
Was,be,vvd
that,that,d
my,my,po
father,father,n1
that,that,cs
went,go,vvd
hence,hence,av
so,so,av
fast,fast,av_j
BENVOLIO,,
It,it,pn
was,be,vvd
What,what,crq-q
sadness,sadness,n1
lengthens,lengthen,vvz
Romeo's,Romeo,n1g-nn
hours,hour,n2
ROMEO,,
Not,not,xx
having,have,vvg
that,that,d
which,which,crq-r
having,have,vvg
makes,make,vvz
them,they,pno
short,short,j
BENVOLIO,,
In,in,acp-p
love,love,n1
ROMEO,,
Out,out,av
BENVOLIO,,
Of,of,acp-p
love,love,n1
ROMEO,,
Out,out,av
of,of,acp-p
her,her,po
favor,favour,n1
where,where,crq-cs
I,i,pns
am,be,vvm
in,in,acp-p
love,love,n1
BENVOLIO,,
Alas,alas,uh
that,that,cs
love,love,n1
so,so,av
gentle,gentle,j
in,in,acp-p
his,his,po
view,view,n1
Should,shall,vmd
be,be,vvi
so,so,av
tyrannous,tyrannous,j
and,and,cc
rough,rough,j
in,in,acp-p
proof,proof,n1
ROMEO,,
Alas,alas,uh
that,that,cs
love,love,n1
whose,who,crq-rg
view,view,n1
is,be,vvz
muffled,muffle,vvn
still,still,av
Should,shall,vmd
without,without,acp-p
eyes,eye,n2
see,see,vvb
pathways,pathway,n2
to,to,acp-p
his,his,po
will,will,n1
Where,where,crq-q
shall,shall,vmb
we,we,pns
dine,dine,vvi
O,oh,uh
me,i,pno
What,what,crq-q
fray,fray,n1
was,be,vvd
here,here,av
Yet,yet,av
tell,tell,vvb
me,i,pno
not,not,xx
for,for,acp-cs
I,i,pns
have,have,vvb
heard,hear,vvn
it,it,pn
all,all,d
Here's,here|be,av|vvz
much,much,d
to,to,acp-cs
do,do,vvi
with,with,acp-p
hate,hate,n1
but,but,acp-cc
more,more,av-c_d
with,with,acp-p
love,love,n1
Why,why,crq-cs
then,then,av
O,oh,uh
brawling,brawl,j_vg
love,love,n1
O,oh,uh
loving,love,j_vg
hate,hate,n1
O,oh,uh
anything,anything,pi
of,of,acp-p
nothing,nothing,pi-x
first,first,ord
create,create,vvb
O,oh,uh
heavy,heavy,j
lightness,lightness,n1
serious,serious,j
vanity,vanity,n1
Misshapen,misshape,j_vn
chaos,chaos,n1
of,of,acp-p
well-seeming,well-seeming,j
forms,form,n2
Feather,feather,n1
of,of,acp-p
lead,lead,n1
bright,bright,j
smoke,smoke,n1
cold,cold,j
fire,fire,n1
sick,sick,j
health,health,n1
Still-waking,still-waking,j
sleep,sleep,n1
that,that,cs
is,be,vvz
not,not,xx
what,what,crq-r
it,it,pn
is,be,vvz
This,this,d
love,love,n1
feel,feel,vvb
I,i,pns
that,that,cs
feel,feel,vvb
no,no,d-x
love,love,n1
in,in,acp-p
this,this,d
Dost,do,vv2
thou,thou,pns
not,not,xx
laugh,laugh,vvi
BENVOLIO,,
No,no,uh-x
coz,coz,n1
I,i,pns
rather,rather,av-c
weep,weep,vvb
ROMEO,,
Good,good,j
heart,heart,n1
at,at,acp-p
what,what,crq-q
BENVOLIO,,
At,at,acp-p
thy,thy,po
good,good,j
heart's,heart,n1g
oppression,oppression,n1
ROMEO,,
Why,why,crq-cs
such,such,d
