standard,lemma,postag
THE,the,d
Lovesick,love-sick,j
Court,court,n1
OR,or,cc
THE,the,d
Ambitious,ambitious,j
politic,politic,n1-nn
A,a,d
COMEDY,comedy,n1
Written,write,vvn
by,by,acp-p
Richard,Richard,n1-nn
Brome,Brome,n1-nn
Nil,nil,fw-la
mea,mea,fw-la
ceu,ceu,fw-la
mos,mos,fw-la
est,est,fw-la
commends,commend,vvz
carmina,carmina,fw-la
curo,curo,fw-la
Se,se,fw-la
nisi,nisi,fw-la
comendent,comendent,fw-la
carmina,carmina,fw-la
dispereant,dispereant,fw-la
LONDON,London,n1-nn
Printed,print,vvn
by,by,acp-p
J.,J.,n-ab
T.,T.,n-ab
for,for,acp-p
A.,A.,n-ab
C.,C.,n-ab
and,and,cc
are,be,vvb
to,to,acp-cs
be,be,vvi
sold,sell,vvn
by,by,acp-p
Henry,Henry,n1-nn
Broom,broom,n1-nn
at,at,acp-p
the,the,d
Gun,gun,n1
in,in,acp-p
Ivy-lane,ivy-lane,n1-nn
1658,1658,crd
PROLOGUE,prologue,n1
A,a,d
little,little,j
wit,wit,n1
less,less,d-c
learning,learning,n1
no,no,d-x
Poetry,poetry,n1
This,this,d
Playmaker,playmaker,n1
dares,dare,vvz
boast,boast,n1
'Tis,it|be,pn|vvz
his,his,po
modesty,modesty,n1
For,for,acp-p
though,though,cs
his,his,po
labours,labour,n2
have,have,vvb
not,not,xx
found,find,vvn
least,least,d-s
grace,grace,n1
It,it,pn
puffs,puff,vvz
not,not,xx
him,he,pno
up,up,acp-av
or,or,cc
in,in,acp-p
mind,mind,n1
or,or,cc
face,face,n1
Which,which,crq-r
makes,make,vvz
him,he,pno
rather,rather,av
in,in,acp-p
the,the,d
Art,art,n1
disclaim,disclaim,vvi
Bold,bold,j
Licence,licence,n1
than,than,cs
to,to,acp-cs
arrogate,arrogate,vvi
a,a,d
Name,name,n1
Yet,yet,av
to,to,acp-p
the,the,d
wit,wit,n1
the,the,d
scholar,scholar,n1
and,and,cc
the,the,d
Poet,poet,n1
Such,such,d
as,as,acp-cs
the,the,d
Play,play,n1
is,be,vvz
we,we,pns
must,must,vmb
dare,dare,vvi
to,to,acp-cs
show,show,vvi
it,it,pn
Our,our,po
judgements,judgement,n2
to,to,acp-p
but,but,acp-p
too,too,av
And,and,cc
without,without,acp-p
fear,fear,n1
Of,of,acp-p
giving,give,vvg
least,least,d-s
offence,offence,n1
to,to,acp-p
any,any,d
ear,ear,n1
If,if,cs
you,you,pn
find,find,vvb
pleasure,pleasure,n1
in't,in|it,acp-p|pn
we,we,pns
boasting,boast,vvg
none,none,pi-x
Nor,nor,cc-x
you,you,pn
nor,nor,cc-x
we,we,pns
lose,lose,vvb
by,by,acp-p
expectation,expectation,n1
Sometimes,sometime,av
at,at,acp-p
poor,poor,j
men's,man,n2g
boards,board,n2
the,the,d
curious,curious,j
find,find,vvi
'Mongst,amongst,acp-p
homely,homely,j
fare,fare,n1
some,some,d
unexpected,unexpected,j
dish,dish,n1
Which,which,crq-r
at,at,acp-p
great,great,j
Tables,table,n2
they,they,pns
may,may,vmb
want,want,vvi
and,and,cc
wish,wish,vvi
If,if,cs
in,in,acp-p
this,this,d
slight,slight,j
Collation,collation,n1
you,you,pn
will,will,vmb
bind,bind,vvi
Us,we,pno
to,to,acp-cs
believe,believe,vvi
you,you,pn
have,have,vvi
pleased,please,vvn
your,your,po
palates,palate,n2
here,here,av
Pray,pray,vvb
bring,bring,vvb
your,your,po
friends,friend,n2
wi'you,with|you,acp-p|pn
next,next,ord
you,you,pn
know,know,vvb
your,your,po
cheer,cheer,n1
dramatis,drama,fw-la
Personae,personae,fw-la
King,king,n1
of,of,acp-p
Thessaly,Thessaly,n1-nn
Philargus,Philargus,n1-nn
the,the,d
Prince,prince,n1
supposed,suppose,j_vn
Son,son,n1
of,of,acp-p
the,the,d
late,late,j
slain,slay,j_vn
General,general,n1
Disanius,Disanius,n1-nn
Two,two,crd
Lords,lord,n2
Justinius,Justinius,n1-nn
Stratocles,Stratocles,n1-nn
a,a,d
Politician,politician,n1
Philocles,Philocles,n1-nn
A,a,d
young,young,j
Nobleman,nobleman,n1
son,son,n1
of,of,acp-p
the,the,d
late,late,j
General,general,n1
and,and,cc
twin,twin,n1
with,with,acp-p
Philargus,Philargus,n1-nn
Euphalus,Euphalus,n1-nn
A,a,d
Gentleman,gentleman,n1
belonging,belong,vvg
to,to,acp-p
the,the,d
King,king,n1
Geron,Geron,n1-nn
A,a,d
curious,curious,j
Coxcomb,coxcomb,n1
and,and,cc
a,a,d
Scholar,scholar,n1
Matho,Matho,n1-nn
A,a,d
villain,villain,n1
servant,servant,n1
to,to,acp-p
Stratocles,Stratocles,n1-nn
Tersulus,Tersulus,n1-nn
A,a,d
tailor,tailor,n1
servant,servant,n1
to,to,acp-p
Philargus,Philargus,n1-nn
Varillus,Varillus,n1-nn
A,a,d
barber,barber,n1
servant,servant,n1
to,to,acp-p
Philocles,Philocles,n1-nn
Eudina,Eudina,n1-nn
The,the,d
Princess,princess,n1
Themile,Themile,n1-nn
Philocles',Philocles,n1g-nn
Mother,mother,n1
Placilla,Placilla,n1-nn
Her,her,po
Daughter,daughter,n1
Garula,Garula,n1-nn
An,a,d
old,old,j
Midwife,midwife,n1
Doris,Doris,n1-nn
Themilis,Themilis,n1-nn
Waiting-woman,waiting-woman,n1
4.,4.,crd
Rustics,rustic,n2_j
The,the,d
Scene,scene,n1
THESSALY,Thessaly,n1-nn
THE,the,d
