standard,lemma,postag
Tamburlaine,Tamburlaine,n1-nn
the,the,d
great,great,j
THE,the,d
SECOND,second,ord
PART,part,n1
OF,of,acp-p
The,the,d
bloody,bloody,j
Conquests,conquest,n2
of,of,acp-p
mighty,mighty,j
Tamburlaine,Tamburlaine,n1-nn
With,with,acp-p
his,his,po
impassionate,impassionate,j
fury,fury,n1
for,for,acp-p
the,the,d
death,death,n1
of,of,acp-p
his,his,po
Lady,lady,n1
and,and,cc
love,love,n1
fair,fair,j
Zenocrate,Zenocrate,n1-nn
his,he,png
form,form,n1
of,of,acp-p
exhortation,exhortation,n1
and,and,cc
discipline,discipline,n1
to,to,acp-p
his,his,po
three,three,crd
sons,son,n2
and,and,cc
the,the,d
manner,manner,n1
of,of,acp-p
his,his,po
own,own,d
death,death,n1
The,the,d
Prologue,prologue,n1
THe,the,d
general,general,n1
welcomes,welcome,vvz
Tamburlaine,Tamburlaine,n1-nn
received,receive,vvd
When,when,crq-cs
he,he,pns
arrived,arrive,vvd
last,last,ord
upon,upon,acp-p
our,our,po
stage,stage,n1
Hath,have,vvz
made,make,vvn
our,our,po
Poet,poet,n1
pen,pen,vvi
his,his,po
second,second,ord
part,part,n1
Where,where,crq-q
death,death,n1
cuts,cut,vvz
off,off,acp-av
the,the,d
progress,progress,n1
of,of,acp-p
his,his,po
pomp,pomp,n1
And,and,cc
murderous,murderous,j
Fates,fate,n2
throws,throw,vvz
all,all,d
his,his,po
triumphs,triumph,n2
down,down,acp-av
But,but,acp-cc
what,what,crq-q
became,become,vvd
of,of,acp-p
fair,fair,j
Zenocrate,Zenocrate,n1-nn
And,and,cc
with,with,acp-p
how,how,crq-cs
many,many,d
cities,city,n2
sacrifice,sacrifice,vvi
He,he,pns
celebrated,celebrate,vvd
her,her,po
said,say,j_vn
funeral,funeral,n1
Himself,himself,px
in,in,acp-p
presence,presence,n1
shall,shall,vmb
unfold,unfold,vvi
at,at,acp-p
large,large,j
Actus,actus,fw-la
1.,1.,crd
Scaena,scaena,fw-la
1.,1.,crd
Orcanes,Orcanes,n1-nn
king,king,n1
of,of,acp-p
Natolia,Anatolia,n1-nn
Gazellus,Gazellus,n1-nn
viceroy,viceroy,n1
of,of,acp-p
Byron,Byron,n1-nn
Upibassa,Uribassa,n1-nn
and,and,cc
their,their,po
train,train,n1
with,with,acp-p
drums,drum,n2
and,and,cc
trumpets,trumpet,n2
Orcanes,Orcanes,n1-nn
EGregious,egregious,j
Viceroys,viceroy,n2
of,of,acp-p
these,these,d
Eastern,eastern,j
parts,part,n2
Placed,place,vvn
by,by,acp-p
the,the,d
issue,issue,n1
of,of,acp-p
great,great,j
Bajazeth,Bajazeth,n1-nn
And,and,cc
sacred,sacred,j
Lord,lord,n1
the,the,d
mighty,mighty,j
Callapin,Calapine,n1-nn
Who,who,crq-r
lives,live,vvz
in,in,acp-p
Egypt,Egypt,n1-nn
prisoner,prisoner,n1
to,to,acp-p
that,that,d
slave,slave,n1
Which,which,crq-r
kept,keep,vvd
his,his,po
father,father,n1
in,in,acp-p
an,a,d
iron,iron,n1
cage,cage,n1
Now,now,av
have,have,vvb
we,we,pns
marched,march,vvn
from,from,acp-p
fair,fair,j
Natolia,Anatolia,n1-nn
Two,two,crd
hundred,hundred,crd
leagues,league,n2
and,and,cc
on,on,acp-p
Danubius,Danubius,n1-nn
banks,bank,n2
Our,our,po
warlike,warlike,j
host,host,n1
in,in,acp-p
complete,complete,j
armour,armour,n1
rest,rest,n1
Where,where,crq-cs
Sigismond,Sigismond,n1-nn
the,the,d
king,king,n1
of,of,acp-p
Hungary,Hungary,n1-nn
Should,shall,vmd
meet,meet,vvi
our,our,po
person,person,n1
to,to,acp-cs
conclude,conclude,vvi
a,a,d
truce,truce,n1
