standard,lemma,postag
THE,the,d
ALCHEMIST,alchemist,n1
A,a,d
Comedy,comedy,n1
Acted,act,vvn
in,in,acp-p
the,the,d
year,year,n1
1610,1610,crd
By,by,acp-p
the,the,d
king's,king,n1g
Majesty's,majesty,n1g
Servants,servant,n2
The,the,d
Author,author,n1
B.,B.,n-ab
I.,I.,n-ab
LUCRET,LUCRET,n1-nn
petere,petere,fw-la
inde,inde,fw-la
coronam,coronam,fw-la
unde,vnde,fw-la
priùs,priùs,fw-la
nulli,nulli,fw-la
velarint,velarint,fw-la
tempora,tempora,fw-la
Musae,Musae,fw-la
LONDON,London,n1-nn
Printed,print,vvn
by,by,acp-p
WILLIAM,William,n1-nn
STANSBY,STANSBY,n1-nn
MDCXVI,MDCXVI,crd
TO,to,acp-p
THE,the,d
LADY,lady,n1
MOST,most,av-s_d
DESERVING,deserve,j_vg
HER,her,po
NAME,name,n1
AND,and,cc
blood,blood,n1
Mary,mary,n1-nn
LA,la,fw-fr
WROTH,wroth,j
madam,madam,n1
IN,in,acp-p
the,the,d
age,age,n1
of,of,acp-p
sacrifices,sacrifice,n2
the,the,d
truth,truth,n1
of,of,acp-p
religion,religion,n1
was,be,vvd
not,not,xx
in,in,acp-p
the,the,d
greatness,greatness,n1
and,and,cc
fat,fat,j
of,of,acp-p
the,the,d
offerings,offering,n2
but,but,acp-cc
in,in,acp-p
the,the,d
devotion,devotion,n1
and,and,cc
zeal,zeal,n1
of,of,acp-p
the,the,d
sacrificers,sacrificer,n2
Else,else,av
what,what,crq-q
could,can,vmd
a,a,d
handful,handful,n1
of,of,acp-p
gums,gum,n2
have,have,vvb
done,do,vvn
in,in,acp-p
the,the,d
sight,sight,n1
of,of,acp-p
a,a,d
hecatomb,hecatomb,n1
or,or,cc
how,how,crq-q
might,may,vmd
I,I,pns
appear,appear,vvi
at,at,acp-p
this,this,d
altar,altar,n1
except,except,acp-cs
with,with,acp-p
those,those,d
affections,affection,n2
that,that,cs
no,no,d-x
less,less,av-c_d
love,love,vvi
the,the,d
light,light,n1
and,and,cc
witness,witness,vvi
than,than,cs
they,they,pns
have,have,vvb
the,the,d
conscience,conscience,n1
of,of,acp-p
your,your,po
virtue,virtue,n1
If,if,cs
what,what,crq-r
I,I,pns
offer,offer,vvb
bear,bear,vvi
an,a,d
acceptable,acceptable,j
odour,odour,n1
and,and,cc
hold,hold,vvb
the,the,d
first,first,ord
strength,strength,n1
it,it,pn
is,be,vvz
your,your,po
value,value,n1
of,of,acp-p
it,it,pn
which,which,crq-r
remembers,remember,vvz
where,where,crq-cs
when,when,crq-cs
and,and,cc
to,to,acp-p
whom,who,crq-ro
it,it,pn
was,be,vvd
kindled,kindle,vvn
Otherwise,otherwise,av
as,as,acp-cs
the,the,d
times,time,n2
are,be,vvb
there,there,av
comes,come,vvz
rarely,rare,av_j
forth,forth,av
that,that,d
thing,thing,n1
so,so,av
full,full,j
of,of,acp-p
authority,authority,n1
or,or,cc
example,example,n1
but,but,acp-cc
by,by,acp-p
assiduity,assiduity,n1
and,and,cc
custom,custom,n1
grows,grow,vvz
less,less,av-c_d
and,and,cc
loses,lose,vvz
This,This,d
yet,yet,av
safe,safe,j
in,in,acp-p
your,your,po
judgement,judgement,n1
which,which,crq-r
is,be,vvz
a,a,d
Sidney's,sidney,n1g-nn
is,be,vvz
forbidden,forbid,vvn
to,to,acp-cs
speak,speak,vvi
more,more,av-c_d
lest,lest,cs
it,it,pn
talk,talk,vvb
or,or,cc
look,look,vvb
like,like,acp-p
one,one,pi
of,of,acp-p
the,the,d
ambitious,ambitious,j
Faces,face,n2
of,of,acp-p
the,the,d
time,time,n1
who,who,crq-r
the,the,d
more,more,av-c_d
they,they,pns
paint,paint,vvb
are,be,vvb
the,the,d
less,less,av-c_d
themselves,themselves,px
Your,your,po
La,la,uh
true,true,j
honourer,honourer,n1
BEN,ben,n1-nn
JONSON,Jonson,n1-nn
The,the,d
Persons,person,n2
of,of,acp-p
the,the,d
Play,play,n1
Subtle,subtle,n1-nn
The,the,d
Alchemist,alchemist,n1
FACE,face,n1
The,the,d
housekeeper,housekeeper,n1
DOL,Dol,n1-nn
COMMON,common,j
Their,their,po
Colleague,colleague,n1
DAPPER,Dapper,n1-nn
A,a,d
clerk,clerk,n1
DRUGGER,drugger,n1
A,a,d
tobacco-man,tobacco-man,n1
LOVE-WIT,love-wit,n1
Master,master,n1
of,of,acp-p
the,the,d
house,house,n1
EPICURE,epicure,n1-nn
MAMMON,Mammon,n1-nn
A,a,d
Knight,knight,n1
SURLEY,SURLEY,n1-nn
A,a,d
Gamester,gamester,n1
TRIBULATION,tribulation,n1
A,a,d
Pastor,pastor,n1
of,of,acp-p
Amsterdam,Amsterdam,n1-nn
ANANIAS,Ananias,n1-nn
A,a,d
Deacon,deacon,n1
there,there,av
KASTRILL,kastrill,n1-nn
The,the,d
angry,angry,j
Boy,boy,n1
DA.,Da.,n-ab
PLIANT,pliant,j
His,his,po
sister,sister,n1
A,a,d
widow,widow,n1
neighbours,neighbour,n2
OFFICERS,officer,n2
MUTES,mute,n2_j
THE,the,d
SCENE,scene,n1
LONDON,London,n1-nn
The,the,d
Alchemist,alchemist,n1
THE,the,d
ARGUMENT,argument,n1
The,the,d
sickness,sickness,n1
hot,hot,j
a,a,d
master,master,n1
quit,quit,vvi
for,for,acp-p
fear,fear,n1
His,his,po
house,house,n1
in,in,acp-p
