standard,lemma,postag
A,a,d
Wife,wife,n1
for,for,acp-p
a,a,d
Month,month,n1
Actus,actus,fw-la
primus,primus,fw-la
Scaena,scaena,fw-la
prima,prima,fw-la
Enter,enter,vvb
King,king,n1
Frederick,Frederick,n1-nn
Sorano,Sorano,n1-nn
Valerio,Valerio,n1-nn
Camillo,Camillo,n1-nn
Cleanthes,Cleanthes,n1-nn
Menallo,Menallo,n1-nn
and,and,cc
Attendants,attendant,n2_j
Sor.,Sor.,n-ab
will,will,vmb
your,your,po
Grace,grace,n1
speak,speak,vvi
Fre.,Fre.,n-ab
Let,let,vvb
me,i,pno
alone,alone,av_j
Sorano,Sorano,n1-nn
Although,although,cs
my,my,po
thoughts,thought,n2
seem,seem,vvb
sad,sad,j
they,they,pns
are,be,vvb
welcome,welcome,j
to,to,acp-p
me,i,pno
Sor.,Sor.,n-ab
You,you,pn
know,know,vvb
I,I,pns
am,be,vvm
private,private,j
as,as,acp-p
your,your,po
secret,secret,j
wishes,wish,n2
Ready,ready,j
to,to,acp-cs
fling,fling,vvi
my,my,po
soul,soul,n1
upon,upon,acp-p
your,your,po
service,service,n1
Ere,ere,acp-cs
your,your,po
command,command,n1
be,be,vvb
on't,on|it,acp-p|pn
Fre.,Fre.,n-ab
Bid,bid,vvb
those,those,d
depart,depart,vvi
Sor.,Sor.,n-ab
You,you,pn
must,must,vmb
retire,retire,vvi
my,my,po
Lords,lord,n2
Cam.,Cam.,n-ab
What,what,crq-q
new,new,j
design,design,n1
in,in,acp-p
hammering,hammer,vvg
in,in,acp-p
his,his,po
head,head,n1
now,now,av
Cle.,Cle.,n-ab
let's,let|we,vvb|pno
pray,pray,vvi
heartily,hearty,av_j
None,none,pi-x
of,of,acp-p
our,our,po
heads,head,n2
meet,meet,vvi
with,with,acp-p
it,it,pn
my,my,po
wife's,wife|be,n1|vvz
old,old,j
That's,that|be,d|vvz
all,all,d
my,my,po
comfort,comfort,n1
Men.,Men.,n-ab
Mine's,i|be,png|vvz
ugly,ugly,j
