standard,lemma,postag
CATILINE,Catiline,n1-nn
HIS,his,po
CONSPIRACY,conspiracy,n1
A,a,d
Tragedy,tragedy,n1
Acted,act,vvn
in,in,acp-p
the,the,d
year,year,n1
1611,1611,crd
By,by,acp-p
the,the,d
king's,king,n1g
Majesty's,majesty,n1g
Servants,servant,n2
The,the,d
Author,author,n1
B.,B.,n-ab
I.,I.,n-ab
HORAT,Horat,n1-nn
His,his,po
non,non,fw-la
plebecula,plebecula,fw-la
gaudet,gaudet,fw-la
Verum,verum,fw-la
equitis,equitis,fw-la
quoque,quoque,fw-la
iam,iam,fw-la
migravit,migravit,fw-la
ab,ab,fw-la
aure,aure,fw-la
voluptas,voluptas,fw-la
Omnis,omnis,fw-la
ad,ad,fw-la
incertos,incertos,fw-la
oculos,oculos,fw-la
et,&,&
gaudia,gaudia,fw-la
vana,vana,fw-la
LONDON,London,n1-nn
Printed,print,vvn
by,by,acp-p
WILLIAM,William,n1-nn
STANSBY,STANSBY,n1-nn
MDCXVI,MDCXVI,crd
XVI.,xvi,crd
TO,to,acp-p
THE,the,d
GREAT,great,j
EXAMPLE,example,n1
OF,of,acp-p
HONOUR,honour,n1
AND,and,cc
virtue,virtue,n1
THE,the,d
MOST,most,av-s_d
NOBLE,noble,j
William,William,n1-nn
earl,earl,n1
OF,of,acp-p
PEMBROKE,Pembroke,n1-nn
LORD,lord,n1
CHAMBERLAINE,Chamberlaine,n1-nn
etc.,etc,n-ab
MY,my,po
LORD,lord,n1
IN,in,acp-p
so,so,av
thick,thick,j
and,and,cc
dark,dark,j
an,a,d
ignorance,ignorance,n1
as,as,acp-cs
now,now,av
almost,almost,av
covers,cover,vvz
the,the,d
age,age,n1
I,I,pns
crave,crave,vvb
leave,leave,vvi
to,to,acp-cs
stand,stand,vvi
near,near,av_j
your,your,po
light,light,n1
and,and,cc
by,by,acp-p
that,that,d
to,to,acp-cs
be,be,vvi
read,read,vvn
Posterity,posterity,n1
may,may,vmb
pay,pay,vvi
your,your,po
benefit,benefit,n1
the,the,d
honour,honour,n1
and,and,cc
thanks,thank,n2
when,when,crq-cs
it,it,pn
shall,shall,vmb
know,know,vvi
that,that,cs
you,you,pn
dare,dare,vvb
in,in,acp-p
these,these,d
Lie-given,lie-given,j
times,time,n2
to,to,acp-cs
countenance,countenance,vvi
a,a,d
legitimate,legitimate,j
Poem,poem,n1
I,I,pns
must,must,vmb
call,call,vvi
it,it,pn
so,so,av
against,against,acp-p
all,all,d
noise,noise,n1
of,of,acp-p
opinion,opinion,n1
from,from,acp-p
whose,who,crq-rg
crude,crude,j
and,and,cc
airy,airy,j
reports,report,n2
I,I,pns
appeal,appeal,vvb
to,to,acp-p
that,that,cs
great,great,j
and,and,cc
singular,singular,j
faculty,faculty,n1
of,of,acp-p
judgement,judgement,n1
in,in,acp-p
your,your,po
Lordship,lordship,n1
able,able,j
to,to,acp-cs
vindicate,vindicate,vvi
truth,truth,n1
from,from,acp-p
error,error,n1
It,it,pn
is,be,vvz
the,the,d
first,first,ord
of,of,acp-p
this,this,d
race,race,n1
that,that,cs
ever,ever,av
I,I,pns
dedicated,dedicate,vvd
to,to,acp-p
any,any,d
person,person,n1
and,and,cc
had,have,vvd
I,I,pns
not,not,xx
thought,think,vvn
it,it,pn
the,the,d
best,best,j-s
it,it,pn
should,shall,vmd
have,have,vvi
been,be,vvn
taught,teach,vvn
a,a,d
less,less,av-c_d
ambition,ambition,n1
Now,now,av
it,it,pn
approacheth,approach,vvz
your,your,po
censure,censure,n1
cheerfully,cheerful,av_j
and,and,cc
with,with,acp-p
the,the,d
same,same,d
assurance,assurance,n1
that,that,cs
innocency,innocency,n1
would,will,vmd
appear,appear,vvi
before,before,acp-p
a,a,d
magistrate,magistrate,n1
Your,your,po
Lo.,Lo.,n-ab
most,most,d-s
faithful,faithful,j
honourer,honourer,n1
BEN,ben,n1-nn
JONSON,Jonson,n1-nn
The,the,d
Persons,person,n2
of,of,acp-p
the,the,d
Play,play,n1
SYLLA'S,Sylla,n1g-nn
GHOST,ghost,n1
CATILINE,Catiline,n1-nn
LENTULUS,Lentulus,n1-nn
CETHEGUS,Cethegus,n1-nn
CURIUS,Curius,n1-nn
AUTRONIUS,Autronius,n1-nn
VARGUNTEIUS,Vargunteius,n1-nn
LONGINUS,Longinus,n1-nn
LECCA,Lecca,n1-nn
FULVIUS,Fulvius,n1-nn
BESTIA,Bestia,n1-nn
GABINIUS,Gabinius,n1-nn
STATILIUS,Statilius,n1-nn
CEPARIUS,CEPARIUS,n1-nn
CORNELIUS,Cornelius,n1-nn
