standard,lemma,postag
THE,the,d
SECOND,second,ord
PART,part,n1
of,of,acp-p
King,king,n1
Edward,Edward,n1-nn
the,the,d
Fourth,four,ord
Containing,contain,vvg
his,his,po
journey,journey,n1
into,into,acp-p
France,France,n1-nn
for,for,acp-p
obtaining,obtain,vvg
of,of,acp-p
his,his,po
right,right,j
there,there,av
The,the,d
treacherous,treacherous,j
falsehood,falsehood,n1
of,of,acp-p
the,the,d
Duke,duke,n1
of,of,acp-p
burgundy,Burgundy,n1-nn
and,and,cc
the,the,d
Constable,constable,n1
of,of,acp-p
France,France,n1-nn
used,use,vvd
against,against,acp-p
him,he,pno
and,and,cc
his,his,po
return,return,n1
home,home,av_n
again,again,av
Likewise,likewise,av
the,the,d
prosecution,prosecution,n1
of,of,acp-p
the,the,d
history,history,n1
of,of,acp-p
M.,M.,n-ab
Shore,shore,n1-nn
and,and,cc
his,his,po
fair,fair,j
wife,wife,n1
Concluding,conclude,vvg
with,with,acp-p
the,the,d
lamentable,lamentable,j
death,death,n1
of,of,acp-p
them,they,pno
both,both,d
Enter,enter,vvb
king,king,n1
Edward,Edward,n1-nn
Howard,Howard,n1-nn
Sellinger,Sellinger,n1-nn
and,and,cc
Soldiers,soldier,n2
marching,march,vvg
Edward,Edward,n1-nn
IS,be,vvz
this,this,d
the,the,d
aid,aid,n1
our,our,po
Cousin,cousin,n1
burgundy,Burgundy,n1-nn
And,and,cc
the,the,d
great,great,j
Constable,constable,n1
of,of,acp-p
France,France,n1-nn
assured,assure,vvn
us,we,pno
Have,have,vvb
we,we,pns
marched,march,vvd
thus,thus,av
far,far,av_j
through,through,acp-p
the,the,d
heart,heart,n1
of,of,acp-p
France,France,n1-nn
And,and,cc
with,with,acp-p
the,the,d
terror,terror,n1
of,of,acp-p
our,our,po
English,english,j-nn
Drums,drum,n2
kourde,kourde,zz
the,the,d
poor,poor,j
trembling,tremble,j_vg
French,french,j-nn
which,which,crq-r
leave,leave,vvb
their,their,po
towns,town,n2
That,that,cs
now,now,av
the,the,d
Wolves,wolf,n2
affrighted,affright,vvn
from,from,acp-p
the,the,d
fields,field,n2
Do,do,vvb
get,get,vvi
their,their,po
prey,prey,n1
and,and,cc
kennel,kennel,n1
in,in,acp-p
their,their,po
streets,street,n2
Our,our,po
thundering,thunder,j_vg
Canons,canon,n2
now,now,av
this,this,d
fortnight,fortnight,n1
space,space,n1
Like,like,acp-p
common,common,j
bellmen,bellman,n2
in,in,acp-p
some,some,d
market,market,n1
town,town,n1
Have,have,vvb
cried,cry,vvn
the,the,d
Constable,constable,n1
and,and,cc
burgundy,Burgundy,n1-nn
But,but,acp-cc
yet,yet,av
I,I,pns
see,see,vvb
they,they,pns
come,come,vvb
not,not,xx
to,to,acp-p
our,our,po
aid,aid,n1
we'll,we|will,pns|vmb
bring,bring,vvi
them,they,pno
in,in,acp-p
or,or,cc
by,by,acp-p
the,the,d
blessed,bless,j_vn
light,light,n1
we'll,we|will,pns|vmb
search,search,vvi
the,the,d
Ground-stilles,ground-still,zz
of,of,acp-p
their,their,po
city's,city,n1g
walls,wall,n2
Since,since,acp-cs
you,you,pn
have,have,vvb
brought,bring,vvn
me,i,pno
hither,hither,av
I,I,pns
will,will,vmb
make,make,vvi
The,the,d
proudest,proud,j-s
Tower,tower,n1
that,that,cs
stands,stand,vvz
in,in,acp-p
France,France,n1-nn
to,to,acp-cs
quake,quake,vvi
I,I,pns
marvel,marvel,vvb
Scales,scale,n2
returns,return,n2
not,not,xx
for,for,acp-cs
by,by,acp-p
him,he,pno
I,I,pns
do,do,vvb
respect,respect,vvi
to,to,acp-cs
hear,hear,vvi
their,their,po
resolutions,resolution,n2
Enter,enter,vvb
the,the,d
Lord,lord,n1
Scales,scale,n2
How.,How.,n-ab
My,my,po
Sovereign,sovereign,n1_j
he,he,pns
is,be,vvz
happily,happy,av_j
returned,return,vvn
Ed.,Ed.,n-ab
Welcome,welcome,uh_j
my,my,po
Lord,lord,n1
welcome,welcome,uh_j
good,good,j
Cousin,cousin,n1
Scales,scale,n2
What,what,crq-q
news,news,n1
from,from,acp-p
burgundy,Burgundy,n1-nn
what,what,crq-r
is,be,vvz
his,his,po
answer,answer,n1
What,what,crq-q
comes,come,vvz
he,he,pns
to,to,acp-cs
our,our,po
succour,succour,n1
as,as,acp-cs
he,he,pns
