standard,lemma,postag
The,the,d
Laws,law,n2
of,of,acp-p
Candy,candy,n1-nn
Actus,actus,fw-la
primus,primus,fw-la
Scaena,scaena,fw-la
prima,prima,fw-la
Enter,enter,vvb
Gaspero,Gaspero,n1-nn
and,and,cc
Melitus,Melitus,n1-nn
Mel.,Mel.,n-ab
Sir,sir,n1
you're,you|be,pn|vvb
the,the,d
very,very,j
friend,friend,n1
I,I,pns
wished,wish,vvd
to,to,acp-cs
meet,meet,vvi
with,with,acp-p
I,I,pns
have,have,vvb
a,a,d
large,large,j
discourse,discourse,n1
invites,invite,vvz
your,your,po
ear,ear,n1
To,to,acp-cs
be,be,vvi
an,a,d
Auditor,auditor,n1
Gas.,Gas.,n-ab
And,and,cc
what,what,crq-q
concerns,concern,vvz
it,it,pn
Mel.,Mel.,n-ab
The,the,d
sadly,sad,av_j
thriving,thrive,j_vg
progress,progress,n1
of,of,acp-p
the,the,d
loves,love,n2
Between,between,acp-p
my,my,po
Lord,lord,n1
the,the,d
Prince,prince,n1
and,and,cc
that,that,cs
great,great,j
Lady,lady,n1
Whose,who,crq-rg
insolence,insolence,n1
and,and,cc
never-yet-matched,never-yet-matched,j
pride,pride,n1
Can,can,vmb
by,by,acp-p
no,no,d-x
Character,character,n1
be,be,vvb
well,well,av
expressed,express,vvn
But,but,acp-cc
in,in,acp-p
her,she,pno
only,only,av_j
name,name,n1
the,the,d
prowed,prow,j_vn
Erota,Erota,n1-nn
Gas.,Gas.,n-ab
Alas,Alas,uh
Melitus,Melitus,n1-nn
I,I,pns
should,shall,vmd
guess,guess,vvi
the,the,d
best,best,j-s
Success,success,n1
your,your,po
Prince,prince,n1
could,can,vmd
find,find,vvi
from,from,acp-p
her,she,pno
to,to,acp-cs
be,be,vvi
As,as,acp-av
harsh,harsh,j
as,as,acp-cs
the,the,d
event,event,n1
doth,do,vvz
prove,prove,vvi
but,but,acp-cc
now,now,av
'Tis,it|be,pn|vvz
not,not,xx
a,a,d
time,time,n1
to,to,acp-cs
pity,pity,vvi
passionate,passionate,j
griefs,grief,n2
When,when,crq-cs
a,a,d
whole,whole,j
Kingdom,kingdom,n1
in,in,acp-p
a,a,d
manner,manner,n1
lies,lie,vvz
Upon,upon,acp-p
its,its,po
deathbed,deathbed,n1
bleeding,bleed,vvg
Mel.,Mel.,n-ab
Who,who,crq-q
can,can,vmb
tell,tell,vvi
Whether,whether,cs
or,or,cc
no,no,uh-x
these,these,d
many,many,d
plagues,plague,n2
at,at,acp-p
once,once,acp-av
Hang,hang,vvb
over,over,acp-p
this,this,d
unhappy,unhappy,j
Land,land,n1
for,for,acp-p
her,her,po
sake,sake,n1
That,that,cs
is,be,vvz
a,a,d
monster,monster,n1
in,in,acp-p
it,it,pn
Gas.,Gas.,n-ab
Here's,here|be,av|vvz
the,the,d
misery,misery,n1
Of,of,acp-p
having,have,vvg
a,a,d
child,child,n1
our,our,po
Prince,prince,n1
else,else,av
I,I,pns
presume,presume,vvb
The,the,d
bold,bold,j
Venetians,venetian,n2-nn_j
had,have,vvd
not,not,xx
dared,dare,vvn
to,to,acp-cs
attempt,attempt,vvi
So,so,av
bloody,bloody,j
an,a,d
Invasion,invasion,n1
Mel.,Mel.,n-ab
Yet,yet,av
I,I,pns
wonder,wonder,vvb
Why,why,crq-q
Master,master,n1
Secretary,secretary,n1
still,still,av
the,the,d
Senate,senate,n1
So,so,av
almost,almost,av
superstitiously,superstitious,av_j
adores,adore,vvz
Gonzalo,Gonzalo,n1-nn
the,the,d
Venetian,venetian,j-nn
Lord,lord,n1
considering,consider,vvg
The,the,d
outrage,outrage,n1
of,of,acp-p
his,his,po
Countrymen,countryman,n2
Gas.,Gas.,n-ab
The,the,d
Senate,senate,n1
Is,be,vvz
wise,wise,j
and,and,cc
therein,therein,av
just,just,j
for,for,acp-cs
this,this,d
Gonzalo,Gonzalo,n1-nn
Upon,upon,acp-p
a,a,d
Massacre,massacre,n1
performed,perform,vvn
at,at,acp-p
Sea,sea,n1
By,by,acp-p
