standard,lemma,postag
THE,the,d
FAIR,fair,j
MAID,maid,n1
OF,of,acp-p
THE,the,d
WEST,west,n1
OR,or,cc
A,a,d
Girl,girl,n1
worth,worth,j
gold,gold,n1
The,the,d
second,second,ord
part,part,n1
As,as,acp-p
it,it,pn
was,be,vvd
lately,late,av_j
acted,act,vvn
before,before,acp-p
the,the,d
King,king,n1
and,and,cc
Queen,queen,n1
with,with,acp-p
approved,approve,j_vn
liking,like,n1_vg
By,by,acp-p
the,the,d
Queen's,queen,n1g
majesty's,majesty,n1g
Comedians,comedian,n2
Written,write,j_vn
by,by,acp-p
T.,T.,n-ab
H.,H.,n-ab
LONDON,London,n1-nn
Printed,print,vvn
for,for,acp-p
Richard,Richard,n1-nn
Royston,Royston,n1-nn
and,and,cc
are,be,vvb
to,to,acp-cs
be,be,vvi
sold,sell,vvn
at,at,acp-p
his,his,po
Shop,shop,n1
in,in,acp-p
Ivy,ivy,n1
Lane,lane,n1
1631,1631,crd
To,to,acp-p
the,the,d
true,true,j
favourer,favourer,n1
of,of,acp-p
the,the,d
Muses,Muse,n2-nn
and,and,cc
all,all,d
good,good,j
Arts,art,n2
Thomas,Thomas,n1-nn
Hammon,Hammon,n1-nn
Esquire,esquire,n1
of,of,acp-p
Gray,Gray,n1-nn
Inn,inn,n1
etc.,etc,n-ab
The,the,d
first,first,ord
part,part,n1
of,of,acp-p
this,this,d
work,work,n1
I,I,pns
bestowed,bestow,vvd
upon,upon,acp-p
your,your,po
friend,friend,n1
Mr.,mr.,n-ab
john,john,n1-nn
Othow,Othow,n1-nn
the,the,d
second,second,ord
I,I,pns
have,have,vvb
conferred,confer,vvn
upon,upon,acp-p
you,you,pn
both,both,d
being,be,vvg
incorporated,incorporate,vvn
into,into,acp-p
one,one,crd
House,house,n1
and,and,cc
noble,noble,j
Society,society,n1
The,the,d
proximity,proximity,n1
in,in,acp-p
your,your,po
Chambers,chamber,n2
and,and,cc
much,much,d
familiar,familiar,j
conference,conference,n1
having,have,vvg
bred,breed,vvn
a,a,d
mutual,mutual,j
correspondency,correspondency,n1
betwixt,betwixt,acp-p
you,you,pn
The,the,d
prime,prime,j
motive,motive,n1
inviting,invite,vvg
me,i,pno
to,to,acp-p
this,this,d
Dedication,dedication,n1
the,the,d
much,much,d
love,love,n1
and,and,cc
many,many,d
courtesies,courtesy,n2
reflecting,reflect,vvg
upon,upon,acp-p
me,i,pno
from,from,acp-p
you,you,pn
both,both,d
Being,be,vvg
the,the,d
rather,rather,av-c
encouraged,encourage,vvn
thereunto,thereunto,av
that,that,cs
though,though,cs
the,the,d
subject,subject,n1
itself,itself,px
carry,carry,vvi
no,no,d-x
great,great,j
countenance,countenance,n1
in,in,acp-p
the,the,d
Title,title,n1
yet,yet,av
it,it,pn
hath,have,vvz
not,not,xx
only,only,av_j
past,past,acp-p
the,the,d
censure,censure,n1
of,of,acp-p
the,the,d
Plebe,plebe,n1
and,and,cc
Gentry,gentry,n1
but,but,acp-cc
of,of,acp-p
the,the,d
Patricians,patrician,n2
and,and,cc
Praetextatae,praetextatae,fw-la
as,as,acp-cs
also,also,av
of,of,acp-p
our,our,po
royal,royal,j
Augustus,Augustus,n1-nn
and,and,cc
Livia,Livia,n1-nn
The,the,d
reason,reason,n1
why,why,crq-cs
I,I,pns
have,have,vvb
selected,select,vvn
you,you,pn
my,my,po
Patrons,patron,n2
was,be,vvd
to,to,acp-cs
exclude,exclude,vvi
myself,myself,px
from,from,acp-p
the,the,d
number,number,n1
of,of,acp-p
those,those,d
of,of,acp-p
whom,who,crq-r
juvenal,juvenal,n1-nn
speaks,speak,vvz
Satire,satire,n1
7.,7.,crd
Scire,Scire,fw-la
volunt,volunt,fw-la
omnes,omnes,fw-la
mercedem,mercedem,fw-la
solvere,solvere,fw-la
nemo,Nemo,fw-la
Please,please,vvb
you,you,pn
at,at,acp-p
any,any,d
of,of,acp-p
your,your,po
more,more,av-c_d
leisured,leisured,j
hours,hour,n2
to,to,acp-cs
vouchsafe,vouchsafe,vvi
the,the,d
perusal,perusal,n1
of,of,acp-p
these,these,d
sleight,sleight,n1
papers,paper,n2
your,your,po
acceptance,acceptance,n1
shall,shall,vmb
be,be,vvi
my,my,po
recompense,recompense,n1
Receive,receive,vvb
my,my,po
wishes,wish,n2
for,for,acp-p
your,your,po
earth's,earth,n1g
happiness,happiness,n1
in,in,acp-p
millions,million,crd
for,for,acp-p
your,your,po
heaven's,heaven,n1g
bliss,bliss,n1
in,in,acp-p
myriads,myriad,crd
Taking,take,vvg
